"",BBK01.OXA8E4,BBK01.OXA8E4_FLAGS
"",Medium-term loans (including bills of exchange) to domestic non-financial corporations - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:52,
1999-01,60.984,
1999-02,63.593,
1999-03,64.393,
1999-04,65.387,
1999-05,63.683,
1999-06,63.652,
1999-07,64.675,
1999-08,65.373,
1999-09,69.298,
1999-10,69.685,
1999-11,69.738,
1999-12,72.359,
2000-01,73.335,
2000-02,74.013,
2000-03,74.288,
2000-04,75.214,
2000-05,75.184,
2000-06,75.644,
2000-07,76.466,
2000-08,77.674,
2000-09,77.970,
2000-10,78.544,
2000-11,79.065,
2000-12,78.731,
2001-01,77.852,
2001-02,77.810,
2001-03,78.393,
2001-04,78.613,
2001-05,79.767,
2001-06,79.010,
2001-07,78.761,
2001-08,79.236,
2001-09,80.142,
2001-10,80.296,
2001-11,80.779,
2001-12,82.452,
2002-01,82.890,
2002-02,83.361,
2002-03,84.074,
2002-04,84.830,
2002-05,85.029,
2002-06,84.053,
2002-07,84.239,
2002-08,84.653,
2002-09,84.263,
2002-10,85.955,
2002-11,83.971,
2002-12,84.858,
2003-01,85.959,
2003-02,85.424,
2003-03,84.874,
2003-04,84.840,
2003-05,84.581,
2003-06,84.916,
2003-07,84.419,
2003-08,85.907,
2003-09,85.414,
2003-10,86.106,
2003-11,86.210,
2003-12,85.626,
2004-01,86.387,
2004-02,85.833,
2004-03,85.600,
2004-04,85.693,
2004-05,87.939,
2004-06,88.091,
2004-07,88.024,
2004-08,88.652,
2004-09,87.980,
2004-10,85.294,
2004-11,84.626,
2004-12,84.086,
2005-01,84.550,
2005-02,84.036,
2005-03,83.008,
2005-04,81.603,
2005-05,81.084,
2005-06,81.062,
2005-07,82.192,
2005-08,84.249,
2005-09,84.915,
2005-10,85.140,
2005-11,84.490,
2005-12,83.011,
2006-01,82.211,
2006-02,82.709,
2006-03,83.528,
2006-04,83.576,
2006-05,84.008,
2006-06,85.891,
2006-07,87.885,
2006-08,85.878,
2006-09,87.947,
2006-10,87.572,
2006-11,87.971,
2006-12,86.452,
2007-01,87.805,
2007-02,87.603,
2007-03,87.216,
2007-04,87.377,
2007-05,89.844,
2007-06,89.350,
2007-07,89.238,
2007-08,91.693,
2007-09,92.484,
2007-10,90.785,
2007-11,92.703,
2007-12,97.856,
2008-01,99.788,
2008-02,102.220,
2008-03,103.187,
2008-04,103.975,
2008-05,104.323,
2008-06,104.954,
2008-07,106.189,
2008-08,108.404,
2008-09,109.040,
2008-10,112.918,
2008-11,113.598,
2008-12,115.715,
2009-01,118.172,
2009-02,119.072,
2009-03,117.789,
2009-04,120.418,
2009-05,120.157,
2009-06,120.383,
2009-07,122.342,
2009-08,121.663,
2009-09,121.953,
2009-10,121.151,
2009-11,120.200,
2009-12,122.633,
2010-01,121.475,
2010-02,121.110,
2010-03,116.627,
2010-04,116.242,
2010-05,115.918,
2010-06,115.393,
2010-07,114.261,
2010-08,113.577,
2010-09,112.870,
2010-10,112.888,
2010-11,113.328,
2010-12,112.793,
2011-01,111.643,
2011-02,111.932,
2011-03,112.300,
2011-04,109.726,
2011-05,109.534,
2011-06,107.637,
2011-07,107.881,
2011-08,109.741,
2011-09,109.396,
2011-10,110.310,
2011-11,110.951,
2011-12,111.019,
2012-01,110.372,
2012-02,108.708,
2012-03,109.153,
2012-04,109.057,
2012-05,109.875,
2012-06,109.505,
2012-07,110.351,
2012-08,109.766,
2012-09,109.042,
2012-10,109.190,
2012-11,110.117,
2012-12,109.583,
2013-01,108.508,
2013-02,108.576,
2013-03,108.696,
2013-04,107.813,
2013-05,108.815,
2013-06,107.937,
2013-07,109.119,
2013-08,109.165,
2013-09,107.249,
2013-10,107.608,
2013-11,108.242,
2013-12,106.960,
2014-01,107.441,
2014-02,107.539,
2014-03,108.023,
2014-04,110.837,
2014-05,111.021,
2014-06,109.786,
2014-07,109.174,
2014-08,109.690,
2014-09,109.549,
2014-10,110.423,
2014-11,111.231,
2014-12,107.916,Provisional value
