"",BBFB1.M.N.DE.W1.S13.S1.T.L.FA.O.F4.T._T.N.N,BBFB1.M.N.DE.W1.S13.S1.T.L.FA.O.F4.T._T.N.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other investment / Loans / General government / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:52:05,
1991-01,1012.975,
1991-02,-810.747,
1991-03,-231.444,
1991-04,-488.315,
1991-05,-149.243,
1991-06,23.546,
1991-07,340.887,
1991-08,-147.417,
1991-09,566.605,
1991-10,-363.913,
1991-11,-31.309,
1991-12,-2.174,
1992-01,-319.016,
1992-02,-6.544,
1992-03,-160.971,
1992-04,-349.524,
1992-05,-183.955,
1992-06,-196.018,
1992-07,-214.309,
1992-08,-267.960,
1992-09,6.756,
1992-10,172.905,
1992-11,218.240,
1992-12,340.834,
1993-01,62.862,
1993-02,243.046,
1993-03,-1316.002,
1993-04,-802.059,
1993-05,-384.027,
1993-06,1396.877,
1993-07,1667.925,
1993-08,221.591,
1993-09,257.512,
1993-10,116.593,
1993-11,87.500,
1993-12,683.079,
1994-01,239.584,
1994-02,-495.345,
1994-03,-360.772,
1994-04,-94.955,
1994-05,24.429,
1994-06,319.565,
1994-07,-368.550,
1994-08,-132.635,
1994-09,-551.788,
1994-10,-223.730,
1994-11,440.733,
1994-12,1463.119,
1995-01,279.529,
1995-02,690.071,
1995-03,-1258.154,
1995-04,321.873,
1995-05,-726.565,
1995-06,-976.440,
1995-07,84.487,
1995-08,-76.184,
1995-09,-138.079,
1995-10,-271.754,
1995-11,-117.374,
1995-12,3104.268,
1996-01,-1276.470,
1996-02,-435.474,
1996-03,-383.770,
1996-04,434.445,
1996-05,-354.825,
1996-06,556.517,
1996-07,-212.262,
1996-08,1084.078,
1996-09,-504.146,
1996-10,628.546,
1996-11,1093.829,
1996-12,230.457,
1997-01,-525.265,
1997-02,-768.819,
1997-03,-210.687,
1997-04,42.516,
1997-05,11.030,
1997-06,-673.062,
1997-07,-1398.436,
1997-08,45.425,
1997-09,-79.058,
1997-10,-56.107,
1997-11,304.888,
1997-12,-143.967,
1998-01,-82.880,
1998-02,569.939,
1998-03,-607.559,
1998-04,457.339,
1998-05,-574.177,
1998-06,-70.779,
1998-07,-383.753,
1998-08,-288.123,
1998-09,-357.384,
1998-10,1261.069,
1998-11,-64.087,
1998-12,-2603.189,
1999-01,-2518.866,
1999-02,-743.438,
1999-03,-567.620,
1999-04,251.186,
1999-05,-674.012,
1999-06,-738.805,
1999-07,-543.659,
1999-08,-816.737,
1999-09,-804.163,
1999-10,-140.752,
1999-11,-2856.059,
1999-12,-89.557,
2000-01,205.501,
2000-02,284.482,
2000-03,-181.258,
2000-04,49.320,
2000-05,-140.554,
2000-06,-164.051,
2000-07,-295.010,
2000-08,-117.095,
2000-09,-247.397,
2000-10,-331.010,
2000-11,465.390,
2000-12,-486.394,
2001-01,-60.310,
2001-02,-94.378,
2001-03,-79.055,
2001-04,-70.071,
2001-05,145.389,
2001-06,-260.027,
2001-07,-96.658,
2001-08,-50.524,
2001-09,-0.403,
2001-10,201.681,
2001-11,-8.449,
2001-12,-8.113,
2002-01,44.056,
2002-02,36.725,
2002-03,-316.891,
2002-04,106.150,
2002-05,-176.775,
2002-06,40.319,
2002-07,-138.895,
2002-08,751.430,
2002-09,-326.085,
2002-10,-110.572,
2002-11,-330.426,
2002-12,439.688,
2003-01,324.520,
2003-02,1977.593,
2003-03,1591.642,
2003-04,-64.201,
2003-05,-154.284,
2003-06,88.626,
2003-07,-106.475,
2003-08,-21.309,
2003-09,-52.315,
2003-10,-5.017,
2003-11,-27.359,
2003-12,1187.031,
2004-01,116.243,
2004-02,304.097,
2004-03,-1970.418,
2004-04,1253.755,
2004-05,735.462,
2004-06,-1542.870,
2004-07,606.633,
2004-08,582.224,
2004-09,-2015.084,
2004-10,534.294,
2004-11,-557.853,
2004-12,-528.753,
2005-01,1601.981,
2005-02,5235.063,
2005-03,-1436.968,
2005-04,-1219.593,
2005-05,617.922,
2005-06,1469.386,
2005-07,-3247.436,
2005-08,975.761,
2005-09,-2213.398,
2005-10,-502.264,
2005-11,406.484,
2005-12,2007.325,
2006-01,-938.395,
2006-02,629.653,
2006-03,-640.583,
2006-04,1925.255,
2006-05,-4344.609,
2006-06,351.537,
2006-07,1468.012,
2006-08,1066.777,
2006-09,1489.229,
2006-10,-840.342,
2006-11,-608.990,
2006-12,-1365.051,
2007-01,844.902,
2007-02,-202.085,
2007-03,-1286.646,
2007-04,1405.612,
2007-05,233.214,
2007-06,-1000.987,
2007-07,-1626.581,
2007-08,6033.887,
2007-09,-3990.597,
2007-10,-1555.191,
2007-11,2992.062,
2007-12,-4411.735,
2008-01,-1440.113,
2008-02,4758.184,
2008-03,-617.797,
2008-04,5181.521,
2008-05,-2805.911,
2008-06,2688.892,
2008-07,3957.901,
2008-08,-4502.260,
2008-09,1710.818,
2008-10,-5557.153,
2008-11,-2906.622,
2008-12,4023.989,
2009-01,2473.293,
2009-02,9105.106,
2009-03,-2550.973,
2009-04,6134.475,
2009-05,-8024.795,
2009-06,-1454.525,
2009-07,-1787.979,
2009-08,4377.830,
2009-09,-2221.064,
2009-10,-265.072,
2009-11,-2131.207,
2009-12,-6324.680,
2010-01,256.540,
2010-02,-324.144,
2010-03,-3554.308,
2010-04,2431.937,
2010-05,14308.255,
2010-06,-15296.621,
2010-07,5373.000,
2010-08,-435.806,
2010-09,-2414.901,
2010-10,81678.230,
2010-11,-13889.050,
2010-12,26525.354,
2011-01,-24266.760,
2011-02,9359.182,
2011-03,2563.322,
2011-04,-4152.134,
2011-05,-313.980,
2011-06,3923.145,
2011-07,2193.482,
2011-08,-1670.358,
2011-09,4857.215,
2011-10,12930.452,
2011-11,3064.281,
2011-12,10992.587,
2012-01,-4553.768,
2012-02,-16836.700,
2012-03,-4845.718,
2012-04,8998.656,
2012-05,615.159,
2012-06,-5196.092,
2012-07,607.545,
2012-08,-10829.945,
2012-09,-6859.305,
2012-10,1551.561,
2012-11,3543.783,
2012-12,2959.705,
2013-01,-4277.651,
2013-02,-1062.247,
2013-03,-48.829,
2013-04,2566.587,
2013-05,169.054,
2013-06,6210.861,
2013-07,-1722.246,
2013-08,-6122.738,
2013-09,-649.031,
2013-10,5194.896,
2013-11,-6596.651,
2013-12,4634.586,
2014-01,-1445.799,
2014-02,-6607.041,Provisional value
2014-03,-439.189,Provisional value
2014-04,14182.159,Provisional value
2014-05,-12573.942,Provisional value
2014-06,3720.320,Provisional value
2014-07,2982.501,Provisional value
2014-08,-8292.164,Provisional value
2014-09,1113.104,
2014-10,-5219.367,
2014-11,375.590,
2014-12,4503.536,Provisional value
