"",BBK01.PC3675,BBK01.PC3675_FLAGS
"",Instalment credit to domestic employees and other individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:18,
1985-10,3.000,
1986-01,3.005,
1986-04,3.072,
1986-07,3.150,
1986-10,3.185,
1987-01,3.203,
1987-04,3.280,
1987-07,3.322,
1987-10,3.332,
1988-01,3.352,
1988-04,3.394,
1988-07,3.499,
1988-10,3.546,
1989-01,3.610,
1989-04,3.713,
1989-07,3.812,
1989-10,3.787,
1990-01,3.906,
1990-04,4.104,
1990-07,4.213,
1990-10,4.201,
1991-01,4.409,
1991-04,4.663,
1991-07,4.907,
1991-10,4.890,
1992-01,5.019,
1992-04,5.138,
1992-07,5.453,
1992-10,5.978,
1993-01,6.035,
1993-04,6.224,
1993-07,6.270,
1993-10,6.159,
1994-01,8.653,
1994-04,8.923,
1994-07,9.162,
1994-10,9.189,
1995-01,9.202,
1995-04,9.458,
1995-07,9.584,
1995-10,9.625,
1996-01,10.096,
1996-04,10.436,
1996-07,10.693,
1996-10,10.793,
1997-01,11.005,
1997-04,12.536,
1997-07,11.407,
1997-10,11.445,
1998-01,11.655,
1998-04,11.725,
1998-07,11.890,
1998-10,11.761,
1999-01,10.493,
1999-04,10.890,
1999-07,10.906,
1999-10,11.031,
2000-01,12.545,
2000-04,12.729,
2000-07,13.410,
2000-10,14.214,
2001-01,15.217,
2001-04,16.131,
2001-07,16.903,
2001-10,16.767,
2002-01,16.636,
2002-04,19.774,
2002-07,20.944,
2002-10,20.959,
2003-01,22.121,
2003-04,22.886,
2003-07,22.416,
2003-10,22.785,
2004-01,23.873,
2004-04,24.318,
2004-07,25.075,
2004-10,25.427,
2005-01,25.851,
2005-04,27.850,
2005-07,28.481,
2005-10,30.760,
2006-01,31.599,
2006-04,32.423,
2006-07,33.138,
2006-10,33.876,
2007-01,34.084,
2007-04,34.820,
2007-07,35.576,
2007-10,34.521,
2008-01,34.885,
2008-04,35.380,
2008-07,35.053,
2008-10,35.890,
2009-01,39.285,
2009-04,40.060,
2009-07,41.157,
2009-10,41.913,
2010-01,41.485,
2010-04,41.563,
2010-07,41.344,
2010-10,41.165,
2011-01,41.589,
2011-04,42.014,
2011-07,42.332,
2011-10,41.387,
2012-01,40.892,
2012-04,40.877,
2012-07,41.044,
2012-10,40.944,
2013-01,41.140,
2013-04,41.610,
2013-07,41.885,
2013-10,42.290,
2014-01,42.915,
2014-04,43.603,
2014-07,43.283,
2014-10,43.794,
