"",BBK01.OEAA01V,BBK01.OEAA01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:02,
2002-01,61.396,
2002-04,61.834,
2002-07,62.032,
2002-10,62.917,
2003-01,61.216,
2003-04,59.615,
2003-07,59.722,
2003-10,59.588,
2004-01,59.041,
2004-04,58.919,
2004-07,59.027,
2004-10,58.013,
2005-01,58.814,
2005-04,58.880,
2005-07,59.018,
2005-10,59.761,
2006-01,59.528,
2006-04,59.488,
2006-07,59.457,
2006-10,59.435,
2007-01,58.633,
2007-04,57.806,
2007-07,64.544,
2007-10,61.189,
2008-01,59.163,
2008-04,45.307,
2008-07,45.914,
2008-10,46.176,
2009-01,44.808,
2009-04,48.833,
2009-07,48.709,
2009-10,52.090,
2010-01,51.924,
2010-04,51.854,
2010-07,49.860,
2010-10,49.576,
2011-01,50.061,
2011-04,50.272,
2011-07,52.612,
2011-10,52.346,
2012-01,52.191,
2012-04,54.034,
2012-07,54.053,
2012-10,53.443,
2013-01,53.294,
2013-04,53.064,
2013-07,53.720,
2013-10,53.646,
2014-01,54.075,
2014-04,54.644,
2014-07,54.806,
