"",BBK01.CEB701,BBK01.CEB701_FLAGS
"",Other claims debtor: All sectors                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:14,
1991-01,491.5,
1991-04,476.8,
1991-07,482.9,
1991-10,478.7,
1992-01,496.2,
1992-04,486.2,
1992-07,473.6,
1992-10,488.7,
1993-01,494.9,
1993-04,495.6,
1993-07,499.9,
1993-10,519.4,
1994-01,522.2,
1994-04,519.0,
1994-07,519.3,
1994-10,537.2,
1995-01,551.0,
1995-04,540.2,
1995-07,545.9,
1995-10,538.0,
1996-01,557.5,
1996-04,556.4,
1996-07,560.8,
1996-10,569.2,
1997-01,587.3,
1997-04,583.9,
1997-07,601.6,
1997-10,603.4,
1998-01,630.1,
1998-04,643.8,
1998-07,644.8,
1998-10,629.4,
1999-01,635.6,
1999-04,638.2,
1999-07,652.0,
1999-10,708.6,
2000-01,699.6,
2000-04,727.8,
2000-07,727.8,
2000-10,735.8,
2001-01,754.8,
2001-04,730.8,
2001-07,730.3,
2001-10,738.9,
2002-01,727.3,
2002-04,723.6,
2002-07,723.7,
2002-10,735.3,
2003-01,753.8,
2003-04,746.7,
2003-07,727.2,
2003-10,738.8,
2004-01,738.1,
2004-04,729.3,
2004-07,724.5,
2004-10,738.9,
2005-01,725.7,
2005-04,730.9,
2005-07,746.7,
2005-10,759.0,
2006-01,772.3,
2006-04,778.7,
2006-07,788.0,
2006-10,808.4,
2007-01,837.7,
2007-04,854.8,
2007-07,890.6,
2007-10,908.4,
2008-01,931.9,
2008-04,953.4,
2008-07,991.1,
2008-10,1005.1,
2009-01,1001.2,
2009-04,921.4,
2009-07,915.5,
2009-10,909.4,
2010-01,898.7,
2010-04,955.1,
2010-07,938.1,
2010-10,758.4,
2011-01,786.1,
2011-04,792.4,
2011-07,763.7,
2011-10,809.9,
2012-01,816.9,
2012-04,819.6,
2012-07,836.9,
2012-10,846.7,
2013-01,877.9,
2013-04,856.2,
2013-07,868.3,
2013-10,875.8,
2014-01,853.9,
