"",BBK01.WU5016,BBK01.WU5016_FLAGS
"",Exchange rates on the Frankfurt exchange / CHF 100 = DM ... / Switzerland,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:25,
1953-07,97.884,
1953-08,97.972,
1953-09,97.974,
1953-10,97.891,
1953-11,97.673,
1953-12,97.771,
1954-01,97.873,
1954-02,97.924,
1954-03,97.892,
1954-04,97.914,
1954-05,97.986,
1954-06,98.004,
1954-07,97.897,
1954-08,97.899,
1954-09,97.897,
1954-10,97.909,
1954-11,97.964,
1954-12,98.004,
1955-01,97.976,
1955-02,97.980,
1955-03,98.084,
1955-04,98.206,
1955-05,98.279,
1955-06,98.318,
1955-07,98.321,
1955-08,98.332,
1955-09,98.357,
1955-10,98.353,
1955-11,98.370,
1955-12,98.373,
1956-01,98.368,
1956-02,98.386,
1956-03,98.389,
1956-04,98.376,
1956-05,98.264,
1956-06,98.010,
1956-07,97.837,
1956-08,97.796,
1956-09,97.822,
1956-10,97.840,
1956-11,97.907,
1956-12,97.953,
1957-01,97.983,
1957-02,97.937,
1957-03,97.987,
1957-04,98.041,
1957-05,98.039,
1957-06,98.030,
1957-07,98.016,
1957-08,98.026,
1957-09,98.036,
1957-10,98.035,
1957-11,98.042,
1957-12,98.051,
1958-01,98.050,
1958-02,98.063,
1958-03,98.055,
1958-04,97.979,
1958-05,97.777,
1958-06,97.799,
1958-07,97.781,
1958-08,97.767,
1958-09,97.751,
1958-10,97.509,
1958-11,97.486,
1958-12,97.511,
1959-01,96.888,
1959-02,96.896,
1959-03,96.737,
1959-04,96.746,
1959-05,96.754,
1959-06,96.920,
1959-07,97.022,
1959-08,96.979,
1959-09,96.743,
1959-10,96.313,
1959-11,96.118,
1959-12,96.463,
1960-01,96.402,
1960-02,96.154,
1960-03,96.170,
1960-04,96.126,
1960-05,96.438,
1960-06,96.651,
1960-07,96.685,
1960-08,96.749,
1960-09,96.826,
1960-10,96.838,
1960-11,96.834,
1960-12,96.882,
1961-01,96.878,
1961-02,96.582,
1961-03,92.507,
1961-04,91.806,
1961-05,91.723,
1961-06,91.971,
1961-07,92.210,
1961-08,92.489,
1961-09,92.602,
1961-10,92.480,
1961-11,92.583,
1961-12,92.668,
1962-01,92.523,
1962-02,92.412,
1962-03,92.131,
1962-04,92.026,
1962-05,92.367,
1962-06,92.541,
1962-07,92.348,
1962-08,92.476,
1962-09,92.536,
1962-10,92.687,
1962-11,92.881,
1962-12,92.583,
1963-01,92.610,
1963-02,92.548,
1963-03,92.333,
1963-04,92.234,
1963-05,92.179,
1963-06,92.053,
1963-07,92.110,
1963-08,92.284,
1963-09,92.240,
1963-10,92.186,
1963-11,92.102,
1963-12,92.075,
1964-01,92.128,
1964-02,91.866,
1964-03,91.850,
1964-04,91.983,
1964-05,92.103,
1964-06,92.083,
1964-07,91.977,
1964-08,92.015,
1964-09,92.032,
1964-10,92.075,
1964-11,92.154,
1964-12,92.150,
1965-01,92.098,
1965-02,91.910,
1965-03,91.567,
1965-04,91.535,
1965-05,91.672,
1965-06,92.281,
1965-07,92.643,
1965-08,92.931,
1965-09,92.904,
1965-10,92.729,
1965-11,92.617,
1965-12,92.682,
1966-01,92.692,
1966-02,92.653,
1966-03,92.487,
1966-04,92.778,
1966-05,93.070,
1966-06,92.821,
1966-07,92.481,
1966-08,92.244,
1966-09,92.155,
1966-10,91.870,
1966-11,92.018,
1966-12,91.901,
1967-01,91.852,
1967-02,91.637,
1967-03,91.713,
1967-04,91.891,
1967-05,92.150,
1967-06,92.219,
1967-07,92.520,
1967-08,92.295,
1967-09,92.158,
1967-10,92.234,
1967-11,92.331,
1967-12,92.304,
1968-01,92.174,
1968-02,92.037,
1968-03,92.097,
1968-04,91.865,
1968-05,92.095,
1968-06,92.840,
1968-07,93.255,
1968-08,93.212,
1968-09,92.418,
1968-10,92.652,
1968-11,92.470,
1968-12,92.917,
1969-01,92.687,
1969-02,93.017,
1969-03,93.495,
1969-04,92.807,
1969-05,92.217,
1969-06,92.767,
1969-07,92.777,
1969-08,92.630,
1969-09,92.292,
1969-10,86.708,
1969-11,85.309,
1969-12,85.530,
1970-01,85.445,
1970-02,85.807,
1970-03,85.259,
1970-04,84.668,
1970-05,84.298,
1970-06,84.187,
1970-07,84.382,
1970-08,84.422,
