"",BBK01.QUY608,BBK01.QUY608_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / United Arab Emirates / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:11,
2002-03,0.506,
2002-04,0.515,
2002-05,0.479,
2002-06,0.463,
2002-07,0.483,
2002-08,0.487,
2002-09,0.509,
2002-10,0.618,
2002-11,0.738,
2002-12,0.482,
2003-01,0.513,
2003-02,0.601,
2003-03,0.567,
2003-04,0.537,
2003-05,0.532,
2003-06,0.620,
2003-07,0.706,
2003-08,0.712,
2003-09,0.663,
2003-10,0.660,
2003-11,0.638,
2003-12,0.621,
2004-01,0.662,
2004-02,0.625,
2004-03,0.596,
2004-04,0.642,
2004-05,0.629,
2004-06,0.909,
2004-07,0.664,
2004-08,0.955,
2004-09,0.729,
2004-10,0.580,
2004-11,0.570,
2004-12,0.724,
2005-01,0.773,
2005-02,1.676,
2005-03,0.869,
2005-04,0.860,
2005-05,0.882,
2005-06,0.932,
2005-07,1.052,
2005-08,1.114,
2005-09,1.132,
2005-10,1.173,
2005-11,1.593,
2005-12,1.445,
2006-01,1.471,
2006-02,1.552,
2006-03,3.742,
2006-04,2.210,
2006-05,2.264,
2006-06,2.367,
2006-07,2.447,
2006-08,2.531,
2006-09,2.875,
2006-10,2.769,
2006-11,2.836,
2006-12,2.999,
2007-01,3.559,
2007-02,3.443,
2007-03,3.404,
2007-04,3.459,
2007-05,3.431,
2007-06,3.446,
2007-07,2.945,
2007-08,3.059,
2007-09,2.942,
2007-10,2.945,
2007-11,3.626,
2007-12,3.662,
2008-01,3.582,
2008-02,3.431,
2008-03,3.273,
2008-04,4.186,
2008-05,4.132,
2008-06,4.143,
2008-07,4.805,
2008-08,5.505,
2008-09,5.122,
2008-10,5.740,
2008-11,5.690,
2008-12,5.169,
2009-01,5.878,
2009-02,5.667,
2009-03,5.458,
2009-04,5.378,
2009-05,5.082,
2009-06,5.064,
2009-07,4.838,
2009-08,4.778,
2009-09,4.636,
2009-10,4.514,
2009-11,4.083,
2009-12,4.258,
2010-01,4.397,
2010-02,4.486,
2010-03,4.690,
2010-04,4.774,
2010-05,5.139,
2010-06,5.315,
2010-07,5.100,
2010-08,5.137,
2010-09,4.814,
2010-10,4.458,
2010-11,4.687,
2010-12,4.717,
2011-01,4.318,
2011-02,4.395,
2011-03,4.479,
2011-04,4.129,
2011-05,4.302,
2011-06,4.196,
2011-07,4.254,
2011-08,4.094,
2011-09,4.238,
2011-10,4.093,
2011-11,4.118,
2011-12,4.167,
2012-01,4.165,
2012-02,3.858,
2012-03,3.920,
2012-04,3.638,
2012-05,3.817,
2012-06,3.724,
2012-07,3.897,
2012-08,3.834,
2012-09,3.757,
2012-10,3.312,
2012-11,3.538,
2012-12,3.440,
2013-01,3.626,
2013-02,3.816,
2013-03,3.927,
2013-04,3.619,
2013-05,3.832,
2013-06,3.656,
2013-07,3.578,
2013-08,3.595,
2013-09,3.763,
2013-10,3.719,
2013-11,3.792,
2013-12,3.583,
2014-01,3.759,
2014-02,3.750,
2014-03,3.666,
2014-04,3.798,
2014-05,3.755,
2014-06,3.597,
2014-07,3.511,
2014-08,3.840,
2014-09,3.728,
2014-10,3.661,
