"",BBK01.TU2010,BBK01.TU2010_FLAGS
"",Foreign branches: Lending to non-banks (non-MFIs) (Loans) / total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:10,
1973-06,0.609,
1973-07,0.605,
1973-08,0.712,
1973-09,0.709,
1973-10,0.846,
1973-11,1.035,
1973-12,1.175,
1974-01,1.191,
1974-02,1.200,
1974-03,1.231,
1974-04,1.388,
1974-05,1.299,
1974-06,1.582,
1974-07,1.796,
1974-08,1.864,
1974-09,1.907,
1974-10,1.991,
1974-11,2.093,
1974-12,2.370,
1975-01,2.399,
1975-02,2.493,
1975-03,2.523,
1975-04,2.667,
1975-05,2.714,
1975-06,2.905,
1975-07,3.246,
1975-08,3.413,
1975-09,3.929,
1975-10,3.966,
1975-11,4.054,
1975-12,4.381,
1976-01,4.182,
1976-02,4.380,
1976-03,4.366,
1976-04,4.522,
1976-05,4.584,
1976-06,4.612,
1976-07,4.775,
1976-08,5.000,
1976-09,4.931,
1976-10,5.260,
1976-11,5.302,
1976-12,5.395,
1977-01,5.531,
1977-02,5.638,
1977-03,6.034,
1977-04,6.152,
1977-05,6.417,
1977-06,6.647,
1977-07,6.311,
1977-08,6.875,
1977-09,7.283,
1977-10,7.461,
1977-11,7.706,
1977-12,8.208,
1978-01,8.208,
1978-02,8.118,
1978-03,8.372,
1978-04,8.486,
1978-05,8.954,
1978-06,9.240,
1978-07,9.455,
1978-08,9.420,
1978-09,9.630,
1978-10,9.164,
1978-11,10.159,
1978-12,10.178,
1979-01,10.436,
1979-02,10.471,
1979-03,10.875,
1979-04,10.956,
1979-05,11.251,
1979-06,11.013,
1979-07,11.472,
1979-08,11.529,
1979-09,11.571,
1979-10,11.672,
1979-11,12.182,
1979-12,13.225,
1980-01,13.948,
1980-02,14.184,
1980-03,15.468,
1980-04,15.138,
1980-05,15.737,
1980-06,15.644,
1980-07,15.947,
1980-08,16.477,
1980-09,16.928,
1980-10,17.987,
1980-11,18.474,
1980-12,18.942,
1981-01,20.246,
1981-02,19.587,
1981-03,19.847,
1981-04,20.647,
1981-05,21.304,
1981-06,21.938,
1981-07,22.809,
1981-08,23.225,
1981-09,22.742,
1981-10,22.909,
1981-11,24.372,
1981-12,24.463,
1982-01,24.623,
1982-02,25.563,
1982-03,25.492,
1982-04,25.212,
1982-05,25.810,
1982-06,27.136,
1982-07,27.318,
1982-08,27.475,
1982-09,28.390,
1982-10,28.607,
1982-11,28.294,
1982-12,27.759,
1983-01,27.926,
1983-02,28.023,
1983-03,28.053,
1983-04,28.109,
1983-05,28.634,
1983-06,28.593,
1983-07,29.529,
1983-08,29.879,
1983-09,29.663,
1983-10,29.897,
1983-11,30.861,
1983-12,30.765,
1984-01,31.012,
1984-02,30.195,
1984-03,29.954,
1984-04,30.887,
1984-05,31.169,
1984-06,30.779,
1984-07,31.625,
1984-08,31.969,
1984-09,33.223,
1984-10,33.504,
1984-11,34.491,
1984-12,35.866,
1985-01,35.765,
1985-02,37.484,
1985-03,35.341,
1985-04,35.993,
1985-05,36.268,
1985-06,36.844,
1985-07,35.153,
1985-08,35.444,
1985-09,35.189,
1985-10,36.181,
1985-11,36.932,
1985-12,36.446,
1986-01,35.272,
1986-02,35.421,
1986-03,37.022,
1986-04,35.893,
1986-05,36.680,
1986-06,36.518,
1986-07,36.080,
1986-08,35.772,
1986-09,35.966,
1986-10,36.825,
1986-11,37.382,
1986-12,38.971,
1987-01,37.568,
1987-02,37.706,
1987-03,38.022,
1987-04,37.411,
1987-05,38.172,
1987-06,38.409,
1987-07,39.319,
1987-08,39.573,
1987-09,40.505,
1987-10,40.584,
1987-11,40.615,
1987-12,41.098,
1988-01,42.402,
1988-02,43.658,
1988-03,44.171,
1988-04,46.144,
1988-05,47.862,
1988-06,49.769,
1988-07,52.795,
1988-08,52.158,
1988-09,52.691,
1988-10,51.671,
1988-11,51.698,
1988-12,54.529,
1989-01,56.217,
1989-02,56.463,
1989-03,57.830,
1989-04,57.411,
1989-05,58.839,
1989-06,58.437,
1989-07,58.022,
1989-08,59.755,
1989-09,59.943,
1989-10,57.145,
1989-11,57.812,
1989-12,57.828,
1990-01,59.368,
1990-02,61.794,
1990-03,65.844,
1990-04,65.110,
1990-05,66.494,
1990-06,68.730,
1990-07,68.796,
1990-08,70.423,
1990-09,73.220,
1990-10,73.421,
1990-11,74.740,
1990-12,73.750,
1991-01,74.261,
1991-02,75.236,
1991-03,81.620,
1991-04,81.174,
1991-05,81.875,
1991-06,85.026,
1991-07,83.525,
1991-08,83.746,
1991-09,83.953,
1991-10,86.577,
1991-11,86.918,
