"",BBK01.QUK874,BBK01.QUK874_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Ghana / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:22,
2002-03,0.085,
2002-04,0.064,
2002-05,0.047,
2002-06,0.031,
2002-07,0.027,
2002-08,0.019,
2002-09,0.018,
2002-10,0.049,
2002-11,0.069,
2002-12,0.086,
2003-01,0.093,
2003-02,0.092,
2003-03,0.080,
2003-04,0.072,
2003-05,0.052,
2003-06,0.044,
2003-07,0.034,
2003-08,0.021,
2003-09,0.015,
2003-10,0.043,
2003-11,0.079,
2003-12,0.110,
2004-01,0.124,
2004-02,0.116,
2004-03,0.100,
2004-04,0.091,
2004-05,0.067,
2004-06,0.049,
2004-07,0.031,
2004-08,0.011,
2004-09,0.003,
2004-10,0.050,
2004-11,0.092,
2004-12,0.112,
2005-01,0.118,
2005-02,0.106,
2005-03,0.093,
2005-04,0.071,
2005-05,0.048,
2005-06,0.035,
2005-07,0.033,
2005-08,0.026,
2005-09,0.035,
2005-10,0.055,
2005-11,0.102,
2005-12,0.144,
2006-01,0.155,
2006-02,0.142,
2006-03,0.122,
2006-04,0.097,
2006-05,0.075,
2006-06,0.056,
2006-07,0.036,
2006-08,0.016,
2006-09,0.013,
2006-10,0.112,
2006-11,0.156,
2006-12,0.234,
2007-01,0.259,
2007-02,0.227,
2007-03,0.181,
2007-04,0.149,
2007-05,0.126,
2007-06,0.087,
2007-07,0.073,
2007-08,0.036,
2007-09,0.034,
2007-10,0.098,
2007-11,0.153,
2007-12,0.224,
2008-01,0.216,
2008-02,0.178,
2008-03,0.163,
2008-04,0.136,
2008-05,0.108,
2008-06,0.088,
2008-07,0.057,
2008-08,0.024,
2008-09,0.097,
2008-10,0.110,
2008-11,0.195,
2008-12,0.254,
2009-01,0.303,
2009-02,0.265,
2009-03,0.217,
2009-04,0.179,
2009-05,0.127,
2009-06,0.092,
2009-07,0.056,
2009-08,0.014,
2009-09,0.008,
2009-10,0.049,
2009-11,0.089,
2009-12,0.092,
2010-01,0.095,
2010-02,0.088,
2010-03,0.086,
2010-04,0.071,
2010-05,0.067,
2010-06,0.052,
2010-07,0.028,
2010-08,0.012,
2010-09,0.012,
2010-10,0.073,
2010-11,0.140,
2010-12,0.138,
2011-01,0.136,
2011-02,0.119,
2011-03,0.101,
2011-04,0.081,
2011-05,0.067,
2011-06,0.052,
2011-07,0.035,
2011-08,0.018,
2011-09,0.041,
2011-10,0.111,
2011-11,0.216,
2011-12,0.224,
2012-01,0.247,
2012-02,0.217,
2012-03,0.189,
2012-04,0.138,
2012-05,0.114,
2012-06,0.084,
2012-07,0.056,
2012-08,0.026,
2012-09,0.030,
2012-10,0.071,
2012-11,0.100,
2012-12,0.104,
2013-01,0.108,
2013-02,0.098,
2013-03,0.090,
2013-04,0.077,
2013-05,0.070,
2013-06,0.056,
2013-07,0.046,
2013-08,0.037,
2013-09,0.041,
2013-10,0.110,
2013-11,0.235,
2013-12,0.235,
2014-01,0.237,
2014-02,0.204,
2014-03,0.176,
2014-04,0.133,
2014-05,0.114,
2014-06,0.247,
2014-07,0.069,
2014-08,0.041,
2014-09,0.043,
2014-10,0.239,
