"",BBK01.OEAA37H,BBK01.OEAA37H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:57,
2002-01,173.724,
2002-04,172.937,
2002-07,173.713,
2002-10,174.157,
2003-01,173.975,
2003-04,173.970,
2003-07,174.648,
2003-10,174.611,
2004-01,172.346,
2004-04,173.229,
2004-07,172.206,
2004-10,171.767,
2005-01,172.405,
2005-04,172.467,
2005-07,172.873,
2005-10,172.900,
2006-01,172.387,
2006-04,171.676,
2006-07,171.837,
2006-10,170.721,
2007-01,168.830,
2007-04,167.716,
2007-07,166.784,
2007-10,161.521,
2008-01,159.187,
2008-04,157.958,
2008-07,157.025,
2008-10,155.068,
2009-01,153.499,
2009-04,141.392,
2009-07,142.193,
2009-10,142.455,
2010-01,140.852,
2010-04,142.378,
2010-07,143.172,
2010-10,144.564,
2011-01,143.642,
2011-04,144.502,
2011-07,147.906,
2011-10,148.541,
2012-01,148.838,
2012-04,148.842,
2012-07,150.460,
2012-10,150.902,
2013-01,152.416,
2013-04,154.092,
2013-07,155.649,
2013-10,156.607,
2014-01,156.864,
2014-04,158.585,
2014-07,160.836,
