"",BBK01.QUY850,BBK01.QUY850_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Singapore / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:39,
2002-03,0.428,
2002-04,0.426,
2002-05,0.418,
2002-06,0.533,
2002-07,0.444,
2002-08,0.460,
2002-09,0.465,
2002-10,0.429,
2002-11,0.432,
2002-12,0.480,
2003-01,0.474,
2003-02,0.506,
2003-03,0.477,
2003-04,0.469,
2003-05,0.429,
2003-06,0.483,
2003-07,0.481,
2003-08,0.511,
2003-09,0.545,
2003-10,0.732,
2003-11,0.666,
2003-12,0.685,
2004-01,0.703,
2004-02,0.667,
2004-03,0.665,
2004-04,0.668,
2004-05,0.696,
2004-06,0.745,
2004-07,0.612,
2004-08,1.023,
2004-09,0.979,
2004-10,1.530,
2004-11,1.059,
2004-12,1.053,
2005-01,0.817,
2005-02,0.823,
2005-03,0.901,
2005-04,0.803,
2005-05,0.818,
2005-06,0.617,
2005-07,0.689,
2005-08,0.842,
2005-09,1.297,
2005-10,1.144,
2005-11,1.167,
2005-12,1.199,
2006-01,1.216,
2006-02,1.153,
2006-03,1.110,
2006-04,1.048,
2006-05,1.033,
2006-06,1.256,
2006-07,2.386,
2006-08,2.754,
2006-09,2.398,
2006-10,2.200,
2006-11,2.549,
2006-12,1.522,
2007-01,1.447,
2007-02,1.635,
2007-03,1.798,
2007-04,2.789,
2007-05,4.004,
2007-06,3.464,
2007-07,4.365,
2007-08,3.470,
2007-09,4.055,
2007-10,4.865,
2007-11,4.017,
2007-12,5.445,
2008-01,3.010,
2008-02,2.273,
2008-03,3.306,
2008-04,6.247,
2008-05,7.278,
2008-06,6.008,
2008-07,5.796,
2008-08,6.265,
2008-09,5.228,
2008-10,3.092,
2008-11,2.715,
2008-12,0.444,
2009-01,1.997,
2009-02,1.764,
2009-03,1.738,
2009-04,1.795,
2009-05,1.745,
2009-06,0.981,
2009-07,1.767,
2009-08,1.844,
2009-09,1.440,
2009-10,1.578,
2009-11,1.347,
2009-12,1.201,
2010-01,1.219,
2010-02,1.856,
2010-03,1.816,
2010-04,1.893,
2010-05,1.773,
2010-06,1.602,
2010-07,1.975,
2010-08,2.128,
2010-09,1.680,
2010-10,2.422,
2010-11,1.691,
2010-12,2.333,
2011-01,1.949,
2011-02,2.136,
2011-03,2.141,
2011-04,1.601,
2011-05,1.690,
2011-06,1.850,
2011-07,1.698,
2011-08,1.825,
2011-09,1.693,
2011-10,1.525,
2011-11,1.290,
2011-12,1.204,
2012-01,1.270,
2012-02,1.311,
2012-03,1.147,
2012-04,1.314,
2012-05,1.335,
2012-06,1.410,
2012-07,1.558,
2012-08,1.505,
2012-09,1.636,
2012-10,1.695,
2012-11,1.666,
2012-12,1.817,
2013-01,2.025,
2013-02,2.275,
2013-03,2.325,
2013-04,2.013,
2013-05,2.359,
2013-06,1.782,
2013-07,1.613,
2013-08,1.599,
2013-09,1.771,
2013-10,1.949,
2013-11,2.084,
2013-12,1.857,
2014-01,1.844,
2014-02,1.607,
2014-03,1.649,
2014-04,1.661,
2014-05,1.648,
2014-06,1.293,
2014-07,1.457,
2014-08,1.483,
2014-09,1.519,
2014-10,1.507,
