"",BBK01.PQ3638,BBK01.PQ3638_FLAGS
"",Housing loans to domestic non-profit institutions / Long-term / Banks with special functions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:11,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,0.003,
1981-01,0.003,
1981-04,0.004,
1981-07,0.004,
1981-10,0.004,
1982-01,0.006,
1982-04,0.006,
1982-07,0.007,
1982-10,0.008,
1983-01,0.011,
1983-04,0.011,
1983-07,0.014,
1983-10,0.017,
1984-01,0.017,
1984-04,0.018,
1984-07,0.018,
1984-10,0.032,
1985-01,0.035,
1985-04,0.045,
1985-07,0.053,
1985-10,0.054,
1986-01,0.054,
1986-04,0.054,
1986-07,0.056,
1986-10,0.065,
1987-01,0.066,
1987-04,0.068,
1987-07,0.070,
1987-10,0.071,
1988-01,0.073,
1988-04,0.072,
1988-07,0.073,
1988-10,0.077,
1989-01,0.078,
1989-04,0.075,
1989-07,0.076,
1989-10,0.078,
1990-01,0.079,
1990-04,0.082,
1990-07,0.088,
1990-10,0.092,
1991-01,0.094,
1991-04,0.094,
1991-07,0.093,
1991-10,0.092,
1992-01,0.097,
1992-04,0.097,
1992-07,0.093,
1992-10,0.083,
1993-01,0.088,
1993-04,0.090,
1993-07,0.101,
1993-10,0.101,
1994-01,0.108,
1994-04,0.110,
1994-07,0.114,
1994-10,0.114,
1995-01,0.118,
1995-04,0.120,
1995-07,0.119,
1995-10,0.127,
1996-01,0.129,
1996-04,0.082,
1996-07,0.085,
1996-10,0.090,
1997-01,0.091,
1997-04,0.067,
1997-07,0.070,
1997-10,0.060,
1998-01,0.064,
1998-04,0.078,
1998-07,0.079,
1998-10,0.081,
1999-01,0.302,
1999-04,0.310,
1999-07,0.313,
1999-10,0.327,
2000-01,0.328,
2000-04,0.324,
2000-07,0.331,
2000-10,0.345,
2001-01,0.336,
2001-04,0.338,
2001-07,0.337,
2001-10,0.341,
2002-01,0.341,
2002-04,0.344,
2002-07,0.335,
2002-10,0.334,
2003-01,0.333,
2003-04,0.381,
2003-07,0.382,
2003-10,0.380,
2004-01,0.375,
2004-04,0.381,
2004-07,0.737,
2004-10,0.855,
2005-01,0.839,
2005-04,0.834,
2005-07,0.833,
2005-10,0.815,
2006-01,1.381,
2006-04,1.365,
2006-07,1.359,
2006-10,1.324,
2007-01,1.331,
2007-04,1.307,
2007-07,1.285,
2007-10,1.253,
2008-01,1.230,
2008-04,1.204,
2008-07,1.191,
2008-10,1.242,
2009-01,1.234,
2009-04,1.090,
2009-07,1.292,
2009-10,1.289,
2010-01,1.284,
2010-04,1.271,
2010-07,1.356,
2010-10,1.369,
2011-01,1.344,
2011-04,1.329,
2011-07,1.314,
2011-10,1.300,
2012-01,1.300,
2012-04,1.288,
2012-07,1.287,
2012-10,1.265,
2013-01,1.259,
2013-04,1.261,
2013-07,1.225,
2013-10,1.467,
2014-01,1.528,
2014-04,1.514,
2014-07,1.515,
2014-10,1.575,
