"",BBK01.OUU401,BBK01.OUU401_FLAGS
"",Balances and loans to banks (MFIs) / medium-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:10,
1999-01,1.687,
1999-02,1.681,
1999-03,1.873,
1999-04,1.863,
1999-05,1.878,
1999-06,1.844,
1999-07,1.917,
1999-08,2.428,
1999-09,2.361,
1999-10,2.335,
1999-11,2.538,
1999-12,1.986,
2000-01,2.145,
2000-02,2.222,
2000-03,2.199,
2000-04,2.173,
2000-05,2.166,
2000-06,2.057,
2000-07,2.498,
2000-08,2.443,
2000-09,2.385,
2000-10,2.330,
2000-11,2.228,
2000-12,2.288,
2001-01,2.480,
2001-02,2.507,
2001-03,2.491,
2001-04,2.441,
2001-05,2.251,
2001-06,2.287,
2001-07,2.114,
2001-08,2.046,
2001-09,1.960,
2001-10,2.022,
2001-11,1.870,
2001-12,1.699,
2002-01,1.829,
2002-02,1.804,
2002-03,1.971,
2002-04,1.953,
2002-05,2.178,
2002-06,2.268,
2002-07,2.531,
2002-08,2.542,
2002-09,2.378,
2002-10,2.369,
2002-11,2.355,
2002-12,2.376,
2003-01,2.365,
2003-02,2.307,
2003-03,2.267,
2003-04,2.213,
2003-05,2.262,
2003-06,2.288,
2003-07,2.302,
2003-08,2.275,
2003-09,2.335,
2003-10,2.320,
2003-11,2.325,
2003-12,2.389,
2004-01,2.337,
2004-02,2.368,
2004-03,2.313,
2004-04,2.241,
2004-05,2.236,
2004-06,2.189,
2004-07,1.849,
2004-08,1.810,
2004-09,1.775,
2004-10,1.638,
2004-11,1.608,
2004-12,1.501,
2005-01,1.415,
2005-02,1.422,
2005-03,1.320,
2005-04,1.323,
2005-05,1.327,
2005-06,1.284,
2005-07,1.256,
2005-08,1.244,
2005-09,1.195,
2005-10,1.194,
2005-11,1.185,
2005-12,1.184,
2006-01,1.310,
2006-02,1.470,
2006-03,1.453,
2006-04,1.551,
2006-05,1.478,
2006-06,1.519,
2006-07,1.512,
2006-08,1.515,
2006-09,1.538,
2006-10,1.550,
2006-11,1.572,
2006-12,1.537,
2007-01,1.733,
2007-02,1.831,
2007-03,1.984,
2007-04,2.253,
2007-05,2.237,
2007-06,2.252,
2007-07,2.200,
2007-08,2.268,
2007-09,2.288,
2007-10,2.259,
2007-11,2.270,
2007-12,2.393,
2008-01,2.407,
2008-02,2.329,
2008-03,2.277,
2008-04,2.237,
2008-05,2.173,
2008-06,2.223,
2008-07,2.140,
2008-08,2.109,
2008-09,2.015,
2008-10,2.024,
2008-11,2.053,
2008-12,1.880,
2009-01,1.884,
2009-02,1.898,
2009-03,1.784,
2009-04,1.783,
2009-05,1.849,
2009-06,2.050,
2009-07,1.983,
2009-08,2.061,
2009-09,2.109,
2009-10,2.028,
2009-11,2.030,
2009-12,2.041,
2010-01,2.155,
2010-02,2.199,
2010-03,2.413,
2010-04,2.232,
2010-05,2.248,
2010-06,2.239,
2010-07,2.118,
2010-08,2.032,
2010-09,2.189,
2010-10,2.398,
2010-11,2.412,
2010-12,2.224,
2011-01,2.225,
2011-02,2.185,
2011-03,2.221,
2011-04,2.510,
2011-05,2.529,
2011-06,2.503,
2011-07,2.442,
2011-08,2.134,
2011-09,2.121,
2011-10,2.161,
2011-11,2.381,
2011-12,2.226,
2012-01,2.184,
2012-02,2.265,
2012-03,2.231,
2012-04,2.216,
2012-05,2.202,
2012-06,2.144,
2012-07,1.782,
2012-08,1.767,
2012-09,1.717,
2012-10,1.662,
2012-11,1.612,
2012-12,1.897,
2013-01,1.897,
2013-02,1.972,
2013-03,1.977,
2013-04,1.820,
2013-05,1.810,
2013-06,1.805,
2013-07,1.805,
2013-08,1.730,
2013-09,1.680,
2013-10,1.630,
2013-11,1.575,
2013-12,1.530,
2014-01,1.380,
2014-02,1.380,
2014-03,1.380,
2014-04,1.265,
2014-05,1.265,
2014-06,1.270,
2014-07,1.165,
2014-08,1.060,
2014-09,1.160,
2014-10,0.995,
2014-11,1.030,
2014-12,0.993,Provisional value
