"",BBDE1.M.DE.Y.AEB1.N2C140000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C140000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 14 Manufacture of wearing apparel / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:13,
1991-01,312.2,
1991-02,312.5,
1991-03,353.1,
1991-04,340.3,
1991-05,324.3,
1991-06,371.8,
1991-07,294.4,
1991-08,302.5,
1991-09,318.7,
1991-10,319.0,
1991-11,349.7,
1991-12,333.6,
1992-01,300.5,
1992-02,317.2,
1992-03,299.6,
1992-04,287.4,
1992-05,290.0,
1992-06,294.1,
1992-07,270.2,
1992-08,280.9,
1992-09,296.1,
1992-10,295.1,
1992-11,290.8,
1992-12,283.1,
1993-01,288.3,
1993-02,278.1,
1993-03,289.9,
1993-04,280.7,
1993-05,282.3,
1993-06,275.2,
1993-07,284.0,
1993-08,293.3,
1993-09,284.6,
1993-10,268.2,
1993-11,274.0,
1993-12,273.7,
1994-01,270.6,
1994-02,270.7,
1994-03,256.8,
1994-04,267.6,
1994-05,256.5,
1994-06,238.5,
1994-07,254.2,
1994-08,255.9,
1994-09,245.3,
1994-10,240.3,
1994-11,234.4,
1994-12,237.0,
1995-01,252.5,
1995-02,244.7,
1995-03,236.7,
1995-04,239.8,
1995-05,247.2,
1995-06,239.4,
1995-07,236.6,
1995-08,228.4,
1995-09,237.0,
1995-10,239.8,
1995-11,221.9,
1995-12,216.1,
1996-01,240.0,
1996-02,218.1,
1996-03,233.3,
1996-04,245.3,
1996-05,226.6,
1996-06,228.6,
1996-07,213.7,
1996-08,225.5,
1996-09,230.5,
1996-10,235.4,
1996-11,240.4,
1996-12,225.3,
1997-01,223.0,
1997-02,230.7,
1997-03,237.3,
1997-04,226.7,
1997-05,204.6,
1997-06,216.4,
1997-07,217.2,
1997-08,226.2,
1997-09,217.2,
1997-10,217.0,
1997-11,210.8,
1997-12,210.3,
1998-01,201.3,
1998-02,231.8,
1998-03,217.1,
1998-04,224.3,
1998-05,211.2,
1998-06,228.8,
1998-07,232.4,
1998-08,218.7,
1998-09,218.1,
1998-10,202.1,
1998-11,208.4,
1998-12,206.6,
1999-01,211.4,
1999-02,209.0,
1999-03,212.4,
1999-04,208.2,
1999-05,199.7,
1999-06,204.6,
1999-07,212.3,
1999-08,204.2,
1999-09,202.2,
1999-10,214.3,
1999-11,210.6,
1999-12,212.0,
2000-01,189.0,
2000-02,201.8,
2000-03,195.7,
2000-04,188.4,
2000-05,209.7,
2000-06,200.0,
2000-07,186.5,
2000-08,203.3,
2000-09,203.0,
2000-10,187.6,
2000-11,187.9,
2000-12,187.6,
2001-01,200.5,
2001-02,200.5,
2001-03,195.8,
2001-04,178.2,
2001-05,189.2,
2001-06,196.7,
2001-07,190.1,
2001-08,196.2,
2001-09,184.5,
2001-10,173.4,
2001-11,184.5,
2001-12,192.9,
2002-01,178.2,
2002-02,174.9,
2002-03,174.4,
2002-04,166.7,
2002-05,164.0,
2002-06,163.9,
2002-07,155.1,
2002-08,155.0,
2002-09,162.7,
2002-10,178.2,
2002-11,154.6,
2002-12,158.1,
2003-01,173.1,
2003-02,163.0,
2003-03,154.9,
2003-04,161.1,
2003-05,160.6,
2003-06,164.7,
2003-07,152.0,
2003-08,159.3,
2003-09,156.7,
2003-10,154.5,
2003-11,158.9,
2003-12,157.9,
2004-01,151.8,
2004-02,151.2,
2004-03,157.2,
2004-04,155.9,
2004-05,152.0,
2004-06,155.3,
2004-07,153.0,
2004-08,152.6,
2004-09,145.5,
2004-10,142.3,
2004-11,141.3,
2004-12,143.3,
2005-01,163.5,
2005-02,151.9,
2005-03,157.7,
2005-04,156.9,
2005-05,159.4,
2005-06,148.4,
2005-07,158.1,
2005-08,157.2,
2005-09,136.1,
2005-10,149.6,
2005-11,150.9,
2005-12,152.5,
2006-01,141.1,
2006-02,158.6,
2006-03,150.1,
2006-04,152.1,
2006-05,162.5,
2006-06,140.9,
2006-07,151.2,
2006-08,153.0,
2006-09,142.9,
2006-10,151.2,
2006-11,144.9,
2006-12,143.4,
2007-01,145.5,
2007-02,148.1,
2007-03,143.8,
2007-04,146.1,
2007-05,145.8,
2007-06,143.2,
2007-07,147.3,
2007-08,141.3,
2007-09,139.6,
2007-10,148.1,
2007-11,145.4,
2007-12,142.1,
2008-01,135.5,
2008-02,134.1,
2008-03,123.5,
2008-04,124.1,
2008-05,124.1,
2008-06,129.4,
2008-07,132.4,
2008-08,126.0,
2008-09,126.1,
2008-10,121.7,
2008-11,129.5,
2008-12,135.3,
2009-01,104.3,
2009-02,98.7,
2009-03,94.9,
2009-04,97.2,
2009-05,100.8,
2009-06,107.9,
2009-07,101.2,
2009-08,101.0,
2009-09,101.0,
2009-10,100.3,
2009-11,91.9,
2009-12,102.8,
2010-01,98.5,
2010-02,96.5,
2010-03,104.5,
2010-04,98.3,
2010-05,93.7,
2010-06,99.0,
2010-07,99.1,
2010-08,96.0,
2010-09,96.3,
2010-10,101.7,
2010-11,110.5,
2010-12,108.1,
2011-01,107.1,
2011-02,107.6,
2011-03,97.7,
2011-04,107.4,
2011-05,111.9,
2011-06,96.5,
2011-07,111.2,
2011-08,102.7,
2011-09,94.9,
2011-10,107.8,
2011-11,96.8,
2011-12,86.0,
2012-01,95.2,
2012-02,99.7,
2012-03,93.3,
2012-04,91.4,
2012-05,105.2,
2012-06,94.9,
2012-07,97.4,
2012-08,98.9,
2012-09,94.0,
2012-10,108.5,
2012-11,89.0,
2012-12,93.5,
2013-01,93.9,
2013-02,91.9,
2013-03,88.3,
2013-04,89.3,
2013-05,92.1,
2013-06,92.4,
2013-07,100.9,
2013-08,90.3,
2013-09,96.1,
2013-10,93.4,
2013-11,94.5,
2013-12,95.4,
2014-01,98.5,
2014-02,97.2,
2014-03,96.8,
2014-04,99.6,
2014-05,98.0,
2014-06,97.7,
2014-07,91.5,
2014-08,95.3,
2014-09,91.0,
2014-10,93.1,
2014-11,91.5,
2014-12,99.8,Provisional value
