"",BBK01.OUH153,BBK01.OUH153_FLAGS
"",Deposits and borrowing of local government and local government associations / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:59,
1968-12,5.373,
1969-01,5.072,
1969-02,5.447,
1969-03,5.354,
1969-04,5.244,
1969-05,5.543,
1969-06,5.407,
1969-07,5.190,
1969-08,5.561,
1969-09,5.427,
1969-10,5.224,
1969-11,5.481,
1969-12,5.981,
1970-01,5.744,
1970-02,5.967,
1970-03,5.770,
1970-04,5.684,
1970-05,5.819,
1970-06,5.520,
1970-07,5.294,
1970-08,5.316,
1970-09,5.061,
1970-10,4.907,
1970-11,5.076,
1970-12,5.291,
1971-01,4.833,
1971-02,5.008,
1971-03,4.766,
1971-04,4.775,
1971-05,5.099,
1971-06,4.747,
1971-07,4.712,
1971-08,4.912,
1971-09,4.645,
1971-10,4.629,
1971-11,4.653,
1971-12,4.929,
1972-01,4.547,
1972-02,4.848,
1972-03,4.733,
1972-04,5.018,
1972-05,5.213,
1972-06,4.973,
1972-07,5.049,
1972-08,5.323,
1972-09,5.167,
1972-10,5.318,
1972-11,5.352,
1972-12,5.687,
1973-01,5.336,
1973-02,5.506,
1973-03,5.134,
1973-04,5.219,
1973-05,5.624,
1973-06,5.409,
1973-07,5.414,
1973-08,5.726,
1973-09,5.459,
1973-10,5.351,
1973-11,5.508,
1973-12,6.513,
1974-01,5.927,
1974-02,6.047,
1974-03,5.677,
1974-04,5.641,
1974-05,5.684,
1974-06,5.145,
1974-07,5.279,
1974-08,5.511,
1974-09,5.287,
1974-10,5.372,
1974-11,5.186,
1974-12,5.592,
1975-01,4.832,
1975-02,4.938,
1975-03,4.809,
1975-04,4.643,
1975-05,5.049,
1975-06,4.507,
1975-07,4.389,
1975-08,4.713,
1975-09,4.534,
1975-10,4.677,
1975-11,4.601,
1975-12,5.104,
1976-01,4.473,
1976-02,4.810,
1976-03,4.598,
1976-04,4.739,
1976-05,5.212,
1976-06,4.655,
1976-07,4.751,
1976-08,5.197,
1976-09,4.979,
1976-10,5.192,
1976-11,5.478,
1976-12,5.729,
1977-01,4.904,
1977-02,5.377,
1977-03,5.224,
1977-04,5.294,
1977-05,5.880,
1977-06,5.260,
1977-07,5.328,
1977-08,5.902,
1977-09,5.582,
1977-10,5.759,
1977-11,5.803,
1977-12,5.850,
1978-01,5.246,
1978-02,5.651,
1978-03,5.519,
1978-04,5.682,
1978-05,6.183,
1978-06,5.626,
1978-07,5.491,
1978-08,6.170,
1978-09,5.825,
1978-10,6.026,
1978-11,6.157,
1978-12,6.269,
1979-01,5.509,
1979-02,6.468,
1979-03,5.985,
1979-04,5.971,
1979-05,6.927,
1979-06,5.964,
1979-07,5.607,
1979-08,6.550,
1979-09,5.913,
1979-10,5.720,
1979-11,6.139,
1979-12,6.157,
1980-01,5.127,
1980-02,5.923,
1980-03,5.348,
1980-04,5.423,
1980-05,6.400,
1980-06,5.288,
1980-07,5.215,
1980-08,6.240,
1980-09,5.384,
1980-10,5.422,
1980-11,5.778,
1980-12,5.510,
1981-01,4.586,
1981-02,5.378,
1981-03,4.802,
1981-04,4.666,
1981-05,5.728,
1981-06,4.404,
1981-07,4.274,
1981-08,5.148,
1981-09,4.312,
1981-10,4.462,
1981-11,5.053,
