"",BBK01.OEYB21G,BBK01.OEYB21G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:29,
2002-01,26.768,
2002-04,24.897,
2002-07,25.927,
2002-10,26.004,
2003-01,27.227,
2003-04,27.594,
2003-07,28.460,
2003-10,29.280,
2004-01,29.280,
2004-04,26.635,
2004-07,26.700,
2004-10,26.655,
2005-01,26.251,
2005-04,25.340,
2005-07,25.088,
2005-10,25.087,
2006-01,25.447,
2006-04,25.769,
2006-07,26.424,
2006-10,26.257,
2007-01,25.261,
2007-04,24.587,
2007-07,24.985,
2007-10,24.420,
2008-01,22.591,
2008-04,24.374,
2008-07,25.945,
2008-10,25.791,
2009-01,26.804,
2009-04,25.367,
2009-07,26.022,
2009-10,26.829,
2010-01,27.397,
2010-04,27.464,
2010-07,30.964,
2010-10,30.764,
2011-01,30.799,
2011-04,31.167,
2011-07,30.952,
2011-10,29.676,
2012-01,31.691,
2012-04,31.590,
2012-07,30.949,
2012-10,27.556,
2013-01,26.540,
2013-04,25.640,
2013-07,23.251,
2013-10,23.736,
2014-01,24.141,
2014-04,23.430,
2014-07,23.776,
