"",BBK01.OEAC10O,BBK01.OEAC10O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:36,
2002-01,11.394,
2002-04,12.067,
2002-07,13.089,
2002-10,13.067,
2003-01,12.738,
2003-04,11.684,
2003-07,12.033,
2003-10,12.596,
2004-01,12.642,
2004-04,12.956,
2004-07,13.581,
2004-10,13.649,
2005-01,14.078,
2005-04,14.210,
2005-07,14.778,
2005-10,14.728,
2006-01,14.689,
2006-04,14.865,
2006-07,14.770,
2006-10,14.962,
2007-01,14.865,
2007-04,14.838,
2007-07,14.828,
2007-10,14.893,
2008-01,14.874,
2008-04,14.950,
2008-07,13.698,
2008-10,12.980,
2009-01,12.879,
2009-04,13.023,
2009-07,13.164,
2009-10,14.160,
2010-01,13.445,
2010-04,13.117,
2010-07,13.441,
2010-10,13.803,
2011-01,13.665,
2011-04,13.661,
2011-07,13.647,
2011-10,13.514,
2012-01,13.695,
2012-04,13.804,
2012-07,13.818,
2012-10,13.947,
2013-01,13.877,
2013-04,14.125,
2013-07,16.795,
2013-10,17.655,
2014-01,17.809,
2014-04,17.699,
2014-07,17.642,
