"",BBK01.BQ3565,BBK01.BQ3565_FLAGS
"",Local government debt (Germany as a whole) - direct lending by credit institutions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:53,
1991-01,60948.1,
1991-04,62570.0,
1991-07,63997.2,
1991-10,67099.9,
1992-01,68462.0,
1992-04,69382.3,
1992-07,70762.8,
1992-10,74653.7,
1993-01,76054.7,
1993-04,77997.6,
1993-07,80221.7,
1993-10,83870.8,
1994-01,85641.4,
1994-04,85833.1,
1994-07,86625.6,
1994-10,91211.9,
1995-01,91508.5,
1995-04,92377.7,
1995-07,93528.1,
1995-10,95383.5,
1996-01,96391.3,
1996-04,96631.6,
1996-07,96759.4,
1996-10,97264.6,
1997-01,95813.5,
1997-04,96912.8,
1997-07,97526.4,
1997-10,98049.4,
1998-01,98104.1,
1998-04,97848.5,
1998-07,97490.6,
1998-10,98160.4,
1999-01,97492.6,
1999-04,96973.6,
1999-07,97275.3,
1999-10,98863.9,
2000-01,99070.0,
2000-04,99530.1,
2000-07,99709.1,
2000-10,95153.4,
2001-01,95506.3,
2001-04,96222.0,
2001-07,95761.9,
2001-10,96051.0,
2002-01,96623.4,
2002-04,97243.4,
2002-07,97543.4,
2002-10,97624.4,
2003-01,98624.6,
2003-04,101594.6,
2003-07,102944.6,
2003-10,104469.1,
2004-01,105909.1,
2004-04,106784.3,
2004-07,107485.5,
2004-10,108230.6,
2005-01,108871.6,
2005-04,110521.6,
2005-07,110721.6,
2005-10,111889.0,
2006-01,113277.7,
2006-04,114382.5,
2006-07,113522.0,
2006-10,113264.8,
2007-01,112651.4,
2007-04,112195.7,
2007-07,110666.0,
2007-10,111802.8,
2008-01,109811.3,
2008-04,110246.2,
2008-07,109042.4,
2008-10,110378.6,
2009-01,111058.2,
2009-04,111724.7,
2009-07,112663.2,
2009-10,115269.9,
2010-01,116437.8,
2010-04,118685.4,
2010-07,120211.3,
2010-10,121694.7,
2011-01,124462.2,
2011-04,125631.3,
2011-07,126072.1,
2011-10,128331.2,
2012-01,130957.2,
2012-04,130546.8,
2012-07,129853.8,
2012-10,132959.6,
2013-01,134505.0,
2013-04,132935.0,
2013-07,133655.9,
2013-10,133712.2,
2014-01,135255.6,Provisional value
2014-04,135589.7,Provisional value
2014-07,136027.3,Provisional value
"","General: Including special purpose associations, excluding hospitals",
