"",BBK01.OEAH28R,BBK01.OEAH28R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:42,
2002-01,0.010,
2002-04,0.009,
2002-07,0.009,
2002-10,0.009,
2003-01,0.009,
2003-04,0.009,
2003-07,0.009,
2003-10,0.008,
2004-01,0.009,
2004-04,0.001,
2004-07,0.001,
2004-10,2.438,
2005-01,2.445,
2005-04,2.224,
2005-07,2.224,
2005-10,2.261,
2006-01,2.225,
2006-04,2.247,
2006-07,2.219,
2006-10,2.233,
2007-01,2.193,
2007-04,2.201,
2007-07,2.155,
2007-10,2.188,
2008-01,2.259,
2008-04,2.157,
2008-07,2.138,
2008-10,2.207,
2009-01,2.137,
2009-04,2.139,
2009-07,2.126,
2009-10,2.121,
2010-01,2.103,
2010-04,2.091,
2010-07,2.075,
2010-10,2.077,
2011-01,2.057,
2011-04,2.059,
2011-07,2.040,
2011-10,2.076,
2012-01,2.005,
2012-04,2.020,
2012-07,1.997,
2012-10,2.040,
2013-01,1.991,
2013-04,2.025,
2013-07,2.047,
2013-10,2.038,
2014-01,1.997,
2014-04,1.947,
2014-07,1.918,
