"",BBK01.QUF831,BBK01.QUF831_FLAGS
"",All foreign subsidiaries: Short-term liabilities to foreign banks / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:51,
2004-12,0.087,
2005-01,0.082,
2005-02,0.080,
2005-03,0.113,
2005-04,0.238,
2005-05,0.142,
2005-06,0.165,
2005-07,0.156,
2005-08,0.142,
2005-09,0.102,
2005-10,0.145,
2005-11,0.149,
2005-12,0.142,
2006-01,0.122,
2006-02,0.263,
2006-03,0.141,
2006-04,0.210,
2006-05,0.282,
2006-06,0.207,
2006-07,0.164,
2006-08,0.421,
2006-09,0.188,
2006-10,0.204,
2006-11,0.110,
2006-12,0.220,
2007-01,0.058,
2007-02,0.056,
2007-03,0.025,
2007-04,0.023,
2007-05,0.010,
2007-06,0.010,
2007-07,0.037,
2007-08,0.039,
2007-09,0.072,
2007-10,0.073,
2007-11,0.220,
2007-12,0.126,
2008-01,0.074,
2008-02,0.083,
2008-03,0.293,
2008-04,0.071,
2008-05,0.033,
2008-06,0.021,
2008-07,0.127,
2008-08,0.037,
2008-09,0.116,
2008-10,0.379,
2008-11,0.375,
2008-12,0.641,
2009-01,0.382,
2009-02,0.518,
2009-03,0.032,
2009-04,0.150,
2009-05,0.260,
2009-06,0.043,
2009-07,0.075,
2009-08,0.037,
2009-09,0.027,
2009-10,0.027,
2009-11,0.037,
2009-12,0.043,
2010-01,0.046,
2010-02,0.044,
2010-03,0.045,
2010-04,0.101,
2010-05,0.105,
2010-06,0.171,
2010-07,0.157,
2010-08,0.324,
2010-09,0.532,
2010-10,0.418,
2010-11,0.403,
2010-12,0.106,
2011-01,0.059,
2011-02,0.128,
2011-03,0.136,
2011-04,0.111,
2011-05,0.113,
2011-06,0.130,
2011-07,0.096,
2011-08,0.123,
2011-09,0.139,
2011-10,0.024,
2011-11,0.089,
2011-12,0.109,
2012-01,0.093,
2012-02,0.116,
2012-03,0.100,
2012-04,0.126,
2012-05,0.146,
2012-06,0.136,
2012-07,0.149,
2012-08,0.161,
2012-09,0.165,
2012-10,0.192,
2012-11,0.162,
2012-12,0.246,
2013-01,0.176,
2013-02,0.193,
2013-03,0.453,
2013-04,0.320,
2013-05,0.223,
2013-06,0.222,
2013-07,0.183,
2013-08,0.199,
2013-09,0.163,
2013-10,0.110,
2013-11,0.136,
2013-12,0.074,
2014-01,0.109,
2014-02,0.118,
2014-03,0.068,
2014-04,0.109,
2014-05,0.077,
2014-06,0.085,
2014-07,0.131,
2014-08,0.191,
2014-09,0.113,
2014-10,0.135,
2014-11,0.215,
