"",BBK01.OEAH74I,BBK01.OEAH74I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:46,
2002-01,0.885,
2002-04,1.115,
2002-07,1.402,
2002-10,1.695,
2003-01,2.975,
2003-04,2.498,
2003-07,1.649,
2003-10,2.056,
2004-01,2.237,
2004-04,2.413,
2004-07,3.298,
2004-10,3.170,
2005-01,3.179,
2005-04,2.888,
2005-07,2.545,
2005-10,2.632,
2006-01,3.238,
2006-04,4.081,
2006-07,3.313,
2006-10,3.270,
2007-01,2.928,
2007-04,2.763,
2007-07,5.350,
2007-10,4.193,
2008-01,3.578,
2008-04,3.793,
2008-07,3.551,
2008-10,3.456,
2009-01,3.051,
2009-04,3.832,
2009-07,3.348,
2009-10,2.219,
2010-01,4.326,
2010-04,4.144,
2010-07,3.757,
2010-10,2.181,
2011-01,3.307,
2011-04,3.796,
2011-07,6.074,
2011-10,4.499,
2012-01,6.237,
2012-04,8.707,
2012-07,7.283,
2012-10,7.451,
2013-01,9.624,
2013-04,12.651,
2013-07,12.216,
2013-10,10.106,
2014-01,10.958,
2014-04,12.277,
2014-07,11.391,
