"",BBK01.TXI374,BBK01.TXI374_FLAGS
"",DEPOSITS OF ENTERPRISES AND HOUSEHOLDS / AT AGREED NOTICE OF UP TO 3 MONTHS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:31,
1980-01,147999,
1980-02,147662,
1980-03,146220,
1980-04,144362,
1980-05,143560,
1980-06,143347,
1980-07,143835,
1980-08,144111,
1980-09,144164,
1980-10,144698,
1980-11,145341,
1980-12,152532,
1981-01,153487,
1981-02,153182,
1981-03,150066,
1981-04,147956,
1981-05,146670,
1981-06,145394,
1981-07,144848,
1981-08,144003,
1981-09,142903,
1981-10,142840,
1981-11,143724,
1981-12,152216,
1982-01,154273,
1982-02,154745,
1982-03,154337,
1982-04,154295,
1982-05,154501,
1982-06,154512,
1982-07,155624,
1982-08,155677,
1982-09,155796,
1982-10,156684,
1982-11,157918,
1982-12,167841,
1983-01,172115,
1983-02,173676,
1983-03,173904,
1983-04,174600,
1983-05,174460,
1983-06,173839,
1983-07,176382,
1983-08,176351,
1983-09,175765,
1983-10,176125,
1983-11,176529,
1983-12,183198,
1984-01,184479,
1984-02,183710,
1984-03,183106,
1984-04,182609,
1984-05,181743,
1984-06,181203,
1984-07,181812,
1984-08,181291,
1984-09,181101,
1984-10,181691,
1984-11,182469,
1984-12,190558,
1985-01,193007,
1985-02,193595,
1985-03,192863,
1985-04,192332,
1985-05,191422,
1985-06,191347,
1985-07,192140,
1985-08,192196,
1985-09,192723,
1985-10,193041,
1985-11,193404,
1985-12,208201,
1986-01,209699,
1986-02,210108,
1986-03,210123,
1986-04,210624,
1986-05,210646,
1986-06,210803,
1986-07,212074,
1986-08,212790,
1986-09,213166,
1986-10,214519,
1986-11,215906,
1986-12,224282,
1987-01,226903,
1987-02,227352,
1987-03,227367,
1987-04,227431,
1987-05,227276,
1987-06,227498,
1987-07,229036,
1987-08,229494,
1987-09,229356,
1987-10,229858,
1987-11,230346,
1987-12,238227,
1988-01,240947,
1988-02,242236,
1988-03,242207,
1988-04,242958,
1988-05,243026,
1988-06,243153,
1988-07,243968,
1988-08,244278,
1988-09,243893,
1988-10,244533,
1988-11,244899,
1988-12,251992,
1989-01,254397,
1989-02,253872,
1989-03,251520,
1989-04,249714,
1989-05,248066,
1989-06,246162,
1989-07,245445,
1989-08,243867,
1989-09,242542,
1989-10,240536,
1989-11,238127,
1989-12,244719,
1990-01,241444,
1990-02,238721,
1990-03,234673,
1990-04,231736,
1990-05,228775,
1990-06,289136,
1990-07,284067,
1990-08,279447,
1990-09,276868,
1990-10,273984,
1990-11,271389,
1990-12,263596,
1991-01,262006,
1991-02,260425,
1991-03,259078,
1991-04,256888,
1991-05,255366,
1991-06,254380,
1991-07,249342,
1991-08,249842,
1991-09,249716,
1991-10,250644,
1991-11,251363,
1991-12,262985,
1992-01,262310,
1992-02,261778,
1992-03,260888,
1992-04,260286,
1992-05,260003,
1992-06,259625,
1992-07,260386,
1992-08,259923,
1992-09,258355,
1992-10,257752,
1992-11,257954,
1992-12,268225,
1993-01,271398,
1993-02,274370,
1993-03,275678,
1993-04,276794,
1993-05,277841,
1993-06,277044,
1993-07,277393,
1993-08,277935,
1993-09,279601,
1993-10,282048,
1993-11,285139,
1993-12,302252,
1994-01,306588,
1994-02,309432,
1994-03,310826,
1994-04,312130,
1994-05,313244,
1994-06,314967,
1994-07,316798,
1994-08,318797,
1994-09,320600,
1994-10,322672,
1994-11,325078,
1994-12,336483,
1995-01,341021,
1995-02,343742,
1995-03,344624,
1995-04,346578,
1995-05,348563,
1995-06,351345,
1995-07,353558,
1995-08,354459,
1995-09,358323,
1995-10,363648,
1995-11,368452,
1995-12,385388,
1996-01,394987,
1996-02,402318,
1996-03,406917,
1996-04,410958,
1996-05,413360,
1996-06,415483,
1996-07,417429,
1996-08,420005,
1996-09,422557,
1996-10,426076,
1996-11,428803,
1996-12,445246,
1997-01,451931,
1997-02,455176,
1997-03,456082,
1997-04,456679,
1997-05,457794,
1997-06,457569,
1997-07,457629,
1997-08,459052,
1997-09,459643,
1997-10,460459,
1997-11,461874,
1997-12,477490,
1998-01,480665,
1998-02,482800,
1998-03,482246,
1998-04,481537,
1998-05,481407,
1998-06,480826,
1998-07,480271,
1998-08,480439,
1998-09,480182,
1998-10,482014,
1998-11,483701,
1998-12,499273,
1999-01,501165,
1999-02,503925,
1999-03,502082,
1999-04,503067,
1999-05,505103,
1999-06,504075,
1999-07,503408,
1999-08,501946,
1999-09,500526,
1999-10,499174,
1999-11,496009,
1999-12,505629,
2000-01,501431,
2000-02,496443,
2000-03,490089,
2000-04,484048,
2000-05,476941,
2000-06,470122,
2000-07,463502,
2000-08,457968,
2000-09,452993,
2000-10,448595,
2000-11,443552,
2000-12,451793,
2001-01,447910,
2001-02,445828,
2001-03,444669,
2001-04,443844,
2001-05,442171,
2001-06,441891,
2001-07,440836,
2001-08,440892,
2001-09,441921,
2001-10,444756,
2001-11,447502,
2001-12,463948,
2002-01,466387,
2002-02,465939,
2002-03,465934,
2002-04,458623,
2002-05,457947,
2002-06,456976,
2002-07,455503,
2002-08,455575,
2002-09,456540,
2002-10,458750,
2002-11,462022,
2002-12,474763,
2003-01,478879,
2003-02,481848,
2003-03,483512,
2003-04,484629,
2003-05,485308,
2003-06,486266,
2003-07,488288,
2003-08,490959,
2003-09,491843,
2003-10,492817,
2003-11,493427,
2003-12,502325,
2004-01,503592,
2004-02,504733,
2004-03,504759,
2004-04,505604,
2004-05,505814,
2004-06,505530,
2004-07,505965,
2004-08,506585,
2004-09,506666,
2004-10,507017,
2004-11,506961,
2004-12,516019,
2005-01,517017,
2005-02,517301,
2005-03,517184,
2005-04,517254,
2005-05,516693,
2005-06,515428,
2005-07,515258,
2005-08,514421,
2005-09,514446,
2005-10,513368,
2005-11,512206,
2005-12,519155,
2006-01,517988,
2006-02,517514,
2006-03,515545,
2006-04,513748,
2006-05,510167,
2006-06,507537,
2006-07,503601,
2006-08,499082,
2006-09,495268,
2006-10,490508,
2006-11,484419,
2006-12,487654,
2007-01,481568,
2007-02,477646,
2007-03,474409,
2007-04,470332,
2007-05,466185,
2007-06,462197,
2007-07,456544,
2007-08,452662,
2007-09,449146,
2007-10,444431,
2007-11,440445,
2007-12,446820,
2008-01,442087,
2008-02,440037,
2008-03,438378,
2008-04,435716,
2008-05,433680,
2008-06,431601,
2008-07,426530,
2008-08,423377,
2008-09,420102,
2008-10,418765,
2008-11,417643,
2008-12,425722,
2009-01,429420,
2009-02,434683,
2009-03,437348,
2009-04,439761,
2009-05,442157,
2009-06,445710,
2009-07,450216,
2009-08,454598,
2009-09,457715,
2009-10,461836,
2009-11,464682,
2009-12,474629,
2010-01,479441,
2010-02,485319,
2010-03,487059,
2010-04,489026,
2010-05,490933,
2010-06,491584,
2010-07,495218,
2010-08,496876,
2010-09,499395,
2010-10,502116,
2010-11,504124,
2010-12,512445,
2011-01,515067,
2011-02,517091,
2011-03,517942,
2011-04,517572,
2011-05,515362,
2011-06,513560,
2011-07,512425,
2011-08,511008,
2011-09,510062,
2011-10,509897,
2011-11,510353,
2011-12,515843,
2012-01,518087,
2012-02,520951,
2012-03,521393,
2012-04,520212,
2012-05,520166,
2012-06,520099,
2012-07,520718,
2012-08,521509,
2012-09,521863,
2012-10,522007,
2012-11,522433,
2012-12,528645,
2013-01,529558,
2013-02,530887,
2013-03,529466,
2013-04,528850,
2013-05,529043,
2013-06,528804,
2013-07,528181,
2013-08,528355,
2013-09,528054,
2013-10,528082,
2013-11,528077,
2013-12,532226,
2014-01,531726,
2014-02,532120,
2014-03,530942,
2014-04,529235,
2014-05,528627,
2014-06,528315,
2014-07,527472,
2014-08,528041,
2014-09,528181,
2014-10,527873,
2014-11,527441,
2014-12,530944,
2015-01,528758,
