"",BBK01.OEAC56K,BBK01.OEAC56K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:41,
2002-01,18.111,
2002-04,18.362,
2002-07,18.362,
2002-10,17.911,
2003-01,17.512,
2003-04,15.809,
2003-07,15.662,
2003-10,15.648,
2004-01,15.362,
2004-04,19.844,
2004-07,20.150,
2004-10,19.374,
2005-01,18.985,
2005-04,19.082,
2005-07,18.857,
2005-10,18.683,
2006-01,18.712,
2006-04,18.356,
2006-07,18.006,
2006-10,17.173,
2007-01,17.075,
2007-04,17.025,
2007-07,16.826,
2007-10,16.663,
2008-01,16.584,
2008-04,16.624,
2008-07,16.594,
2008-10,16.584,
2009-01,16.427,
2009-04,17.473,
2009-07,17.570,
2009-10,17.095,
2010-01,17.047,
2010-04,16.830,
2010-07,17.024,
2010-10,17.323,
2011-01,17.259,
2011-04,17.220,
2011-07,17.295,
2011-10,17.312,
2012-01,17.421,
2012-04,17.959,
2012-07,18.432,
2012-10,18.780,
2013-01,18.871,
2013-04,19.130,
2013-07,19.395,
2013-10,19.687,
2014-01,19.755,
2014-04,19.921,
2014-07,19.972,
