"",BBK01.SUD131,BBK01.SUD131_FLAGS
"","Effective interest rates of German banks / New business / Housing loans to households (annual percentage rate of charge, total cost of loan)",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:04,
2003-01,5.39,
2003-02,5.18,
2003-03,5.07,
2003-04,5.04,
2003-05,4.97,
2003-06,4.82,
2003-07,4.69,
2003-08,4.79,
2003-09,4.90,
2003-10,4.90,
2003-11,5.00,
2003-12,5.06,
2004-01,5.02,
2004-02,4.95,
2004-03,4.85,
2004-04,4.76,
2004-05,4.80,
2004-06,4.83,
2004-07,4.84,
2004-08,4.88,
2004-09,4.87,
2004-10,4.78,
2004-11,4.72,
2004-12,4.61,
2005-01,4.55,
2005-02,4.49,
2005-03,4.49,
2005-04,4.50,
2005-05,4.40,
2005-06,4.27,
2005-07,4.22,
2005-08,4.19,
2005-09,4.18,
2005-10,4.19,
2005-11,4.25,
2005-12,4.34,
2006-01,4.41,
2006-02,4.40,
2006-03,4.50,
2006-04,4.60,
2006-05,4.68,
2006-06,4.75,
2006-07,4.83,
2006-08,4.87,
2006-09,4.84,
2006-10,4.81,
2006-11,4.82,
2006-12,4.80,
2007-01,4.85,
2007-02,4.96,
2007-03,4.95,
2007-04,4.99,
2007-05,5.04,
2007-06,5.19,
2007-07,5.33,
2007-08,5.37,
2007-09,5.31,
2007-10,5.29,
2007-11,5.27,
2007-12,5.28,
2008-01,5.28,
2008-02,5.15,
2008-03,5.09,
2008-04,5.13,
2008-05,5.19,
2008-06,5.30,
2008-07,5.47,
2008-08,5.54,
2008-09,5.45,
2008-10,5.42,
2008-11,5.27,
2008-12,4.96,
2009-01,4.83,
2009-02,4.58,
2009-03,4.42,
2009-04,4.34,
2009-05,4.29,
2009-06,4.31,
2009-07,4.31,
2009-08,4.28,
2009-09,4.22,
2009-10,4.17,
2009-11,4.14,
2009-12,4.13,
2010-01,4.08,
2010-02,4.06,
2010-03,3.96,
2010-04,3.97,
2010-05,3.89,
2010-06,3.78,
2010-07,3.68,
2010-08,3.73,
2010-09,3.62,
2010-10,3.61,
2010-11,3.65,
2010-12,3.76,
2011-01,3.82,
2011-02,3.99,
2011-03,4.07,
2011-04,4.18,
2011-05,4.23,
2011-06,4.18,
2011-07,4.12,
2011-08,4.06,
2011-09,3.85,
2011-10,3.70,
2011-11,3.65,
2011-12,3.61,
2012-01,3.59,
2012-02,3.52,
2012-03,3.37,
2012-04,3.46,
2012-05,3.30,
2012-06,3.15,
2012-07,3.10,
2012-08,3.03,
2012-09,2.97,
2012-10,2.96,
2012-11,2.92,
2012-12,2.91,
2013-01,2.86,
2013-02,2.86,
2013-03,2.87,
2013-04,2.90,
2013-05,2.79,
2013-06,2.71,
2013-07,2.78,
2013-08,2.87,
2013-09,2.92,
2013-10,2.97,
2013-11,2.98,
2013-12,2.90,
2014-01,2.94,
2014-02,2.90,
2014-03,2.82,
2014-04,2.85,
2014-05,2.73,
2014-06,2.65,
2014-07,2.55,
2014-08,2.52,
2014-09,2.39,
2014-10,2.34,
2014-11,2.29,
2014-12,2.22,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. Annual percentage rate of charge, which contains other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
