"",BBK01.QUW054,BBK01.QUW054_FLAGS
"",Banks in Germany: Long-term liabilities to non-residents / Remaining countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:28:06,
2001-12,0.083,
2002-01,0.141,
2002-02,0.118,
2002-03,0.116,
2002-04,0.113,
2002-05,0.141,
2002-06,0.137,
2002-07,0.194,
2002-08,0.192,
2002-09,0.192,
2002-10,0.192,
2002-11,0.187,
2002-12,0.131,
2003-01,0.145,
2003-02,0.143,
2003-03,0.142,
2003-04,0.139,
2003-05,0.106,
2003-06,0.110,
2003-07,0.054,
2003-08,0.003,
2003-09,0.004,
2003-10,0.004,
2003-11,0.008,
2003-12,0.005,
2004-01,0.005,
2004-02,0.005,
2004-03,0.005,
2004-04,0.006,
2004-05,0.005,
2004-06,0.005,
2004-07,0.005,
2004-08,0.005,
2004-09,0.005,
2004-10,0.005,
2004-11,0.001,
2004-12,0.001,
2005-01,0.001,
2005-02,0.001,
2005-03,0.001,
2005-04,0.001,
2005-05,0.001,
2005-06,0.001,
2005-07,0.001,
2005-08,0.001,
2005-09,0.002,
2005-10,0.002,
2005-11,0.002,
2005-12,0.006,
2006-01,0.006,
2006-02,0.006,
2006-03,0.006,
2006-04,0.006,
2006-05,0.006,
2006-06,0.006,
2006-07,0.007,
2006-08,0.007,
2006-09,0.007,
2006-10,0.007,
2006-11,0.007,
2006-12,0.017,
2007-01,0.017,
2007-02,0.017,
2007-03,0.021,
2007-04,0.019,
2007-05,0.020,
2007-06,0.019,
2007-07,0.019,
2007-08,0.019,
2007-09,0.017,
2007-10,0.014,
2007-11,0.015,
2007-12,0.014,
2008-01,0.014,
2008-02,0.046,
2008-03,0.042,
2008-04,0.042,
2008-05,0.042,
2008-06,0.042,
2008-07,0.050,
2008-08,0.054,
2008-09,0.056,
2008-10,0.061,
2008-11,0.060,
2008-12,0.047,
2009-01,0.115,
2009-02,0.080,
2009-03,0.167,
2009-04,0.167,
2009-05,0.167,
2009-06,0.166,
2009-07,0.168,
2009-08,0.318,
2009-09,0.318,
2009-10,0.318,
2009-11,0.320,
2009-12,0.321,
2010-01,0.322,
2010-02,0.325,
2010-03,0.320,
2010-04,0.322,
2010-05,0.338,
2010-06,0.386,
2010-07,0.337,
2010-08,0.337,
2010-09,0.334,
2010-10,0.333,
2010-11,0.338,
2010-12,0.336,
2011-01,0.323,
2011-02,0.322,
2011-03,0.343,
2011-04,0.324,
2011-05,0.312,
2011-06,0.311,
2011-07,0.311,
2011-08,0.311,
2011-09,0.312,
2011-10,0.311,
2011-11,0.027,
2011-12,0.028,
2012-01,0.025,
2012-02,0.025,
2012-03,0.024,
2012-04,0.024,
2012-05,0.024,
2012-06,0.024,
2012-07,0.024,
2012-08,0.019,
2012-09,0.019,
2012-10,0.019,
2012-11,0.019,
2012-12,0.019,
2013-01,0.019,
2013-02,0.019,
2013-03,0.034,
2013-04,0.034,
2013-05,0.034,
2013-06,0.034,
2013-07,0.035,
2013-08,0.036,
2013-09,0.036,
2013-10,0.036,
2013-11,0.036,
2013-12,0.036,
2014-01,0.035,
2014-02,0.048,
2014-03,0.020,
2014-04,0.029,
2014-05,0.029,
2014-06,0.029,
2014-07,0.027,
2014-08,0.026,
2014-09,0.027,
2014-10,0.238,
2014-11,0.028,
2014-12,0.028,
