"",BBK01.AY4968,BBK01.AY4968_FLAGS
"",Monetary capital formation / All maturities / German contribution / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:21,
1995-01,60.08662,
1995-02,60.39170,
1995-03,60.96593,
1995-04,61.39506,
1995-05,62.01127,
1995-06,62.48037,
1995-07,63.43030,
1995-08,64.04711,
1995-09,64.44081,
1995-10,64.87662,
1995-11,65.17273,
1995-12,66.10205,
1996-01,66.63286,
1996-02,67.29163,
1996-03,67.56228,
1996-04,68.21780,
1996-05,68.89607,
1996-06,69.26433,
1996-07,69.58899,
1996-08,69.95555,
1996-09,70.32651,
1996-10,70.75602,
1996-11,71.28214,
1996-12,71.80880,
1997-01,72.16266,
1997-02,72.56257,
1997-03,73.25399,
1997-04,73.57985,
1997-05,73.87536,
1997-06,74.40078,
1997-07,74.81519,
1997-08,74.99105,
1997-09,75.16525,
1997-10,75.53031,
1997-11,75.92183,
1997-12,76.35479,
1998-01,76.72580,
1998-02,77.43990,
1998-03,77.82184,
1998-04,78.47831,
1998-05,78.76292,
1998-06,79.01222,
1998-07,79.67034,
1998-08,79.73128,
1998-09,80.21483,
1998-10,79.78937,
1998-11,79.86383,
1998-12,80.02946,
1999-01,80.98254,
1999-02,81.48805,
1999-03,81.90298,
1999-04,82.56602,
1999-05,82.66226,
1999-06,82.91776,
1999-07,82.94920,
1999-08,83.41985,
1999-09,84.32018,
1999-10,84.66269,
1999-11,85.08780,
1999-12,85.52629,
2000-01,85.26832,
2000-02,85.34608,
2000-03,85.31788,
2000-04,85.88785,
2000-05,86.34544,
2000-06,86.66255,
2000-07,87.04142,
2000-08,87.37179,
2000-09,87.68166,
2000-10,87.92159,
2000-11,87.56738,
2000-12,87.54369,
2001-01,87.86640,
2001-02,88.05211,
2001-03,88.02428,
2001-04,87.38544,
2001-05,87.51485,
2001-06,87.97623,
2001-07,87.59237,
2001-08,87.92166,
2001-09,87.97926,
2001-10,88.19690,
2001-11,88.54230,
2001-12,88.79368,
2002-01,88.84605,
2002-02,88.95177,
2002-03,89.61354,
2002-04,89.21836,
2002-05,89.36430,
2002-06,89.17168,
2002-07,89.53625,
2002-08,90.02958,
2002-09,90.18471,
2002-10,90.24986,
2002-11,90.55247,
2002-12,90.42273,
2003-01,90.41056,
2003-02,90.75849,
2003-03,90.70503,
2003-04,90.50410,
2003-05,90.47911,
2003-06,90.50509,
2003-07,90.67532,
2003-08,91.18029,
2003-09,91.39593,
2003-10,91.59534,
2003-11,91.87422,
2003-12,92.06167,
2004-01,91.96781,
2004-02,91.83257,
2004-03,92.16325,
2004-04,92.73306,
2004-05,93.07686,
2004-06,93.27827,
2004-07,93.41275,
2004-08,93.77904,
2004-09,94.37787,
2004-10,94.61591,
2004-11,94.75750,
2004-12,95.07135,
2005-01,94.95022,
2005-02,95.35010,
2005-03,95.72257,
2005-04,96.22943,
2005-05,96.22902,
2005-06,96.48384,
2005-07,96.57830,
2005-08,96.72964,
2005-09,96.54993,
2005-10,96.77505,
2005-11,97.01925,
2005-12,96.98149,
2006-01,97.07391,
2006-02,98.08973,
2006-03,97.90489,
2006-04,97.91661,
2006-05,98.20586,
2006-06,98.35179,
2006-07,98.85651,
2006-08,98.90426,
2006-09,98.73012,
2006-10,98.99885,
2006-11,99.07224,
2006-12,99.51814,
2007-01,100.23124,
2007-02,100.68470,
2007-03,100.25028,
2007-04,100.56356,
2007-05,100.61205,
2007-06,100.86518,
2007-07,101.16858,
2007-08,100.80616,
2007-09,100.90014,
2007-10,101.10919,
2007-11,100.45865,
2007-12,100.52165,
2008-01,100.45624,
2008-02,100.19824,
2008-03,100.25329,
2008-04,100.12037,
2008-05,99.70522,
2008-06,99.65028,
2008-07,99.78759,
2008-08,99.83382,
2008-09,99.56896,
2008-10,98.84775,
2008-11,98.74028,
2008-12,100.18639,
2009-01,100.08216,
2009-02,99.54429,
2009-03,99.27008,
2009-04,98.71354,
2009-05,99.09485,
2009-06,100.55278,
2009-07,100.07647,
2009-08,100.25341,
2009-09,99.76448,
2009-10,99.71143,
2009-11,99.72872,
2009-12,99.21782,
2010-01,98.83090,
2010-02,98.59524,
2010-03,98.64690,
2010-04,98.31458,
2010-05,97.76737,
2010-06,97.27522,
2010-07,96.87994,
2010-08,96.79895,
2010-09,96.84207,
2010-10,96.92501,
2010-11,97.17282,
2010-12,97.27147,
2011-01,97.49857,
2011-02,97.66389,
2011-03,97.41463,
2011-04,97.36258,
2011-05,97.17465,
2011-06,97.12322,
2011-07,96.85400,
2011-08,96.92056,
2011-09,96.57222,
2011-10,96.66123,
2011-11,96.34339,
2011-12,96.11314,
2012-01,94.86855,
2012-02,95.32162,
2012-03,94.94431,
2012-04,94.85382,
2012-05,94.57945,
2012-06,94.35888,
2012-07,94.10491,
2012-08,93.91477,
2012-09,93.65894,
2012-10,92.98608,
2012-11,92.41964,
2012-12,92.01434,
2013-01,91.65454,
2013-02,91.51727,
2013-03,91.13015,
2013-04,90.74306,
2013-05,90.52854,
2013-06,90.11423,
2013-07,89.48162,
2013-08,89.02886,
2013-09,88.96668,
2013-10,88.74665,
2013-11,88.66784,
2013-12,88.53809,
2014-01,88.14590,
2014-02,87.98744,
2014-03,87.72418,
2014-04,86.84893,
2014-05,87.67880,
2014-06,87.65027,
2014-07,87.62842,
2014-08,87.52123,
2014-09,87.35482,
2014-10,87.24720,
2014-11,87.24002,
2014-12,86.61628,Provisional value
2015-01,86.61162,
"",General: 1 Statistical changes have been eliminated.,
