"",BBK01.QUX892,BBK01.QUX892_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Marshall Islands / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:37,
2002-03,0.002,
2002-04,0.002,
2002-05,0.002,
2002-06,0.001,
2002-07,0.001,
2002-08,0.009,
2002-09,0.009,
2002-10,0.021,
2002-11,0.021,
2002-12,0.007,
2003-01,0.007,
2003-02,0.006,
2003-03,0.006,
2003-04,0.006,
2003-05,0.006,
2003-06,0.002,
2003-07,0.002,
2003-08,0.000,
2003-09,0.003,
2003-10,0.039,
2003-11,0.039,
2003-12,0.039,
2004-01,0.044,
2004-02,0.039,
2004-03,0.040,
2004-04,0.038,
2004-05,0.038,
2004-06,0.038,
2004-07,0.041,
2004-08,0.041,
2004-09,0.041,
2004-10,0.033,
2004-11,0.035,
2004-12,0.035,
2005-01,0.039,
2005-02,0.041,
2005-03,0.040,
2005-04,0.040,
2005-05,0.040,
2005-06,0.059,
2005-07,0.061,
2005-08,0.062,
2005-09,0.082,
2005-10,0.056,
2005-11,0.056,
2005-12,0.039,
2006-01,0.039,
2006-02,0.040,
2006-03,0.043,
2006-04,0.043,
2006-05,0.051,
2006-06,0.069,
2006-07,0.069,
2006-08,0.069,
2006-09,0.097,
2006-10,0.098,
2006-11,0.097,
2006-12,0.099,
2007-01,0.108,
2007-02,0.111,
2007-03,0.077,
2007-04,0.078,
2007-05,0.092,
2007-06,0.092,
2007-07,0.092,
2007-08,0.091,
2007-09,0.091,
2007-10,0.078,
2007-11,0.074,
2007-12,0.050,
2008-01,0.051,
2008-02,0.051,
2008-03,0.051,
2008-04,0.063,
2008-05,0.063,
2008-06,0.067,
2008-07,0.061,
2008-08,0.061,
2008-09,0.058,
2008-10,0.059,
2008-11,0.058,
2008-12,0.058,
2009-01,0.059,
2009-02,0.062,
2009-03,0.061,
2009-04,0.061,
2009-05,0.060,
2009-06,0.047,
2009-07,0.047,
2009-08,0.048,
2009-09,0.044,
2009-10,0.044,
2009-11,0.043,
2009-12,0.045,
2010-01,0.044,
2010-02,0.044,
2010-03,0.045,
2010-04,0.030,
2010-05,0.029,
2010-06,0.034,
2010-07,0.031,
2010-08,0.031,
2010-09,0.030,
2010-10,0.029,
2010-11,0.029,
2010-12,0.023,
2011-01,0.029,
2011-02,0.032,
2011-03,0.045,
2011-04,0.008,
2011-05,0.000,
2011-06,0.008,
2011-07,0.008,
2011-08,0.008,
2011-09,0.008,
2011-10,0.041,
2011-11,0.042,
2011-12,0.043,
2012-01,0.042,
2012-02,0.044,
2012-03,0.044,
2012-04,0.045,
2012-05,0.185,
2012-06,0.179,
2012-07,0.180,
2012-08,0.180,
2012-09,0.180,
2012-10,0.211,
2012-11,0.211,
2012-12,0.213,
2013-01,0.205,
2013-02,0.205,
2013-03,0.210,
2013-04,0.204,
2013-05,0.204,
2013-06,0.203,
2013-07,0.207,
2013-08,0.208,
2013-09,0.206,
2013-10,0.205,
2013-11,0.205,
2013-12,0.201,
2014-01,0.201,
2014-02,0.204,
2014-03,0.210,
2014-04,0.210,
2014-05,0.210,
2014-06,0.204,
2014-07,0.203,
2014-08,0.201,
2014-09,0.211,
2014-10,0.211,
