"",BBK01.TUE368,BBK01.TUE368_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / of which in euro / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:05,
1997-09,4188808,
1997-10,4197578,
1997-11,4221936,
1997-12,4327321,
1998-01,4305639,
1998-02,4313659,
1998-03,4319684,
1998-04,4348399,
1998-05,4370685,
1998-06,4399240,
1998-07,4366834,
1998-08,4365493,
1998-09,4382047,
1998-10,4391337,
1998-11,4429858,
1998-12,4566838,
1999-01,4570473,
1999-02,4544082,
1999-03,4551506,
1999-04,4567655,
1999-05,4590207,
1999-06,4624165,
1999-07,4631678,
1999-08,4605527,
1999-09,4623316,
1999-10,4640180,
1999-11,4672222,
1999-12,4758006,
2000-01,4765952,
2000-02,4768036,
2000-03,4769980,
2000-04,4798916,
2000-05,4799344,
2000-06,4802964,
2000-07,4802800,
2000-08,4796842,
2000-09,4801561,
2000-10,4799646,
2000-11,4820377,
2000-12,4919237,
2001-01,4960375,
2001-02,4967026,
2001-03,4992654,
2001-04,5026858,
2001-05,5039337,
2001-06,5091471,
2001-07,5082098,
2001-08,5070744,
2001-09,5132418,
2001-10,5144673,
2001-11,5200773,
2001-12,5359961,
2002-01,5318872,
2002-02,5311271,
2002-03,5327266,
2002-04,5355388,
2002-05,5366686,
2002-06,5407880,
2002-07,5384917,
2002-08,5358639,
2002-09,5399213,
2002-10,5410580,
2002-11,5466954,
2002-12,5566739,
2003-01,5536555,
2003-02,5560257,
2003-03,5610374,
2003-04,5639992,
2003-05,5695700,
2003-06,5715864,
2003-07,5738972,
2003-08,5741003,
2003-09,5754897,
2003-10,5769320,
2003-11,5818347,
2003-12,5914902,
2004-01,5889691,
2004-02,5891533,
2004-03,5920653,
2004-04,5947904,
2004-05,5979937,
2004-06,6021732,
2004-07,6028202,
2004-08,6000779,
2004-09,6051246,
2004-10,6087336,
2004-11,6128644,
2004-12,6245025,
2005-01,6248923,
2005-02,6254387,
2005-03,6294711,
2005-04,6346983,
2005-05,6372562,
2005-06,6503154,
2005-07,6521652,
2005-08,6484687,
2005-09,6556689,
2005-10,6594154,
2005-11,6615446,
2005-12,6802783,
2006-01,6782166,
2006-02,6793990,
2006-03,6870738,
2006-04,6966998,
2006-05,6983105,
2006-06,7058736,
2006-07,7054356,
2006-08,7037521,
2006-09,7122951,
2006-10,7145232,
2006-11,7208090,
2006-12,7408112,
2007-01,7388290,
2007-02,7398926,
2007-03,7531206,
2007-04,7581243,
2007-05,7643785,
2007-06,7751384,
2007-07,7783984,
2007-08,7766784,
2007-09,7850634,
2007-10,8092583,
2007-11,8164185,
2007-12,8353051,
2008-01,8377119,
2008-02,8397895,
2008-03,8484452,
2008-04,8564730,
2008-05,8639839,
2008-06,8690277,
2008-07,8695816,
2008-08,8703586,
2008-09,8767868,
2008-10,8865250,
2008-11,8944620,
2008-12,9084137,
2009-01,9124094,
2009-02,9135567,
2009-03,9163246,
2009-04,9242434,
2009-05,9258662,
2009-06,9300388,
2009-07,9285103,
2009-08,9281605,
2009-09,9303755,
2009-10,9322381,
2009-11,9323997,
2009-12,9437923,
2010-01,9430166,
2010-02,9421710,
2010-03,9412458,
2010-04,9475333,
2010-05,9480558,
2010-06,9595194,
2010-07,9626208,
2010-08,9632337,
2010-09,9645016,
2010-10,9672279,
2010-11,9719719,
2010-12,9825128,
2011-01,9808780,
2011-02,9806759,
2011-03,9850143,
2011-04,9897648,
2011-05,9895372,
2011-06,9918036,
2011-07,9913468,
2011-08,9931621,
2011-09,9962792,
2011-10,9973920,
2011-11,9961276,
2011-12,10052545,
2012-01,10051254,
2012-02,10055161,
2012-03,10103433,
2012-04,10094380,
2012-05,10079325,
2012-06,10113063,
2012-07,10067838,
2012-08,10063226,
2012-09,10109323,
2012-10,10155480,
2012-11,10183463,
2012-12,10247104,
2013-01,10224936,
2013-02,10221259,
2013-03,10288287,
2013-04,10325072,
2013-05,10332133,
2013-06,10339459,
2013-07,10321190,
2013-08,10336350,
2013-09,10323176,
2013-10,10342383,
2013-11,10369742,
2013-12,10351807,
2014-01,10348584,
2014-02,10338537,
2014-03,10355646,
2014-04,10350738,
2014-05,10387179,
2014-06,10387620,
2014-07,10378109,
2014-08,10414377,
2014-09,10417612,
2014-10,10402465,
2014-11,10480486,
2014-12,10547660,
2015-01,10585368,
