"",BBK01.OEAH66N,BBK01.OEAH66N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:35,
2002-01,13.818,
2002-04,13.982,
2002-07,13.801,
2002-10,13.458,
2003-01,13.100,
2003-04,12.984,
2003-07,12.842,
2003-10,12.937,
2004-01,13.267,
2004-04,13.313,
2004-07,13.298,
2004-10,13.188,
2005-01,12.886,
2005-04,12.676,
2005-07,12.365,
2005-10,12.060,
2006-01,11.755,
2006-04,11.468,
2006-07,11.258,
2006-10,11.078,
2007-01,10.654,
2007-04,10.429,
2007-07,10.209,
2007-10,9.906,
2008-01,9.392,
2008-04,9.153,
2008-07,9.035,
2008-10,9.038,
2009-01,9.001,
2009-04,9.227,
2009-07,9.591,
2009-10,10.446,
2010-01,11.405,
2010-04,12.199,
2010-07,12.155,
2010-10,12.247,
2011-01,12.446,
2011-04,13.308,
2011-07,13.745,
2011-10,13.859,
2012-01,14.266,
2012-04,14.347,
2012-07,14.272,
2012-10,13.756,
2013-01,13.039,
2013-04,12.156,
2013-07,11.926,
2013-10,11.628,
2014-01,11.313,
2014-04,10.795,
2014-07,10.298,
