"",BBK01.OEAA49H,BBK01.OEAA49H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:02,
2002-01,37.758,
2002-04,34.364,
2002-07,34.700,
2002-10,31.155,
2003-01,32.055,
2003-04,29.224,
2003-07,28.739,
2003-10,28.009,
2004-01,27.549,
2004-04,27.701,
2004-07,28.301,
2004-10,28.234,
2005-01,33.263,
2005-04,31.971,
2005-07,32.414,
2005-10,34.685,
2006-01,34.393,
2006-04,36.694,
2006-07,35.894,
2006-10,36.905,
2007-01,48.910,
2007-04,48.333,
2007-07,47.185,
2007-10,47.174,
2008-01,68.193,
2008-04,74.152,
2008-07,80.101,
2008-10,80.861,
2009-01,76.254,
2009-04,73.469,
2009-07,83.355,
2009-10,81.111,
2010-01,80.203,
2010-04,86.248,
2010-07,81.243,
2010-10,74.653,
2011-01,68.941,
2011-04,71.594,
2011-07,76.529,
2011-10,73.121,
2012-01,69.671,
2012-04,70.581,
2012-07,71.490,
2012-10,67.001,
2013-01,65.562,
2013-04,58.397,
2013-07,54.535,
2013-10,47.387,
2014-01,49.674,
2014-04,51.364,
2014-07,51.804,
