"",BBK01.OUC050,BBK01.OUC050_FLAGS
"",Time deposits of non-profit institutions / Total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:20:49,
1968-12,0.614,
1969-01,0.639,
1969-02,0.638,
1969-03,0.631,
1969-04,0.652,
1969-05,0.756,
1969-06,0.697,
1969-07,0.674,
1969-08,0.665,
1969-09,0.730,
1969-10,0.752,
1969-11,0.676,
1969-12,0.654,
1970-01,0.608,
1970-02,0.621,
1970-03,0.598,
1970-04,0.626,
1970-05,0.627,
1970-06,0.649,
1970-07,0.677,
1970-08,0.676,
1970-09,0.629,
1970-10,0.656,
1970-11,0.661,
1970-12,0.637,
1971-01,0.636,
1971-02,0.695,
1971-03,0.655,
1971-04,0.635,
1971-05,0.660,
1971-06,0.632,
1971-07,0.672,
1971-08,0.647,
1971-09,0.618,
1971-10,0.644,
1971-11,0.674,
1971-12,0.686,
1972-01,0.678,
1972-02,0.711,
1972-03,0.670,
1972-04,0.655,
1972-05,0.698,
1972-06,0.650,
1972-07,0.641,
1972-08,0.668,
1972-09,0.612,
1972-10,0.612,
1972-11,0.678,
1972-12,0.775,
1973-01,0.747,
1973-02,0.775,
1973-03,0.763,
1973-04,0.728,
1973-05,0.834,
1973-06,0.805,
1973-07,0.836,
1973-08,0.904,
1973-09,0.959,
1973-10,0.995,
1973-11,0.990,
1973-12,1.047,
1974-01,0.978,
1974-02,1.020,
1974-03,1.022,
1974-04,1.141,
1974-05,1.164,
1974-06,1.076,
1974-07,1.022,
1974-08,1.071,
1974-09,1.035,
1974-10,1.133,
1974-11,1.043,
1974-12,1.050,
1975-01,1.017,
1975-02,1.025,
1975-03,0.917,
1975-04,0.991,
1975-05,0.972,
1975-06,0.959,
1975-07,0.917,
1975-08,0.910,
1975-09,0.857,
1975-10,0.874,
1975-11,0.876,
1975-12,0.896,
1976-01,0.826,
1976-02,0.854,
1976-03,0.775,
1976-04,0.865,
1976-05,0.876,
1976-06,0.845,
1976-07,0.795,
1976-08,0.891,
1976-09,0.863,
1976-10,0.867,
1976-11,0.839,
1976-12,0.960,
1977-01,0.867,
1977-02,0.897,
1977-03,0.863,
1977-04,0.999,
1977-05,0.987,
1977-06,0.940,
1977-07,0.865,
1977-08,0.913,
1977-09,0.866,
