"",BBK01.QUF797,BBK01.QUF797_FLAGS
"",Foreign branches: Long-term loans and advances to non-residents / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:32,
2004-12,0.115,
2005-01,0.179,
2005-02,0.168,
2005-03,0.236,
2005-04,0.210,
2005-05,0.192,
2005-06,0.230,
2005-07,0.387,
2005-08,0.436,
2005-09,0.572,
2005-10,0.678,
2005-11,0.716,
2005-12,0.735,
2006-01,0.635,
2006-02,0.182,
2006-03,0.165,
2006-04,0.160,
2006-05,0.187,
2006-06,0.281,
2006-07,0.287,
2006-08,0.283,
2006-09,0.277,
2006-10,0.277,
2006-11,0.264,
2006-12,0.253,
2007-01,0.186,
2007-02,0.183,
2007-03,0.271,
2007-04,0.270,
2007-05,0.288,
2007-06,0.230,
2007-07,0.228,
2007-08,0.242,
2007-09,0.293,
2007-10,0.298,
2007-11,0.296,
2007-12,0.280,
2008-01,0.283,
2008-02,0.281,
2008-03,0.276,
2008-04,0.315,
2008-05,0.269,
2008-06,0.432,
2008-07,0.500,
2008-08,0.500,
2008-09,0.531,
2008-10,0.424,
2008-11,0.393,
2008-12,0.398,
2009-01,0.394,
2009-02,0.396,
2009-03,0.387,
2009-04,0.367,
2009-05,0.357,
2009-06,0.403,
2009-07,0.362,
2009-08,0.421,
2009-09,0.423,
2009-10,0.387,
2009-11,0.389,
2009-12,0.396,
2010-01,0.389,
2010-02,0.398,
2010-03,0.490,
2010-04,0.495,
2010-05,0.487,
2010-06,0.488,
2010-07,0.484,
2010-08,0.486,
2010-09,0.470,
2010-10,0.466,
2010-11,0.476,
2010-12,0.466,
2011-01,0.503,
2011-02,0.495,
2011-03,0.490,
2011-04,0.412,
2011-05,0.412,
2011-06,0.407,
2011-07,0.406,
2011-08,0.423,
2011-09,0.463,
2011-10,0.454,
2011-11,0.481,
2011-12,0.479,
2012-01,0.474,
2012-02,0.468,
2012-03,0.467,
2012-04,0.467,
2012-05,0.477,
2012-06,0.466,
2012-07,0.481,
2012-08,0.473,
2012-09,0.465,
2012-10,0.371,
2012-11,0.370,
2012-12,0.313,
2013-01,0.287,
2013-02,0.291,
2013-03,0.280,
2013-04,0.271,
2013-05,0.260,
2013-06,0.231,
2013-07,0.257,
2013-08,0.299,
2013-09,0.281,
2013-10,0.340,
2013-11,0.337,
2013-12,0.327,
2014-01,0.395,
2014-02,0.443,
2014-03,0.462,
2014-04,0.453,
2014-05,0.482,
2014-06,0.471,
2014-07,0.475,
2014-08,0.480,
2014-09,0.453,
2014-10,0.442,
2014-11,0.441,
