"",BBK01.TS1453,BBK01.TS1453_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of over 5 years / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:38,
1995-01,59.81367,
1995-02,60.17340,
1995-03,60.18165,
1995-04,60.50426,
1995-05,60.71667,
1995-06,61.18912,
1995-07,61.59706,
1995-08,62.29322,
1995-09,62.82648,
1995-10,63.29334,
1995-11,63.79824,
1995-12,64.16287,
1996-01,64.75019,
1996-02,65.33289,
1996-03,65.70628,
1996-04,66.21100,
1996-05,66.62819,
1996-06,66.99556,
1996-07,67.53573,
1996-08,67.87098,
1996-09,68.15536,
1996-10,68.55436,
1996-11,68.92040,
1996-12,69.74728,
1997-01,70.22534,
1997-02,70.51718,
1997-03,70.91500,
1997-04,71.39465,
1997-05,71.77840,
1997-06,72.21801,
1997-07,72.69624,
1997-08,73.05989,
1997-09,73.26024,
1997-10,73.99718,
1997-11,74.41950,
1997-12,75.23384,
1998-01,75.74454,
1998-02,76.18087,
1998-03,76.57201,
1998-04,76.97271,
1998-05,77.41632,
1998-06,77.65183,
1998-07,78.29639,
1998-08,78.43736,
1998-09,78.91736,
1998-10,79.51484,
1998-11,79.92415,
1998-12,81.83416,
1999-01,80.71744,
1999-02,80.39446,
1999-03,79.88182,
1999-04,79.95000,
1999-05,80.28828,
1999-06,80.79093,
1999-07,81.24417,
1999-08,81.53599,
1999-09,82.33228,
1999-10,82.61183,
1999-11,82.99022,
1999-12,83.89226,
2000-01,84.37864,
2000-02,84.76491,
2000-03,85.29818,
2000-04,85.26317,
2000-05,85.86181,
2000-06,86.67504,
2000-07,86.95462,
2000-08,87.44292,
2000-09,87.83760,
2000-10,88.07373,
2000-11,88.26447,
2000-12,88.26068,
2001-01,88.50535,
2001-02,88.98292,
2001-03,89.49750,
2001-04,89.42810,
2001-05,89.80293,
2001-06,89.98544,
2001-07,90.09459,
2001-08,90.44731,
2001-09,90.77607,
2001-10,90.89769,
2001-11,91.01293,
2001-12,90.96049,
2002-01,91.29789,
2002-02,91.40005,
2002-03,91.76153,
2002-04,91.75902,
2002-05,91.97936,
2002-06,91.89021,
2002-07,92.29177,
2002-08,92.32951,
2002-09,92.10014,
2002-10,92.21059,
2002-11,92.13978,
2002-12,92.25794,
2003-01,92.23222,
2003-02,92.35006,
2003-03,92.44548,
2003-04,92.57845,
2003-05,92.68204,
2003-06,92.61918,
2003-07,92.70029,
2003-08,92.83389,
2003-09,92.74251,
2003-10,92.79470,
2003-11,92.83943,
2003-12,92.83214,
2004-01,92.74795,
2004-02,92.89264,
2004-03,93.14607,
2004-04,93.31678,
2004-05,93.67193,
2004-06,93.49160,
2004-07,93.35477,
2004-08,93.21427,
2004-09,93.21230,
2004-10,93.20994,
2004-11,93.06214,
2004-12,93.04088,
2005-01,93.06137,
2005-02,92.93648,
2005-03,92.98644,
2005-04,92.90224,
2005-05,93.03829,
2005-06,93.03560,
2005-07,93.31209,
2005-08,92.86698,
2005-09,92.91559,
2005-10,93.13196,
2005-11,93.14291,
2005-12,93.38578,
2006-01,93.62132,
2006-02,93.79670,
2006-03,93.77613,
2006-04,93.84216,
2006-05,93.95105,
2006-06,94.08113,
2006-07,94.02342,
2006-08,94.20785,
2006-09,94.38534,
2006-10,94.15979,
2006-11,94.23479,
2006-12,94.14760,
2007-01,94.32782,
2007-02,94.48150,
2007-03,94.94290,
2007-04,94.69666,
2007-05,94.64822,
2007-06,94.76362,
2007-07,94.92800,
2007-08,95.59391,
2007-09,95.81818,
2007-10,96.13592,
2007-11,96.40984,
2007-12,96.70982,
2008-01,96.94133,
2008-02,96.95565,
2008-03,97.35469,
2008-04,97.80370,
2008-05,98.13768,
2008-06,98.32650,
2008-07,98.70393,
2008-08,98.99609,
2008-09,99.47544,
2008-10,100.09018,
2008-11,99.89359,
2008-12,99.93299,
2009-01,99.97599,
2009-02,99.90947,
2009-03,99.99663,
2009-04,99.74805,
2009-05,99.81204,
2009-06,99.69452,
2009-07,100.09136,
2009-08,100.13592,
2009-09,100.21978,
2009-10,100.30393,
2009-11,100.41582,
2009-12,100.62886,
2010-01,100.80368,
2010-02,101.00765,
2010-03,101.20426,
2010-04,101.53961,
2010-05,101.81482,
2010-06,102.22134,
2010-07,102.64423,
2010-08,102.79534,
2010-09,102.73230,
2010-10,102.91516,
2010-11,103.13348,
2010-12,103.39084,
2011-01,103.52039,
2011-02,103.80009,
2011-03,103.94926,
2011-04,104.10587,
2011-05,104.19825,
2011-06,104.38326,
2011-07,104.26908,
2011-08,104.36372,
2011-09,104.60989,
2011-10,104.95480,
2011-11,104.91435,
2011-12,105.03825,
2012-01,105.36497,
2012-02,105.68418,
2012-03,106.00744,
2012-04,106.04626,
2012-05,106.30794,
2012-06,106.55892,
2012-07,107.00984,
2012-08,107.17498,
2012-09,107.25475,
2012-10,107.30514,
2012-11,107.33409,
2012-12,107.22441,
2013-01,107.40506,
2013-02,107.52530,
2013-03,107.78572,
2013-04,107.85349,
2013-05,107.84307,
2013-06,107.95704,
2013-07,107.88061,
2013-08,107.62019,
2013-09,107.62264,
2013-10,107.87347,
2013-11,108.10036,
2013-12,108.34063,
2014-01,108.49411,
2014-02,108.34324,
2014-03,108.17034,
2014-04,108.30056,
2014-05,108.61332,
2014-06,108.28321,
2014-07,108.48460,
2014-08,108.78430,
2014-09,108.89834,
2014-10,109.19158,
2014-11,109.32154,
2014-12,109.72208,Provisional value
2015-01,109.84631,
"",General: 1 Statistical changes have been eliminated.,
