"",BBK01.RJ2097,BBK01.RJ2097_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:36,
1989,-,Nothing exists
1990,-,Nothing exists
1991,-,Nothing exists
1992,18,
1993,85,
1994,109,
1995,166,
1996,237,
1997,230,
1998,252,
1999,303,
2000,566,
2001,1061,
2002,923,
2003,902,
2004,1130,
2005,1259,
2006,3612,
2007,5770,
2008,3298,
2009,3030,
2010,3356,
2011,3137,
2012,2014,
