"",BBK01.OUM206,BBK01.OUM206_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for more than one year up to and including two years / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:02,
1968-12,0.075,
1969-01,0.075,
1969-02,0.079,
1969-03,0.077,
1969-04,0.085,
1969-05,0.084,
1969-06,0.079,
1969-07,0.082,
1969-08,0.086,
1969-09,0.090,
1969-10,0.090,
1969-11,0.081,
1969-12,0.083,
1970-01,0.090,
1970-02,0.095,
1970-03,0.096,
1970-04,0.095,
1970-05,0.097,
1970-06,0.092,
1970-07,0.103,
1970-08,0.105,
1970-09,0.105,
1970-10,0.108,
1970-11,0.106,
1970-12,0.101,
1971-01,0.092,
1971-02,0.090,
1971-03,0.088,
1971-04,0.082,
1971-05,0.078,
1971-06,0.075,
1971-07,0.067,
1971-08,0.048,
1971-09,0.048,
1971-10,0.046,
1971-11,0.050,
1971-12,0.058,
1972-01,0.054,
1972-02,0.052,
1972-03,0.058,
1972-04,0.060,
1972-05,0.063,
1972-06,0.064,
1972-07,0.060,
1972-08,0.058,
1972-09,0.052,
1972-10,0.052,
1972-11,0.059,
1972-12,0.081,
1973-01,0.076,
1973-02,0.089,
1973-03,0.092,
1973-04,0.098,
1973-05,0.097,
1973-06,0.108,
1973-07,0.117,
1973-08,0.122,
1973-09,0.143,
1973-10,0.153,
1973-11,0.165,
1973-12,0.151,
1974-01,0.143,
1974-02,0.156,
1974-03,0.173,
1974-04,0.199,
1974-05,0.216,
1974-06,0.227,
1974-07,0.215,
1974-08,0.235,
1974-09,0.232,
1974-10,0.254,
1974-11,0.298,
1974-12,0.266,
1975-01,0.248,
1975-02,0.300,
1975-03,0.259,
1975-04,0.263,
1975-05,0.275,
1975-06,0.260,
1975-07,0.266,
1975-08,0.274,
1975-09,0.308,
1975-10,0.307,
1975-11,0.327,
1975-12,0.389,
1976-01,0.331,
1976-02,0.337,
1976-03,0.338,
1976-04,0.344,
1976-05,0.370,
1976-06,0.400,
1976-07,0.407,
1976-08,0.422,
1976-09,0.421,
1976-10,0.446,
1976-11,0.448,
1976-12,0.438,
1977-01,0.456,
1977-02,0.496,
1977-03,0.500,
1977-04,0.502,
1977-05,0.511,
1977-06,0.495,
1977-07,0.513,
1977-08,0.496,
1977-09,0.494,
1977-10,0.481,
1977-11,0.480,
1977-12,0.458,
1978-01,0.461,
1978-02,0.471,
1978-03,0.474,
1978-04,0.485,
1978-05,0.490,
1978-06,0.469,
1978-07,0.470,
1978-08,0.489,
1978-09,0.470,
1978-10,0.472,
1978-11,0.424,
1978-12,0.411,
1979-01,0.397,
1979-02,0.395,
1979-03,0.403,
1979-04,0.405,
1979-05,0.372,
1979-06,0.370,
1979-07,0.357,
1979-08,0.355,
1979-09,0.343,
1979-10,0.346,
1979-11,0.374,
1979-12,0.369,
1980-01,0.380,
1980-02,0.366,
1980-03,0.382,
1980-04,0.412,
1980-05,0.417,
1980-06,0.451,
1980-07,0.474,
1980-08,0.494,
1980-09,0.522,
1980-10,0.519,
1980-11,0.544,
1980-12,0.545,
1981-01,0.551,
1981-02,0.576,
1981-03,0.576,
1981-04,0.624,
1981-05,0.634,
1981-06,0.666,
1981-07,0.728,
1981-08,0.726,
1981-09,0.726,
1981-10,0.708,
1981-11,0.710,
1981-12,0.711,
1982-01,0.725,
1982-02,0.751,
1982-03,0.757,
1982-04,0.774,
1982-05,0.789,
1982-06,0.801,
1982-07,0.801,
1982-08,0.787,
1982-09,0.777,
1982-10,0.801,
1982-11,0.825,
1982-12,0.869,
1983-01,0.985,
1983-02,1.045,
1983-03,1.119,
1983-04,1.091,
1983-05,1.074,
1983-06,1.035,
1983-07,0.993,
1983-08,0.958,
1983-09,0.905,
1983-10,0.835,
1983-11,0.848,
1983-12,0.711,
1984-01,0.660,
1984-02,0.658,
1984-03,0.617,
1984-04,0.575,
1984-05,0.554,
1984-06,0.505,
1984-07,0.489,
1984-08,0.464,
1984-09,0.422,
1984-10,0.365,
1984-11,0.336,
1984-12,0.260,
1985-01,0.237,
1985-02,0.221,
1985-03,0.202,
1985-04,0.183,
1985-05,0.175,
1985-06,0.163,
1985-07,0.153,
1985-08,0.137,
1985-09,0.126,
1985-10,0.118,
1985-11,0.111,
1985-12,0.102,
1986-01,0.088,
1986-02,0.084,
1986-03,0.081,
1986-04,0.075,
1986-05,0.073,
1986-06,0.064,
1986-07,0.049,
1986-08,0.048,
1986-09,0.044,
1986-10,0.036,
1986-11,0.030,
1986-12,0.022,
1987-01,0.028,
1987-02,0.024,
1987-03,0.029,
1987-04,0.029,
1987-05,0.029,
1987-06,0.028,
1987-07,0.030,
1987-08,0.032,
1987-09,0.032,
1987-10,0.031,
1987-11,0.032,
1987-12,0.035,
1988-01,0.047,
1988-02,0.044,
1988-03,0.050,
1988-04,0.048,
1988-05,0.061,
1988-06,0.065,
1988-07,0.076,
1988-08,0.077,
1988-09,0.076,
1988-10,0.074,
1988-11,0.069,
1988-12,0.075,
1989-01,0.075,
1989-02,0.076,
1989-03,0.087,
1989-04,0.084,
1989-05,0.082,
1989-06,0.080,
1989-07,0.078,
1989-08,0.078,
1989-09,0.085,
1989-10,0.073,
1989-11,0.062,
1989-12,0.031,
1990-01,0.025,
1990-02,0.023,
1990-03,0.014,
1990-04,0.012,
1990-05,0.013,
1990-06,0.012,
1990-07,0.010,
1990-08,0.010,
1990-09,0.007,
1990-10,0.007,
1990-11,0.006,
1990-12,0.018,
1991-01,0.005,
1991-02,0.005,
1991-03,0.006,
1991-04,0.006,
1991-05,0.005,
1991-06,0.005,
1991-07,0.007,
1991-08,0.006,
1991-09,0.006,
1991-10,0.009,
1991-11,0.009,
1991-12,0.008,
1992-01,0.008,
1992-02,0.014,
1992-03,0.013,
1992-04,0.014,
1992-05,0.014,
1992-06,0.014,
1992-07,0.014,
1992-08,0.015,
1992-09,0.014,
1992-10,0.015,
1992-11,0.012,
1992-12,0.038,
1993-01,0.039,
1993-02,0.040,
1993-03,0.044,
1993-04,0.045,
1993-05,0.048,
1993-06,0.050,
1993-07,0.051,
1993-08,0.056,
1993-09,0.062,
1993-10,0.089,
1993-11,0.091,
1993-12,0.058,
1994-01,0.058,
1994-02,0.058,
1994-03,0.070,
1994-04,0.071,
1994-05,0.083,
1994-06,0.090,
1994-07,0.078,
1994-08,0.084,
1994-09,0.085,
1994-10,0.086,
1994-11,0.087,
1994-12,0.092,
1995-01,0.088,
1995-02,0.088,
1995-03,0.041,
1995-04,0.044,
1995-05,0.044,
1995-06,0.057,
1995-07,0.057,
1995-08,0.059,
1995-09,0.057,
1995-10,0.062,
1995-11,0.134,
1995-12,0.096,
1996-01,0.098,
1996-02,0.115,
1996-03,0.093,
1996-04,0.092,
1996-05,0.090,
1996-06,0.108,
1996-07,0.108,
1996-08,0.102,
1996-09,0.095,
1996-10,0.105,
1996-11,0.102,
1996-12,0.089,
1997-01,0.079,
1997-02,0.081,
1997-03,0.082,
1997-04,0.076,
1997-05,0.076,
1997-06,0.076,
1997-07,0.075,
1997-08,0.071,
1997-09,0.069,
1997-10,0.065,
1997-11,0.071,
1997-12,0.074,
1998-01,0.072,
1998-02,0.073,
1998-03,0.077,
1998-04,0.067,
1998-05,0.077,
1998-06,0.051,
1998-07,0.054,
1998-08,0.051,
1998-09,0.052,
1998-10,0.071,
1998-11,0.066,
1998-12,0.080,
1999-01,0.036,
1999-02,0.040,
1999-03,0.041,
1999-04,0.057,
1999-05,0.073,
1999-06,0.133,
1999-07,0.134,
1999-08,0.155,
1999-09,0.114,
1999-10,0.120,
1999-11,0.120,
1999-12,0.119,
2000-01,0.125,
2000-02,0.197,
2000-03,0.194,
2000-04,0.179,
2000-05,0.123,
2000-06,0.135,
2000-07,0.158,
2000-08,0.145,
2000-09,0.164,
2000-10,0.138,
2000-11,0.134,
2000-12,0.147,
2001-01,0.167,
2001-02,0.101,
2001-03,0.080,
2001-04,0.122,
2001-05,0.121,
2001-06,0.071,
2001-07,0.074,
2001-08,0.077,
2001-09,0.075,
2001-10,0.075,
2001-11,0.072,
2001-12,0.047,
2002-01,0.054,
2002-02,0.059,
2002-03,0.049,
2002-04,0.053,
2002-05,0.055,
2002-06,0.055,
2002-07,0.062,
2002-08,0.071,
2002-09,0.076,
2002-10,0.124,
2002-11,0.164,
2002-12,0.156,
2003-01,0.151,
2003-02,0.181,
2003-03,0.489,
2003-04,0.222,
2003-05,0.250,
2003-06,0.288,
