"",BBFB1.Q.N.DE.S6.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.Q.N.DE.S6.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Direct investment / Other Asian countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:47:09,
1991-01,315.615,
1991-04,152.002,
1991-07,53.060,
1991-10,8.878,
1992-01,385.684,
1992-04,37.460,
1992-07,29.323,
1992-10,100.403,
1993-01,-215.881,
1993-04,-43.378,
1993-07,-64.196,
1993-10,-93.726,
1994-01,-12.524,
1994-04,21.748,
1994-07,-38.305,
1994-10,41.497,
1995-01,98.988,
1995-04,124.430,
1995-07,308.347,
1995-10,121.649,
1996-01,-729.375,
1996-04,57.190,
1996-07,262.137,
1996-10,244.898,
1997-01,-74.756,
1997-04,177.384,
1997-07,328.073,
1997-10,298.601,
1998-01,80.031,
1998-04,-50.931,
1998-07,25.749,
1998-10,34.367,
1999-01,336.102,
1999-04,-103.092,
1999-07,243.743,
1999-10,640.770,
2000-01,17.201,
2000-04,714.109,
2000-07,786.339,
2000-10,443.970,
2001-01,-259.882,
2001-04,-336.885,
2001-07,600.313,
2001-10,-130.715,
2002-01,-225.249,
2002-04,-15.774,
2002-07,207.363,
2002-10,118.704,
2003-01,-47.024,
2003-04,513.223,
2003-07,-269.963,
2003-10,685.332,
2004-01,356.688,
2004-04,568.878,
2004-07,190.304,
2004-10,2053.469,
2005-01,-125.835,
2005-04,247.954,
2005-07,633.048,
2005-10,948.160,
2006-01,22.426,
2006-04,760.678,
2006-07,523.346,
2006-10,1089.806,
2007-01,1073.466,
2007-04,680.764,
2007-07,590.183,
2007-10,609.058,
2008-01,-1046.835,
2008-04,267.931,
2008-07,837.416,
2008-10,944.869,
2009-01,-1323.451,
2009-04,-368.490,
2009-07,844.032,
2009-10,1072.495,
2010-01,-204.821,
2010-04,2422.268,
2010-07,1080.862,
2010-10,1386.039,
2011-01,-96.474,
2011-04,682.326,
2011-07,1279.876,
2011-10,1384.063,
2012-01,-249.055,
2012-04,451.614,
2012-07,1322.365,
2012-10,1234.441,
2013-01,-541.991,
2013-04,-321.955,
2013-07,1332.646,
2013-10,1361.863,
2014-01,-1431.029,Provisional value
2014-04,468.915,Provisional value
2014-07,1012.195,Provisional value
2014-10,2344.785,Provisional value
