"",BBK01.OEAA37G,BBK01.OEAA37G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:34,
2002-01,181.649,
2002-04,183.791,
2002-07,185.460,
2002-10,187.490,
2003-01,187.855,
2003-04,189.265,
2003-07,191.368,
2003-10,193.518,
2004-01,193.492,
2004-04,195.713,
2004-07,200.366,
2004-10,201.982,
2005-01,180.073,
2005-04,180.597,
2005-07,181.497,
2005-10,182.073,
2006-01,180.081,
2006-04,180.272,
2006-07,180.865,
2006-10,180.250,
2007-01,179.171,
2007-04,179.208,
2007-07,179.498,
2007-10,179.352,
2008-01,178.538,
2008-04,179.353,
2008-07,180.104,
2008-10,180.341,
2009-01,179.666,
2009-04,182.042,
2009-07,183.485,
2009-10,183.983,
2010-01,183.815,
2010-04,184.622,
2010-07,185.929,
2010-10,186.038,
2011-01,187.556,
2011-04,188.740,
2011-07,190.269,
2011-10,191.281,
2012-01,191.365,
2012-04,192.607,
2012-07,194.024,
2012-10,195.086,
2013-01,194.956,
2013-04,195.787,
2013-07,197.526,
2013-10,198.845,
2014-01,199.030,
2014-04,200.243,
2014-07,202.116,
