"",BBK01.TXI368,BBK01.TXI368_FLAGS
"",DEPOSITS OF NON-BANKS (NON-MFIS) IN THE EURO AREA / OF WHICH IN EURO / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:28,
1980-01,577664,
1980-02,577572,
1980-03,579837,
1980-04,576417,
1980-05,580637,
1980-06,585463,
1980-07,586377,
1980-08,589778,
1980-09,590130,
1980-10,589922,
1980-11,606090,
1980-12,620914,
1981-01,614208,
1981-02,616732,
1981-03,617105,
1981-04,615350,
1981-05,623386,
1981-06,624096,
1981-07,619250,
1981-08,627287,
1981-09,626656,
1981-10,624751,
1981-11,637867,
1981-12,653786,
1982-01,652098,
1982-02,654079,
1982-03,652436,
1982-04,650474,
1982-05,658795,
1982-06,660119,
1982-07,653424,
1982-08,661322,
1982-09,660630,
1982-10,661645,
1982-11,671682,
1982-12,690783,
1983-01,688673,
1983-02,693016,
1983-03,686137,
1983-04,688840,
1983-05,698130,
1983-06,698861,
1983-07,699069,
1983-08,702046,
1983-09,696716,
1983-10,703745,
1983-11,715050,
1983-12,729574,
1984-01,726084,
1984-02,728954,
1984-03,720839,
1984-04,725600,
1984-05,733847,
1984-06,730312,
1984-07,734789,
1984-08,733026,
1984-09,739980,
1984-10,741472,
1984-11,748529,
1984-12,771846,
1985-01,768689,
1985-02,773819,
1985-03,769332,
1985-04,768098,
1985-05,772489,
1985-06,779986,
1985-07,780338,
1985-08,779501,
1985-09,784893,
1985-10,786801,
1985-11,794651,
1985-12,837653,
1986-01,832661,
1986-02,836403,
1986-03,839518,
1986-04,837728,
1986-05,842685,
1986-06,852265,
1986-07,854131,
1986-08,860971,
1986-09,864015,
1986-10,865089,
1986-11,883533,
1986-12,899835,
1987-01,896784,
1987-02,901301,
1987-03,903114,
1987-04,901642,
1987-05,913742,
1987-06,916997,
1987-07,910984,
1987-08,923372,
1987-09,922629,
1987-10,923041,
1987-11,942187,
1987-12,955754,
1988-01,956634,
1988-02,961720,
1988-03,950089,
1988-04,955888,
1988-05,968555,
1988-06,969679,
1988-07,968581,
1988-08,974544,
1988-09,970165,
1988-10,977764,
1988-11,995974,
1988-12,1006820,
1989-01,1003770,
1989-02,1006786,
1989-03,995599,
1989-04,998888,
1989-05,1009304,
1989-06,1004292,
1989-07,1013367,
1989-08,1017946,
1989-09,1012903,
1989-10,1020754,
1989-11,1039255,
1989-12,1064518,
1990-01,1059954,
1990-02,1065571,
1990-03,1052919,
1990-04,1059181,
1990-05,1068429,
1990-06,1156140,
1990-07,1160800,
1990-08,1162755,
1990-09,1174641,
1990-10,1174992,
1990-11,1187733,
1990-12,1224436,
1991-01,1213521,
1991-02,1223561,
1991-03,1213348,
1991-04,1213620,
1991-05,1218737,
1991-06,1227193,
1991-07,1223611,
1991-08,1222834,
1991-09,1230819,
1991-10,1230350,
1991-11,1248365,
1991-12,1292224,
1992-01,1275625,
1992-02,1282207,
1992-03,1282538,
1992-04,1285932,
1992-05,1293425,
1992-06,1296860,
1992-07,1297470,
1992-08,1307497,
1992-09,1319599,
1992-10,1318748,
1992-11,1338824,
1992-12,1344227,
1993-01,1330485,
1993-02,1338545,
1993-03,1339355,
1993-04,1343632,
1993-05,1353604,
1993-06,1358945,
1993-07,1363212,
1993-08,1372456,
1993-09,1373687,
1993-10,1384632,
1993-11,1412249,
1993-12,1463508,
1994-01,1456171,
1994-02,1461785,
1994-03,1458441,
1994-04,1466239,
1994-05,1473038,
1994-06,1471823,
1994-07,1470051,
1994-08,1474032,
1994-09,1470458,
1994-10,1476365,
1994-11,1490813,
1994-12,1509508,
1995-01,1489594,
1995-02,1492743,
1995-03,1487186,
1995-04,1490927,
1995-05,1502690,
1995-06,1503859,
1995-07,1509145,
1995-08,1517007,
1995-09,1519506,
1995-10,1525929,
1995-11,1550594,
1995-12,1595057,
1996-01,1589218,
1996-02,1604136,
1996-03,1602825,
1996-04,1608308,
1996-05,1614750,
1996-06,1618263,
1996-07,1621274,
1996-08,1628130,
1996-09,1635919,
1996-10,1642168,
1996-11,1662377,
1996-12,1721055,
1997-01,1699429,
1997-02,1703765,
1997-03,1702652,
1997-04,1704662,
1997-05,1712126,
1997-06,1711550,
1997-07,1712171,
1997-08,1715931,
1997-09,1714286,
1997-10,1720484,
1997-11,1744425,
1997-12,1782260,
1998-01,1766383,
1998-02,1775820,
1998-03,1774414,
1998-04,1781086,
1998-05,1786039,
1998-06,1785862,
1998-07,1784540,
1998-08,1798393,
1998-09,1795340,
1998-10,1803889,
1998-11,1830106,
1998-12,1881002,
1999-01,1855631,
1999-02,1864028,
1999-03,1862182,
1999-04,1862862,
1999-05,1871405,
1999-06,1872325,
1999-07,1868483,
1999-08,1870162,
1999-09,1874732,
1999-10,1880914,
1999-11,1908787,
1999-12,1927812,
2000-01,1921889,
2000-02,1928362,
2000-03,1917434,
2000-04,1916775,
2000-05,1912066,
2000-06,1905172,
2000-07,1898125,
2000-08,1895322,
2000-09,1891219,
2000-10,1891128,
2000-11,1913154,
2000-12,1944062,
2001-01,1929187,
2001-02,1940032,
2001-03,1941645,
2001-04,1946949,
2001-05,1953032,
2001-06,1960773,
2001-07,1955433,
2001-08,1960930,
2001-09,1979032,
2001-10,1982909,
2001-11,2006349,
2001-12,2047979,
2002-01,2024016,
2002-02,2019359,
2002-03,2021932,
2002-04,2015790,
2002-05,2023585,
2002-06,2035612,
2002-07,2030454,
2002-08,2018124,
2002-09,2023699,
2002-10,2035178,
2002-11,2066902,
2002-12,2092104,
2003-01,2081983,
2003-02,2094938,
2003-03,2098182,
2003-04,2100388,
2003-05,2111962,
2003-06,2115704,
2003-07,2107762,
2003-08,2117626,
2003-09,2112650,
2003-10,2113589,
2003-11,2137826,
2003-12,2143027,
2004-01,2137664,
2004-02,2140869,
2004-03,2141972,
2004-04,2145300,
2004-05,2154778,
2004-06,2151556,
2004-07,2149683,
2004-08,2153143,
2004-09,2162001,
2004-10,2164046,
2004-11,2187603,
2004-12,2193810,
2005-01,2203867,
2005-02,2208563,
2005-03,2204824,
2005-04,2210945,
2005-05,2217171,
2005-06,2220566,
2005-07,2221460,
2005-08,2224102,
2005-09,2229273,
2005-10,2231228,
2005-11,2249383,
2005-12,2260200,
2006-01,2262987,
2006-02,2266891,
2006-03,2273689,
2006-04,2296288,
2006-05,2302680,
2006-06,2310062,
2006-07,2306220,
2006-08,2308890,
2006-09,2315642,
2006-10,2314905,
2006-11,2346386,
2006-12,2375166,
2007-01,2372541,
2007-02,2373554,
2007-03,2381800,
2007-04,2398255,
2007-05,2408208,
2007-06,2427865,
2007-07,2434886,
2007-08,2451261,
2007-09,2476138,
2007-10,2474825,
2007-11,2509135,
2007-12,2554554,
2008-01,2548555,
2008-02,2559505,
2008-03,2564112,
2008-04,2573994,
2008-05,2591051,
2008-06,2589494,
2008-07,2596519,
2008-08,2607975,
2008-09,2618737,
2008-10,2664909,
2008-11,2685416,
2008-12,2728041,
2009-01,2748016,
2009-02,2754431,
2009-03,2740161,
2009-04,2759136,
2009-05,2753157,
2009-06,2755863,
2009-07,2747053,
2009-08,2748750,
2009-09,2750232,
2009-10,2752238,
2009-11,2767015,
2009-12,2763345,
2010-01,2772035,
2010-02,2776394,
2010-03,2765477,
2010-04,2782630,
2010-05,2783474,
2010-06,2786985,
2010-07,2785323,
2010-08,2794452,
2010-09,2797775,
2010-10,2798452,
2010-11,2845191,
2010-12,2855043,
2011-01,2862607,
2011-02,2853069,
2011-03,2858532,
2011-04,2871484,
2011-05,2881391,
2011-06,2884631,
2011-07,2893060,
2011-08,2916139,
2011-09,2930121,
2011-10,2934127,
2011-11,2954647,
2011-12,2962463,
2012-01,2961265,
2012-02,2965775,
2012-03,2968311,
2012-04,2981170,
2012-05,2998501,
2012-06,3019476,
2012-07,3033997,
2012-08,3040855,
2012-09,3045665,
2012-10,3077290,
2012-11,3088682,
2012-12,3060180,
2013-01,3045169,
2013-02,3034070,
2013-03,3026716,
2013-04,3047770,
2013-05,3051122,
2013-06,3041155,
2013-07,3040508,
2013-08,3051418,
2013-09,3051411,
2013-10,3075294,
2013-11,3081882,
2013-12,3075929,
2014-01,3074844,
2014-02,3083974,
2014-03,3074621,
2014-04,3101626,
2014-05,3116526,
2014-06,3101031,
2014-07,3102048,
2014-08,3120432,
2014-09,3124261,
2014-10,3133561,
2014-11,3157515,
2014-12,3139068,
2015-01,3155217,
