"",BBK01.OEAA06L,BBK01.OEAA06L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:18,
2002-01,41.369,
2002-04,41.648,
2002-07,43.233,
2002-10,45.988,
2003-01,51.621,
2003-04,48.639,
2003-07,50.471,
2003-10,50.625,
2004-01,52.652,
2004-04,53.779,
2004-07,54.451,
2004-10,53.636,
2005-01,54.283,
2005-04,55.846,
2005-07,59.217,
2005-10,60.332,
2006-01,59.387,
2006-04,59.666,
2006-07,60.398,
2006-10,57.174,
2007-01,61.469,
2007-04,67.237,
2007-07,70.783,
2007-10,74.649,
2008-01,80.846,
2008-04,76.458,
2008-07,87.906,
2008-10,86.453,
2009-01,84.608,
2009-04,85.569,
2009-07,78.706,
2009-10,78.234,
2010-01,75.737,
2010-04,77.050,
2010-07,75.814,
2010-10,76.396,
2011-01,74.252,
2011-04,70.362,
2011-07,71.979,
2011-10,71.484,
2012-01,70.948,
2012-04,71.733,
2012-07,71.214,
2012-10,72.380,
2013-01,72.605,
2013-04,72.664,
2013-07,74.415,
2013-10,74.310,
2014-01,74.393,
2014-04,75.670,
2014-07,77.466,
