"",BBFB1.Q.N.DE.S1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Balance / Asia,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:30,
1991-01,3.293,
1991-04,-173.789,
1991-07,-56.293,
1991-10,-117.556,
1992-01,59.521,
1992-04,-41.859,
1992-07,84.608,
1992-10,116.471,
1993-01,37.341,
1993-04,-143.386,
1993-07,-61.394,
1993-10,-120.022,
1994-01,-53.194,
1994-04,-166.381,
1994-07,-157.172,
1994-10,49.306,
1995-01,-99.149,
1995-04,-213.919,
1995-07,-157.885,
1995-10,-121.404,
1996-01,-16.764,
1996-04,-151.660,
1996-07,-169.952,
1996-10,-56.964,
1997-01,-316.203,
1997-04,-474.428,
1997-07,-483.966,
1997-10,-522.571,
1998-01,-545.533,
1998-04,-1404.503,
1998-07,-327.317,
1998-10,-464.491,
1999-01,-684.681,
1999-04,-665.721,
1999-07,-281.302,
1999-10,-200.300,
2000-01,-192.329,
2000-04,-578.223,
2000-07,-328.436,
2000-10,-254.457,
2001-01,-276.796,
2001-04,-413.738,
2001-07,-190.527,
2001-10,-180.052,
2002-01,-167.305,
2002-04,-138.238,
2002-07,141.831,
2002-10,211.759,
2003-01,9.726,
2003-04,-85.003,
2003-07,156.044,
2003-10,293.110,
2004-01,681.116,
2004-04,595.466,
2004-07,837.551,
2004-10,839.011,
2005-01,897.515,
2005-04,894.495,
2005-07,1074.232,
2005-10,1163.311,
2006-01,877.447,
2006-04,864.528,
2006-07,943.157,
2006-10,996.323,
2007-01,1383.556,
2007-04,1455.708,
2007-07,1278.481,
2007-10,1176.600,
2008-01,1467.491,
2008-04,397.357,
2008-07,579.485,
2008-10,1150.295,
2009-01,1233.905,
2009-04,1372.768,
2009-07,1528.594,
2009-10,1623.345,
2010-01,2176.214,
2010-04,2380.156,
2010-07,2556.091,
2010-10,2686.625,
2011-01,2886.118,
2011-04,2961.909,
2011-07,3151.601,
2011-10,3184.442,
2012-01,3104.520,
2012-04,2914.251,
2012-07,3142.913,
2012-10,3246.437,
2013-01,2957.619,
2013-04,2801.127,
2013-07,3086.134,
2013-10,3395.606,
2014-01,2973.454,Provisional value
2014-04,2828.742,Provisional value
2014-07,3239.214,Provisional value
