"",BBK01.OUC009,BBK01.OUC009_FLAGS
"",Money market paper issued by domestic banks (MFIs) / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:01,
1993-12,0.025,
1994-01,0.036,
1994-02,0.029,
1994-03,0.027,
1994-04,0.044,
1994-05,0.066,
1994-06,0.022,
1994-07,0.022,
1994-08,0.021,
1994-09,0.024,
1994-10,0.037,
1994-11,0.036,
1994-12,0.052,
1995-01,0.026,
1995-02,0.134,
1995-03,0.128,
1995-04,0.109,
1995-05,0.010,
1995-06,0.015,
1995-07,0.047,
1995-08,0.017,
1995-09,0.019,
1995-10,0.009,
1995-11,0.011,
1995-12,0.042,
1996-01,0.173,
1996-02,0.188,
1996-03,0.243,
1996-04,0.063,
1996-05,0.055,
1996-06,0.119,
1996-07,0.043,
1996-08,0.224,
1996-09,0.057,
1996-10,0.354,
1996-11,0.219,
1996-12,0.043,
1997-01,0.018,
1997-02,0.005,
1997-03,0.015,
1997-04,0.068,
1997-05,0.044,
1997-06,0.003,
1997-07,0.008,
1997-08,0.001,
1997-09,0.003,
1997-10,0.003,
1997-11,0.003,
1997-12,0.009,
1998-01,0.104,
1998-02,0.002,
1998-03,0.034,
1998-04,0.104,
1998-05,0.036,
1998-06,0.034,
1998-07,1.027,
1998-08,1.140,
1998-09,0.882,
1998-10,1.366,
1998-11,1.631,
1998-12,1.962,
1999-01,2.014,
1999-02,1.688,
1999-03,1.584,
1999-04,2.371,
1999-05,2.382,
1999-06,1.914,
1999-07,2.070,
1999-08,2.700,
1999-09,3.365,
1999-10,4.789,
1999-11,6.003,
1999-12,6.242,
2000-01,4.368,
2000-02,4.281,
2000-03,4.764,
2000-04,5.933,
2000-05,3.738,
2000-06,3.520,
2000-07,3.760,
2000-08,3.193,
2000-09,3.102,
2000-10,1.919,
2000-11,1.083,
2000-12,1.202,
2001-01,1.322,
2001-02,1.201,
2001-03,1.190,
2001-04,1.163,
2001-05,1.089,
2001-06,1.044,
2001-07,0.988,
2001-08,1.592,
2001-09,0.954,
2001-10,2.910,
2001-11,3.309,
2001-12,3.319,
2002-01,2.875,
2002-02,2.809,
2002-03,3.332,
2002-04,3.473,
2002-05,3.328,
2002-06,3.219,
2002-07,3.248,
2002-08,3.269,
2002-09,3.141,
2002-10,0.987,
2002-11,2.570,
2002-12,2.672,
2003-01,2.888,
2003-02,2.074,
2003-03,2.009,
2003-04,2.043,
2003-05,1.675,
2003-06,1.871,
2003-07,1.791,
2003-08,1.185,
2003-09,1.756,
2003-10,1.506,
2003-11,1.863,
2003-12,1.533,
2004-01,1.325,
2004-02,1.525,
2004-03,1.663,
2004-04,1.594,
2004-05,1.442,
2004-06,1.116,
2004-07,0.871,
2004-08,0.649,
2004-09,0.891,
2004-10,0.889,
2004-11,0.952,
2004-12,0.876,
2005-01,1.526,
2005-02,1.746,
2005-03,1.903,
2005-04,1.926,
2005-05,1.798,
2005-06,1.756,
2005-07,2.027,
2005-08,2.442,
2005-09,2.417,
2005-10,2.190,
2005-11,2.551,
2005-12,1.257,
2006-01,1.927,
2006-02,1.994,
2006-03,2.318,
2006-04,3.386,
2006-05,3.095,
2006-06,2.224,
2006-07,1.706,
2006-08,1.421,
2006-09,1.548,
2006-10,2.052,
2006-11,1.978,
2006-12,1.866,
2007-01,1.828,
2007-02,2.861,
2007-03,3.624,
2007-04,3.161,
2007-05,3.677,
2007-06,5.684,
2007-07,5.283,
2007-08,5.527,
2007-09,5.275,
2007-10,5.799,
2007-11,7.045,
2007-12,7.704,
2008-01,9.280,
2008-02,9.766,
2008-03,9.773,
2008-04,10.152,
2008-05,10.124,
2008-06,10.151,
2008-07,9.404,
2008-08,9.217,
2008-09,9.111,
2008-10,8.409,
2008-11,17.406,
2008-12,18.045,
2009-01,15.926,
2009-02,14.457,
2009-03,5.342,
2009-04,4.146,
2009-05,3.880,
2009-06,4.146,
2009-07,4.228,
2009-08,4.221,
2009-09,2.289,
2009-10,2.538,
2009-11,2.546,
2009-12,19.250,
2010-01,19.160,
2010-02,18.308,
2010-03,17.003,
2010-04,16.707,
2010-05,16.707,
2010-06,15.892,
2010-07,16.712,
2010-08,17.411,
2010-09,15.731,
2010-10,2.159,
2010-11,2.545,
2010-12,1.831,
2011-01,1.828,
2011-02,3.747,
2011-03,2.253,
2011-04,0.365,
2011-05,0.365,
2011-06,0.377,
2011-07,0.304,
2011-08,0.052,
2011-09,0.004,
2011-10,0.004,
2011-11,0.008,
2011-12,0.008,
2012-01,0.008,
2012-02,0.006,
2012-03,0.006,
2012-04,0.005,
2012-05,0.008,
2012-06,0.004,
2012-07,0.005,
2012-08,0.006,
2012-09,0.004,
2012-10,0.006,
2012-11,0.005,
2012-12,0.006,
2013-01,0.003,
2013-02,0.002,
2013-03,0.002,
2013-04,0.002,
2013-05,0.001,
2013-06,0.001,
2013-07,0.001,
2013-08,0.011,
2013-09,0.011,
2013-10,0.001,
2013-11,0.001,
2013-12,0.004,
2014-01,0.003,
2014-02,0.006,
2014-03,0.011,
2014-04,0.011,
2014-05,0.001,
2014-06,0.006,
2014-07,0.027,
2014-08,0.023,
2014-09,0.009,
2014-10,0.016,
2014-11,0.064,
2014-12,0.052,Provisional value
