"",BBK01.QUJ429,BBK01.QUJ429_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Slovenia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:30,
1994-01,0.184,
1994-02,0.123,
1994-03,0.125,
1994-04,0.075,
1994-05,0.181,
1994-06,0.124,
1994-07,0.206,
1994-08,0.188,
1994-09,0.225,
1994-10,0.287,
1994-11,0.298,
1994-12,0.367,
1995-01,0.396,
1995-02,0.411,
1995-03,0.395,
1995-04,0.421,
1995-05,0.422,
1995-06,0.442,
1995-07,0.441,
1995-08,0.403,
1995-09,0.370,
1995-10,0.375,
1995-11,0.361,
1995-12,0.391,
1996-01,0.384,
1996-02,0.413,
1996-03,0.379,
1996-04,0.416,
1996-05,0.399,
1996-06,0.422,
1996-07,0.343,
1996-08,0.364,
1996-09,0.292,
1996-10,0.334,
1996-11,0.343,
1996-12,0.329,
1997-01,0.356,
1997-02,0.374,
1997-03,0.383,
1997-04,0.376,
1997-05,0.409,
1997-06,0.378,
1997-07,0.376,
1997-08,0.346,
1997-09,0.243,
1997-10,0.198,
1997-11,0.226,
1997-12,0.336,
1998-01,0.363,
1998-02,0.411,
1998-03,0.429,
1998-04,0.412,
1998-05,0.461,
1998-06,0.347,
1998-07,0.384,
1998-08,0.356,
1998-09,0.259,
1998-10,0.304,
1998-11,0.394,
1998-12,0.464,
1999-01,0.185,
1999-02,0.217,
1999-03,0.177,
1999-04,0.181,
1999-05,0.120,
1999-06,0.085,
1999-07,0.149,
1999-08,0.140,
1999-09,0.118,
1999-10,0.155,
1999-11,0.074,
1999-12,0.113,
2000-01,0.140,
2000-02,0.173,
2000-03,0.241,
2000-04,0.194,
2000-05,0.137,
2000-06,0.174,
2000-07,0.254,
2000-08,0.124,
2000-09,0.228,
2000-10,0.170,
2000-11,0.172,
2000-12,0.147,
2001-01,0.213,
2001-02,0.192,
2001-03,0.144,
2001-04,0.193,
2001-05,0.261,
2001-06,0.747,
2001-07,0.803,
2001-08,0.712,
2001-09,0.754,
2001-10,0.739,
2001-11,0.728,
2001-12,0.533,
2002-01,0.661,
2002-02,0.758,
2002-03,0.743,
2002-04,0.600,
2002-05,0.643,
2002-06,0.646,
2002-07,0.664,
2002-08,0.654,
2002-09,0.732,
2002-10,0.663,
2002-11,0.652,
2002-12,0.651,
2003-01,0.715,
2003-02,0.630,
2003-03,0.742,
2003-04,0.617,
2003-05,0.629,
2003-06,0.694,
2003-07,0.663,
2003-08,0.629,
2003-09,0.605,
2003-10,0.666,
2003-11,0.629,
2003-12,0.624,
2004-01,0.589,
2004-02,0.667,
2004-03,0.606,
2004-04,0.679,
2004-05,0.648,
2004-06,0.647,
2004-07,0.608,
2004-08,0.677,
2004-09,0.746,
2004-10,0.863,
2004-11,0.694,
2004-12,0.716,
2005-01,0.738,
2005-02,0.696,
2005-03,0.710,
2005-04,0.749,
2005-05,0.751,
2005-06,0.747,
2005-07,0.808,
2005-08,0.923,
2005-09,0.826,
2005-10,0.856,
2005-11,0.871,
2005-12,0.943,
2006-01,0.914,
2006-02,0.834,
2006-03,0.890,
2006-04,0.910,
2006-05,0.899,
2006-06,1.107,
2006-07,1.057,
2006-08,0.907,
2006-09,1.017,
2006-10,0.890,
2006-11,0.958,
2006-12,0.925,
2007-01,0.130,
2007-02,0.152,
2007-03,0.150,
2007-04,0.145,
2007-05,0.118,
2007-06,0.032,
2007-07,0.076,
2007-08,0.148,
2007-09,0.150,
2007-10,0.146,
2007-11,0.040,
2007-12,0.723,
2008-01,0.587,
2008-02,0.644,
2008-03,0.729,
2008-04,0.640,
2008-05,0.645,
2008-06,0.702,
2008-07,0.645,
2008-08,0.634,
2008-09,0.784,
2008-10,0.702,
2008-11,0.728,
2008-12,0.728,
2009-01,0.749,
2009-02,0.683,
2009-03,0.641,
2009-04,0.756,
2009-05,0.785,
2009-06,0.748,
2009-07,0.884,
2009-08,0.867,
2009-09,0.972,
2009-10,0.922,
2009-11,0.925,
2009-12,0.015,
2010-01,0.016,
2010-02,0.018,
2010-03,0.016,
2010-04,0.016,
2010-05,0.015,
2010-06,0.062,
2010-07,0.022,
2010-08,0.016,
2010-09,0.025,
2010-10,0.027,
2010-11,0.059,
2010-12,0.026,
2011-01,0.008,
2011-02,0.010,
2011-03,0.013,
2011-04,0.037,
2011-05,0.023,
2011-06,0.014,
2011-07,0.001,
2011-08,0.023,
2011-09,0.022,
2011-10,0.002,
2011-11,0.002,
2011-12,0.004,
2012-01,0.002,
2012-02,0.002,
2012-03,0.000,
2012-04,0.007,
2012-05,0.024,
2012-06,0.005,
2012-07,0.008,
2012-08,0.009,
2012-09,0.003,
2012-10,0.000,
2012-11,0.002,
2012-12,0.003,
2013-01,0.009,
2013-02,0.008,
2013-03,0.023,
2013-04,0.060,
2013-05,0.077,
2013-06,0.100,
2013-07,0.062,
2013-08,0.104,
2013-09,0.060,
2013-10,0.095,
2013-11,0.020,
2013-12,0.021,
2014-01,0.025,
2014-02,0.028,
2014-03,0.028,
2014-04,0.004,
2014-05,0.056,
2014-06,0.064,
2014-07,0.060,
2014-08,0.046,
2014-09,0.048,
2014-10,0.058,
2014-11,0.029,
