"",BBK01.OUU247,BBK01.OUU247_FLAGS
"",Time deposits of non-profit institutions / for more than two years / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:24,
1999-01,0.168,
1999-02,0.171,
1999-03,0.174,
1999-04,0.176,
1999-05,0.174,
1999-06,0.165,
1999-07,0.172,
1999-08,0.193,
1999-09,0.199,
1999-10,0.184,
1999-11,0.184,
1999-12,0.207,
2000-01,0.177,
2000-02,0.204,
2000-03,0.201,
2000-04,0.202,
2000-05,0.199,
2000-06,0.189,
2000-07,0.188,
2000-08,0.187,
2000-09,0.187,
2000-10,0.183,
2000-11,0.187,
2000-12,0.186,
2001-01,0.179,
2001-02,0.177,
2001-03,0.169,
2001-04,0.162,
2001-05,0.162,
2001-06,0.161,
2001-07,0.159,
2001-08,0.157,
2001-09,0.158,
2001-10,0.157,
2001-11,0.155,
2001-12,0.158,
2002-01,0.159,
2002-02,0.159,
2002-03,0.157,
2002-04,0.154,
2002-05,0.155,
2002-06,0.155,
2002-07,0.154,
2002-08,0.153,
2002-09,0.159,
2002-10,0.141,
2002-11,0.136,
2002-12,0.139,
2003-01,0.132,
2003-02,0.128,
2003-03,0.127,
2003-04,0.127,
2003-05,0.122,
2003-06,0.120,
2003-07,0.125,
2003-08,0.126,
2003-09,0.127,
2003-10,0.127,
2003-11,0.127,
2003-12,0.132,
2004-01,0.135,
2004-02,0.135,
2004-03,0.136,
2004-04,0.138,
2004-05,0.137,
2004-06,0.136,
2004-07,0.139,
2004-08,0.140,
2004-09,0.143,
2004-10,0.144,
2004-11,0.141,
2004-12,0.149,
2005-01,0.150,
2005-02,0.161,
2005-03,0.163,
2005-04,0.158,
2005-05,0.164,
2005-06,0.165,
2005-07,0.165,
2005-08,0.173,
2005-09,0.175,
2005-10,0.175,
2005-11,0.174,
2005-12,0.173,
2006-01,0.173,
2006-02,0.164,
2006-03,0.163,
2006-04,0.162,
2006-05,0.162,
2006-06,0.167,
2006-07,0.166,
2006-08,0.163,
2006-09,0.165,
2006-10,0.163,
2006-11,0.168,
2006-12,0.170,
2007-01,0.169,
2007-02,0.169,
2007-03,0.168,
2007-04,0.169,
2007-05,0.167,
2007-06,0.161,
2007-07,0.164,
2007-08,0.167,
2007-09,0.172,
2007-10,0.170,
2007-11,0.166,
2007-12,0.170,
2008-01,0.169,
2008-02,0.172,
2008-03,0.171,
2008-04,0.170,
2008-05,0.173,
2008-06,0.176,
2008-07,0.176,
2008-08,0.173,
2008-09,0.174,
2008-10,0.173,
2008-11,0.174,
2008-12,0.174,
2009-01,0.172,
2009-02,0.173,
2009-03,0.172,
2009-04,0.175,
2009-05,0.177,
2009-06,0.176,
2009-07,0.177,
2009-08,0.179,
2009-09,0.180,
2009-10,0.182,
2009-11,0.180,
2009-12,0.173,
2010-01,0.177,
2010-02,0.179,
2010-03,0.171,
2010-04,0.179,
2010-05,0.179,
2010-06,0.182,
2010-07,0.186,
2010-08,0.189,
2010-09,0.190,
2010-10,0.190,
2010-11,0.191,
2010-12,0.198,
2011-01,0.196,
2011-02,0.198,
2011-03,0.203,
2011-04,0.203,
2011-05,0.204,
2011-06,0.202,
2011-07,0.203,
2011-08,0.203,
2011-09,0.206,
2011-10,0.206,
2011-11,0.206,
2011-12,0.208,
2012-01,0.208,
2012-02,0.207,
2012-03,0.206,
2012-04,0.206,
2012-05,0.203,
2012-06,0.207,
2012-07,0.209,
2012-08,0.210,
2012-09,0.207,
2012-10,0.207,
2012-11,0.208,
2012-12,0.212,
2013-01,0.215,
2013-02,0.216,
2013-03,0.218,
2013-04,0.219,
2013-05,0.219,
2013-06,0.218,
2013-07,0.217,
2013-08,0.218,
2013-09,0.216,
2013-10,0.215,
2013-11,0.212,
2013-12,0.217,
2014-01,0.220,
2014-02,0.224,
2014-03,0.222,
2014-04,0.224,
2014-05,0.222,
2014-06,0.224,
2014-07,0.225,
2014-08,0.225,
2014-09,0.223,
2014-10,0.223,
2014-11,0.225,
2014-12,0.209,Provisional value
