"",BBK01.OUC111,BBK01.OUC111_FLAGS
"",Participating interests / in foreign enterprises   / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:53:22,
1968-12,0.122,
1969-01,0.123,
1969-02,0.127,
1969-03,0.128,
1969-04,0.128,
1969-05,0.130,
1969-06,0.136,
1969-07,0.136,
1969-08,0.136,
1969-09,0.136,
1969-10,0.137,
1969-11,0.139,
1969-12,0.138,
1970-01,0.140,
1970-02,0.140,
1970-03,0.140,
1970-04,0.141,
1970-05,0.146,
1970-06,0.146,
1970-07,0.148,
1970-08,0.153,
1970-09,0.158,
1970-10,0.159,
1970-11,0.160,
1970-12,0.170,
1971-01,0.171,
1971-02,0.171,
1971-03,0.172,
1971-04,0.171,
1971-05,0.174,
1971-06,0.160,
1971-07,0.161,
1971-08,0.168,
1971-09,0.168,
1971-10,0.168,
1971-11,0.168,
1971-12,0.183,
1972-01,0.183,
1972-02,0.183,
1972-03,0.184,
1972-04,0.180,
1972-05,0.182,
1972-06,0.183,
1972-07,0.184,
1972-08,0.183,
1972-09,0.190,
1972-10,0.191,
1972-11,0.205,
1972-12,0.216,
1973-01,0.213,
1973-02,0.223,
1973-03,0.223,
1973-04,0.229,
1973-05,0.235,
1973-06,0.237,
1973-07,0.237,
1973-08,0.234,
1973-09,0.235,
1973-10,0.283,
1973-11,0.296,
1973-12,0.306,
1974-01,0.304,
1974-02,0.305,
1974-03,0.306,
1974-04,0.307,
1974-05,0.311,
1974-06,0.316,
1974-07,0.317,
1974-08,0.318,
1974-09,0.319,
1974-10,0.359,
1974-11,0.359,
1974-12,0.365,
1975-01,0.363,
1975-02,0.365,
1975-03,0.365,
1975-04,0.366,
1975-05,0.367,
1975-06,0.366,
1975-07,0.368,
1975-08,0.369,
1975-09,0.370,
1975-10,0.416,
1975-11,0.418,
1975-12,0.417,
1976-01,0.417,
1976-02,0.421,
1976-03,0.421,
1976-04,0.422,
1976-05,0.422,
1976-06,0.421,
1976-07,0.421,
1976-08,0.420,
1976-09,0.430,
1976-10,0.430,
1976-11,0.431,
1976-12,0.457,
1977-01,0.447,
1977-02,0.448,
1977-03,0.522,
1977-04,0.523,
1977-05,0.524,
1977-06,0.524,
1977-07,0.524,
1977-08,0.527,
1977-09,0.536,
1977-10,0.544,
1977-11,0.545,
1977-12,0.550,
1978-01,0.546,
1978-02,0.547,
1978-03,0.580,
1978-04,0.605,
1978-05,0.605,
1978-06,0.608,
1978-07,0.608,
1978-08,0.620,
1978-09,0.620,
1978-10,0.621,
1978-11,0.621,
1978-12,0.624,
1979-01,0.617,
1979-02,0.625,
1979-03,0.647,
1979-04,0.647,
1979-05,0.648,
1979-06,0.648,
1979-07,0.672,
1979-08,0.674,
1979-09,0.673,
1979-10,0.722,
1979-11,0.723,
1979-12,0.709,
1980-01,0.704,
1980-02,0.759,
1980-03,0.845,
1980-04,0.849,
1980-05,0.852,
1980-06,0.853,
1980-07,0.855,
1980-08,0.867,
1980-09,0.867,
1980-10,0.867,
1980-11,0.879,
1980-12,0.903,
1981-01,0.938,
1981-02,0.938,
1981-03,0.938,
1981-04,0.938,
1981-05,0.939,
1981-06,0.953,
1981-07,0.954,
1981-08,0.969,
1981-09,0.970,
1981-10,0.982,
1981-11,0.989,
1981-12,1.007,
1982-01,1.002,
1982-02,1.003,
1982-03,1.058,
1982-04,1.058,
1982-05,1.059,
1982-06,1.060,
1982-07,1.060,
1982-08,1.060,
1982-09,1.060,
1982-10,1.074,
1982-11,1.074,
1982-12,1.044,
1983-01,1.037,
1983-02,1.037,
1983-03,1.040,
1983-04,1.047,
1983-05,1.048,
1983-06,1.050,
1983-07,1.051,
1983-08,1.051,
1983-09,1.051,
1983-10,1.051,
1983-11,1.053,
1983-12,1.074,
1984-01,1.071,
1984-02,1.073,
1984-03,1.073,
1984-04,1.078,
1984-05,1.080,
1984-06,1.092,
1984-07,1.158,
1984-08,1.159,
1984-09,1.159,
1984-10,1.170,
1984-11,1.215,
1984-12,1.237,
1985-01,1.222,
1985-02,1.224,
1985-03,1.224,
1985-04,1.303,
1985-05,1.323,
1985-06,1.325,
1985-07,1.334,
1985-08,1.338,
1985-09,1.336,
1985-10,1.341,
1985-11,1.309,
1985-12,1.335,
1986-01,1.329,
1986-02,1.334,
1986-03,1.340,
1986-04,1.340,
1986-05,1.363,
1986-06,1.413,
1986-07,1.418,
1986-08,1.422,
1986-09,1.428,
1986-10,1.438,
1986-11,1.464,
1986-12,2.072,
1987-01,2.041,
1987-02,2.374,
1987-03,2.371,
1987-04,2.286,
1987-05,2.285,
1987-06,2.285,
1987-07,2.292,
1987-08,2.294,
1987-09,2.296,
1987-10,2.305,
1987-11,2.304,
1987-12,2.339,
1988-01,2.303,
1988-02,2.310,
1988-03,2.329,
1988-04,2.347,
1988-05,2.398,
1988-06,2.450,
1988-07,2.447,
1988-08,2.476,
1988-09,2.493,
1988-10,2.526,
1988-11,2.544,
1988-12,2.616,
1989-01,2.603,
1989-02,2.645,
1989-03,2.652,
1989-04,2.711,
1989-05,2.710,
1989-06,2.714,
1989-07,2.714,
1989-08,2.745,
1989-09,2.744,
1989-10,2.787,
1989-11,3.296,
1989-12,3.677,
1990-01,4.426,
1990-02,4.441,
1990-03,4.485,
1990-04,4.555,
1990-05,4.558,
1990-06,4.734,
1990-07,4.718,
1990-08,4.766,
1990-09,4.766,
1990-10,4.781,
1990-11,4.797,
1990-12,4.788,
1991-01,4.755,
1991-02,4.753,
1991-03,4.775,
1991-04,4.847,
1991-05,4.860,
1991-06,4.878,
1991-07,4.872,
1991-08,4.873,
1991-09,4.894,
1991-10,4.904,
1991-11,4.904,
1991-12,5.032,
1992-01,5.025,
1992-02,5.025,
1992-03,5.029,
1992-04,5.030,
1992-05,5.030,
1992-06,5.057,
1992-07,5.057,
1992-08,5.079,
1992-09,5.110,
1992-10,5.118,
1992-11,5.143,
1992-12,5.209,
1993-01,5.259,
1993-02,5.263,
1993-03,5.264,
1993-04,5.272,
1993-05,5.274,
1993-06,5.426,
1993-07,5.427,
1993-08,5.476,
1993-09,5.478,
1993-10,5.530,
1993-11,5.616,
1993-12,2.293,
1994-01,2.292,
1994-02,2.291,
1994-03,2.369,
1994-04,2.368,
1994-05,2.372,
1994-06,2.371,
1994-07,2.606,
1994-08,2.610,
