"",BBK01.TU1000,BBK01.TU1000_FLAGS
"",Number of German banks (MFIs) with foreign branches,
unit,ANZAHL (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:35:01,
1973-06,8,
1973-07,9,
1973-08,9,
1973-09,9,
1973-10,10,
1973-11,10,
1973-12,10,
1974-01,10,
1974-02,10,
1974-03,10,
1974-04,10,
1974-05,10,
1974-06,10,
1974-07,10,
1974-08,10,
1974-09,10,
1974-10,11,
1974-11,11,
1974-12,11,
1975-01,11,
1975-02,11,
1975-03,11,
1975-04,11,
1975-05,11,
1975-06,11,
1975-07,11,
1975-08,11,
1975-09,11,
1975-10,11,
1975-11,11,
1975-12,11,
1976-01,12,
1976-02,12,
1976-03,12,
1976-04,12,
1976-05,12,
1976-06,12,
1976-07,12,
1976-08,12,
1976-09,12,
1976-10,13,
1976-11,14,
1976-12,14,
1977-01,14,
1977-02,14,
1977-03,14,
1977-04,14,
1977-05,14,
1977-06,14,
1977-07,14,
1977-08,15,
1977-09,15,
1977-10,15,
1977-11,15,
1977-12,15,
1978-01,15,
1978-02,15,
1978-03,15,
1978-04,14,
1978-05,14,
1978-06,14,
1978-07,14,
1978-08,14,
1978-09,14,
1978-10,14,
1978-11,15,
1978-12,15,
1979-01,15,
1979-02,15,
1979-03,15,
1979-04,15,
1979-05,15,
1979-06,15,
1979-07,15,
1979-08,16,
1979-09,16,
1979-10,16,
1979-11,16,
1979-12,16,
1980-01,16,
1980-02,17,
1980-03,17,
1980-04,17,
1980-05,17,
1980-06,17,
1980-07,17,
1980-08,17,
1980-09,16,
1980-10,16,
1980-11,16,
1980-12,16,
1981-01,16,
1981-02,16,
1981-03,16,
1981-04,17,
1981-05,17,
1981-06,17,
1981-07,17,
1981-08,17,
1981-09,17,
1981-10,17,
1981-11,17,
1981-12,17,
1982-01,17,
1982-02,17,
1982-03,18,
1982-04,18,
1982-05,18,
1982-06,18,
1982-07,18,
1982-08,18,
1982-09,18,
1982-10,19,
1982-11,19,
1982-12,19,
1983-01,19,
1983-02,19,
1983-03,19,
1983-04,20,
1983-05,20,
1983-06,20,
1983-07,20,
1983-08,20,
1983-09,20,
1983-10,20,
1983-11,21,
1983-12,21,
1984-01,21,
1984-02,21,
1984-03,21,
1984-04,21,
1984-05,21,
1984-06,21,
1984-07,21,
1984-08,21,
1984-09,21,
1984-10,21,
1984-11,21,
1984-12,22,
1985-01,22,
1985-02,22,
1985-03,22,
1985-04,23,
1985-05,23,
1985-06,23,
1985-07,23,
1985-08,23,
1985-09,23,
1985-10,23,
1985-11,23,
1985-12,23,
1986-01,23,
1986-02,23,
1986-03,23,
1986-04,23,
1986-05,23,
1986-06,23,
1986-07,23,
1986-08,23,
1986-09,23,
1986-10,24,
1986-11,24,
1986-12,24,
1987-01,24,
1987-02,24,
1987-03,24,
1987-04,24,
1987-05,24,
1987-06,24,
1987-07,24,
1987-08,24,
1987-09,24,
1987-10,24,
1987-11,24,
1987-12,24,
1988-01,24,
1988-02,24,
1988-03,24,
1988-04,24,
1988-05,24,
1988-06,24,
1988-07,24,
1988-08,24,
1988-09,24,
1988-10,24,
1988-11,25,
1988-12,25,
1989-01,25,
1989-02,25,
1989-03,25,
1989-04,25,
1989-05,25,
1989-06,25,
1989-07,25,
1989-08,25,
1989-09,26,
1989-10,26,
1989-11,26,
1989-12,26,
1990-01,26,
1990-02,27,
1990-03,27,
1990-04,27,
1990-05,27,
1990-06,27,
1990-07,27,
1990-08,27,
1990-09,27,
1990-10,27,
1990-11,27,
1990-12,27,
1991-01,27,
1991-02,27,
1991-03,28,
1991-04,29,
1991-05,29,
1991-06,29,
1991-07,29,
1991-08,29,
1991-09,29,
1991-10,29,
1991-11,29,
1991-12,30,
1992-01,30,
1992-02,32,
1992-03,32,
1992-04,32,
1992-05,32,
1992-06,32,
1992-07,32,
1992-08,32,
1992-09,32,
1992-10,33,
1992-11,35,
1992-12,44,
1993-01,47,
1993-02,48,
1993-03,48,
1993-04,48,
1993-05,48,
1993-06,48,
1993-07,48,
1993-08,48,
1993-09,48,
1993-10,50,
1993-11,50,
1993-12,52,
1994-01,52,
1994-02,53,
1994-03,54,
1994-04,55,
1994-05,56,
1994-06,56,
1994-07,57,
1994-08,58,
1994-09,58,
1994-10,58,
1994-11,58,
1994-12,58,
1995-01,59,
1995-02,60,
1995-03,61,
1995-04,61,
1995-05,61,
1995-06,61,
1995-07,60,
1995-08,60,
1995-09,60,
1995-10,60,
1995-11,60,
1995-12,60,
1996-01,60,
1996-02,62,
1996-03,62,
1996-04,62,
1996-05,62,
1996-06,62,
1996-07,62,
1996-08,63,
1996-09,62,
1996-10,62,
1996-11,62,
1996-12,61,
1997-01,61,
1997-02,61,
1997-03,62,
1997-04,61,
1997-05,61,
1997-06,61,
1997-07,62,
1997-08,62,
1997-09,63,
1997-10,63,
1997-11,62,
1997-12,62,
1998-01,63,
1998-02,63,
1998-03,63,
1998-04,65,
1998-05,65,
1998-06,65,
1998-07,65,
1998-08,65,
1998-09,66,
1998-10,66,
1998-11,67,
1998-12,68,
1999-01,65,
1999-02,65,
1999-03,65,
1999-04,64,
1999-05,65,
1999-06,65,
1999-07,66,
1999-08,65,
1999-09,66,
1999-10,66,
1999-11,67,
1999-12,66,
2000-01,68,
2000-02,68,
2000-03,73,
2000-04,73,
2000-05,72,
2000-06,74,
2000-07,74,
2000-08,74,
2000-09,73,
2000-10,72,
2000-11,72,
2000-12,71,
2001-01,70,
2001-02,70,
2001-03,71,
2001-04,71,
2001-05,71,
2001-06,71,
2001-07,70,
2001-08,70,
2001-09,70,
2001-10,69,
2001-11,69,
2001-12,68,
2002-01,68,
2002-02,68,
2002-03,65,
2002-04,64,
2002-05,63,
2002-06,63,
2002-07,62,
2002-08,62,
2002-09,61,
2002-10,59,
2002-11,60,
2002-12,60,
2003-01,60,
2003-02,60,
2003-03,60,
2003-04,59,
2003-05,58,
2003-06,58,
2003-07,55,
2003-08,54,
2003-09,54,
2003-10,55,
2003-11,55,
2003-12,55,
2004-01,55,
2004-02,55,
2004-03,55,
2004-04,55,
2004-05,55,
2004-06,55,
2004-07,54,
2004-08,54,
2004-09,53,
2004-10,53,
2004-11,53,
2004-12,52,
2005-01,52,
2005-02,52,
2005-03,52,
2005-04,52,
2005-05,54,
2005-06,54,
2005-07,54,
2005-08,53,
2005-09,53,
2005-10,54,
2005-11,54,
2005-12,54,
2006-01,54,
2006-02,54,
2006-03,54,
2006-04,54,
2006-05,54,
2006-06,54,
2006-07,54,
2006-08,54,
2006-09,53,
2006-10,53,
2006-11,53,
2006-12,53,
2007-01,53,
2007-02,53,
2007-03,53,
2007-04,53,
2007-05,53,
2007-06,53,
2007-07,52,
2007-08,52,
2007-09,52,
2007-10,52,
2007-11,52,
2007-12,52,
2008-01,52,
2008-02,52,
2008-03,52,
2008-04,53,
2008-05,53,
2008-06,55,
2008-07,54,
2008-08,54,
2008-09,54,
2008-10,55,
2008-11,54,
2008-12,56,
2009-01,56,
2009-02,56,
2009-03,56,
2009-04,56,
2009-05,56,
2009-06,55,
2009-07,54,
2009-08,54,
2009-09,54,
2009-10,54,
2009-11,53,
2009-12,51,
2010-01,53,
2010-02,53,
2010-03,53,
2010-04,55,
2010-05,55,
2010-06,55,
2010-07,56,
2010-08,56,
2010-09,56,
2010-10,56,
2010-11,56,
2010-12,55,
2011-01,55,
2011-02,55,
2011-03,55,
2011-04,55,
2011-05,55,
2011-06,55,
2011-07,55,
2011-08,55,
2011-09,55,
2011-10,56,
2011-11,56,
2011-12,56,
2012-01,56,
2012-02,56,
2012-03,56,
2012-04,56,
2012-05,57,
2012-06,57,
2012-07,57,
2012-08,57,
2012-09,57,
2012-10,56,
2012-11,55,
2012-12,55,
2013-01,55,
2013-02,55,
2013-03,55,
2013-04,55,
2013-05,55,
2013-06,55,
2013-07,54,
2013-08,54,
2013-09,55,
2013-10,55,
2013-11,55,
2013-12,56,
2014-01,56,
2014-02,56,
2014-03,56,
2014-04,56,
2014-05,56,
2014-06,56,
2014-07,56,
2014-08,56,
2014-09,56,
2014-10,56,
