"",BBK01.TVD408,BBK01.TVD408_FLAGS
2004-11,5919,
2004-12,-3022,
2005-01,4381,
2005-02,27781,
2005-03,-15032,
2005-04,264,
2005-05,10302,
2005-06,9384,
2005-07,-5632,
2005-08,-3319,
2005-09,14682,
2005-10,14946,
2005-11,4101,
2005-12,-17275,
2006-01,15283,
2006-02,2007,
2006-03,17021,
2006-04,-11784,
2006-05,3263,
2006-06,9894,
2006-07,-12557,
2006-08,-2025,
2006-09,-2558,
2006-10,1551,
2006-11,-8536,
2006-12,10866,
2007-01,-1126,
2007-02,9264,
2007-03,-7785,
2007-04,28805,
2007-05,7675,
2007-06,9217,
2007-07,-8231,
2007-08,3847,
2007-09,12323,
2007-10,1213,
2007-11,14568,
2007-12,-22373,
2008-01,31770,
2008-02,-2548,
2008-03,-5842,
2008-04,1859,
2008-05,-7115,
2008-06,3936,
2008-07,-6493,
2008-08,-5514,
2008-09,1950,
2008-10,14842,
2008-11,10423,
2008-12,-3575,
2009-01,6874,
2009-02,299,
2009-03,-3897,
2009-04,-4154,
2009-05,-7525,
2009-06,-7230,
2009-07,11475,
2009-08,10917,
2009-09,-25168,
2009-10,24409,
2009-11,-6778,
2009-12,-1057,
2010-01,-10412,
2010-02,2702,
2010-03,-4692,
2010-04,7379,
2010-05,28438,
2010-06,-16768,
2010-07,11825,
2010-08,13331,
2010-09,-23522,
2010-10,-70935,
2010-11,5820,
2010-12,-24030,
2011-01,2826,
2011-02,6069,
2011-03,-16156,
2011-04,9564,
2011-05,3921,
2011-06,-4626,
2011-07,-454,
2011-08,10862,
2011-09,-6417,
2011-10,712,
2011-11,-3680,
2011-12,-14767,
2012-01,825,
2012-02,7807,
2012-03,-11829,
2012-04,6518,
2012-05,-1838,
2012-06,-13872,
2012-07,7114,
2012-08,-8481,
2012-09,-2886,
2012-10,-5785,
2012-11,-2784,
2012-12,-14481,
2013-01,4975,
2013-02,12616,
2013-03,-6770,
2013-04,4856,
2013-05,-1425,
2013-06,9113,
2013-07,-10476,
2013-08,303,
2013-09,6118,
2013-10,-3182,
2013-11,2349,
2013-12,-16916,
2014-01,11425,
2014-02,-7964,
2014-03,-6130,
2014-04,3595,
2014-05,2753,
2014-06,1111,
2014-07,14909,
2014-08,-1194,
2014-09,-2689,
2014-10,2593,
2014-11,7161,
2014-12,-17331,
2015-01,29475,
