"",BBK01.OUP348,BBK01.OUP348_FLAGS
"",Loans to the Federal Government and its special funds / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:30,
1999-01,0.445,
1999-02,0.392,
1999-03,0.619,
1999-04,0.370,
1999-05,0.577,
1999-06,0.736,
1999-07,0.673,
1999-08,0.488,
1999-09,0.467,
1999-10,0.472,
1999-11,0.472,
1999-12,1.204,
2000-01,0.400,
2000-02,0.406,
2000-03,0.539,
2000-04,0.414,
2000-05,1.063,
2000-06,0.411,
2000-07,1.012,
2000-08,0.913,
2000-09,0.452,
2000-10,0.413,
2000-11,0.432,
2000-12,0.428,
2001-01,3.011,
2001-02,3.368,
2001-03,2.650,
2001-04,3.924,
2001-05,3.522,
2001-06,2.896,
2001-07,1.974,
2001-08,2.272,
2001-09,2.153,
2001-10,1.809,
2001-11,2.502,
2001-12,1.542,
2002-01,2.585,
2002-02,1.334,
2002-03,1.444,
2002-04,1.331,
2002-05,8.383,
2002-06,8.168,
2002-07,8.597,
2002-08,8.433,
2002-09,8.094,
2002-10,8.829,
2002-11,7.067,
2002-12,6.945,
2003-01,5.633,
2003-02,6.470,
2003-03,5.673,
2003-04,6.068,
2003-05,5.658,
2003-06,6.481,
2003-07,6.424,
2003-08,6.924,
2003-09,5.867,
2003-10,5.552,
2003-11,6.468,
2003-12,6.078,
2004-01,6.306,
2004-02,5.729,
2004-03,6.239,
2004-04,5.702,
2004-05,5.708,
2004-06,5.663,
2004-07,6.112,
2004-08,5.921,
2004-09,6.386,
2004-10,6.236,
2004-11,5.480,
2004-12,5.347,
2005-01,5.967,
2005-02,5.442,
2005-03,5.490,
2005-04,5.031,
2005-05,4.724,
2005-06,4.930,
2005-07,4.904,
2005-08,4.302,
2005-09,4.204,
2005-10,3.632,
2005-11,3.376,
2005-12,3.942,
2006-01,4.144,
2006-02,4.735,
2006-03,4.511,
2006-04,4.245,
2006-05,3.725,
2006-06,3.562,
2006-07,3.553,
2006-08,3.487,
2006-09,3.458,
2006-10,3.351,
2006-11,4.026,
2006-12,3.380,
2007-01,3.359,
2007-02,2.824,
2007-03,2.107,
2007-04,2.132,
2007-05,3.229,
2007-06,2.060,
2007-07,1.842,
2007-08,2.588,
2007-09,1.582,
2007-10,1.030,
2007-11,1.671,
2007-12,1.198,
2008-01,0.493,
2008-02,0.718,
2008-03,0.375,
2008-04,1.042,
2008-05,0.713,
2008-06,0.775,
2008-07,0.654,
2008-08,1.560,
2008-09,0.129,
2008-10,0.102,
2008-11,0.138,
2008-12,2.344,
2009-01,2.830,
2009-02,2.129,
2009-03,0.129,
2009-04,0.401,
2009-05,0.223,
2009-06,0.125,
2009-07,0.769,
2009-08,1.733,
2009-09,0.733,
2009-10,0.716,
2009-11,0.332,
2009-12,0.251,
2010-01,0.783,
2010-02,0.311,
2010-03,0.254,
2010-04,0.112,
2010-05,0.126,
2010-06,0.234,
2010-07,0.152,
2010-08,0.233,
2010-09,0.658,
2010-10,0.126,
2010-11,0.129,
2010-12,0.134,
2011-01,0.280,
2011-02,1.538,
2011-03,1.834,
2011-04,0.807,
2011-05,0.958,
2011-06,0.915,
2011-07,0.867,
2011-08,1.519,
2011-09,1.585,
2011-10,1.699,
2011-11,2.715,
2011-12,5.566,
2012-01,5.711,
2012-02,4.409,
2012-03,2.909,
2012-04,2.910,
2012-05,1.884,
2012-06,1.890,
2012-07,1.883,
2012-08,1.982,
2012-09,1.882,
2012-10,1.865,
2012-11,1.865,
2012-12,0.345,
2013-01,0.344,
2013-02,0.344,
2013-03,0.353,
2013-04,0.326,
2013-05,0.307,
2013-06,0.315,
2013-07,0.316,
2013-08,0.305,
2013-09,0.304,
2013-10,0.274,
2013-11,0.275,
2013-12,0.289,
2014-01,0.275,
2014-02,0.274,
2014-03,0.290,
2014-04,0.294,
2014-05,0.299,
2014-06,0.309,
2014-07,0.311,
2014-08,0.319,
2014-09,0.315,
2014-10,0.302,
2014-11,0.321,
2014-12,0.401,Provisional value
