"",BBK01.OEAC46V,BBK01.OEAC46V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:32,
2002-01,21.075,
2002-04,21.042,
2002-07,21.034,
2002-10,20.773,
2003-01,20.437,
2003-04,19.990,
2003-07,19.993,
2003-10,19.823,
2004-01,19.455,
2004-04,19.352,
2004-07,19.318,
2004-10,19.054,
2005-01,18.717,
2005-04,18.745,
2005-07,18.889,
2005-10,18.859,
2006-01,18.729,
2006-04,19.150,
2006-07,18.863,
2006-10,18.718,
2007-01,18.524,
2007-04,18.188,
2007-07,18.226,
2007-10,18.459,
2008-01,18.265,
2008-04,17.323,
2008-07,17.411,
2008-10,17.740,
2009-01,17.397,
2009-04,19.736,
2009-07,19.797,
2009-10,21.299,
2010-01,21.476,
2010-04,21.753,
2010-07,20.312,
2010-10,20.369,
2011-01,20.926,
2011-04,20.987,
2011-07,21.465,
2011-10,21.467,
2012-01,21.572,
2012-04,22.811,
2012-07,22.822,
2012-10,22.896,
2013-01,22.853,
2013-04,22.925,
2013-07,23.139,
2013-10,23.309,
2014-01,23.534,
2014-04,23.811,
2014-07,24.017,
