"",BBK01.OEAH15J,BBK01.OEAH15J_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:00,
2002-01,19.215,
2002-04,19.343,
2002-07,19.032,
2002-10,19.662,
2003-01,19.350,
2003-04,19.655,
2003-07,19.472,
2003-10,19.960,
2004-01,20.571,
2004-04,21.005,
2004-07,22.174,
2004-10,22.033,
2005-01,23.483,
2005-04,23.872,
2005-07,24.129,
2005-10,25.581,
2006-01,25.475,
2006-04,26.173,
2006-07,26.256,
2006-10,26.597,
2007-01,26.961,
2007-04,27.403,
2007-07,28.744,
2007-10,29.213,
2008-01,28.973,
2008-04,30.029,
2008-07,30.404,
2008-10,31.235,
2009-01,31.125,
2009-04,30.928,
2009-07,30.488,
2009-10,30.944,
2010-01,30.759,
2010-04,30.881,
2010-07,29.799,
2010-10,30.182,
2011-01,30.197,
2011-04,30.493,
2011-07,30.351,
2011-10,30.497,
2012-01,30.851,
2012-04,30.851,
2012-07,30.639,
2012-10,30.967,
2013-01,30.754,
2013-04,29.066,
2013-07,28.109,
2013-10,28.140,
2014-01,26.424,
2014-04,26.163,
2014-07,25.925,
