"",BBK01.OEAH15U,BBK01.OEAH15U_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:16,
2002-01,23.540,
2002-04,23.367,
2002-07,23.429,
2002-10,24.183,
2003-01,23.809,
2003-04,23.651,
2003-07,23.730,
2003-10,24.324,
2004-01,24.165,
2004-04,23.921,
2004-07,24.050,
2004-10,24.656,
2005-01,25.314,
2005-04,25.282,
2005-07,25.289,
2005-10,25.965,
2006-01,25.819,
2006-04,25.637,
2006-07,25.796,
2006-10,26.339,
2007-01,26.348,
2007-04,26.762,
2007-07,26.983,
2007-10,27.904,
2008-01,27.676,
2008-04,27.704,
2008-07,28.199,
2008-10,29.305,
2009-01,29.109,
2009-04,29.184,
2009-07,29.668,
2009-10,30.247,
2010-01,30.178,
2010-04,30.317,
2010-07,30.694,
2010-10,31.492,
2011-01,31.332,
2011-04,31.483,
2011-07,31.952,
2011-10,32.783,
2012-01,32.663,
2012-04,32.712,
2012-07,32.831,
2012-10,33.349,
2013-01,32.977,
2013-04,33.287,
2013-07,33.540,
2013-10,34.159,
2014-01,34.076,
2014-04,34.204,
2014-07,34.610,
