"",BBK01.OEAH33G,BBK01.OEAH33G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:18,
2002-01,46.523,
2002-04,46.629,
2002-07,45.897,
2002-10,46.869,
2003-01,47.484,
2003-04,46.162,
2003-07,48.870,
2003-10,48.850,
2004-01,49.934,
2004-04,50.942,
2004-07,51.005,
2004-10,50.532,
2005-01,46.758,
2005-04,47.476,
2005-07,47.236,
2005-10,46.385,
2006-01,46.621,
2006-04,46.685,
2006-07,47.572,
2006-10,48.090,
2007-01,48.648,
2007-04,50.304,
2007-07,51.078,
2007-10,52.409,
2008-01,45.549,
2008-04,50.174,
2008-07,54.806,
2008-10,54.558,
2009-01,59.828,
2009-04,73.291,
2009-07,72.872,
2009-10,71.336,
2010-01,70.063,
2010-04,69.187,
2010-07,67.613,
2010-10,68.028,
2011-01,67.035,
2011-04,65.778,
2011-07,66.788,
2011-10,64.145,
2012-01,62.711,
2012-04,49.330,
2012-07,46.780,
2012-10,42.785,
2013-01,42.448,
2013-04,41.311,
2013-07,39.689,
2013-10,37.940,
2014-01,36.828,
2014-04,35.368,
2014-07,34.109,
