"",BBK01.QUK854,BBK01.QUK854_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Hungary / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:34,
2002-03,5.745,
2002-04,5.661,
2002-05,5.742,
2002-06,5.784,
2002-07,5.823,
2002-08,5.805,
2002-09,6.073,
2002-10,6.021,
2002-11,6.190,
2002-12,6.117,
2003-01,5.920,
2003-02,6.022,
2003-03,6.030,
2003-04,5.978,
2003-05,6.029,
2003-06,6.088,
2003-07,6.148,
2003-08,6.257,
2003-09,6.392,
2003-10,6.515,
2003-11,6.601,
2003-12,6.532,
2004-01,6.694,
2004-02,6.823,
2004-03,7.228,
2004-04,7.357,
2004-05,7.695,
2004-06,7.665,
2004-07,8.064,
2004-08,8.273,
2004-09,8.341,
2004-10,8.380,
2004-11,8.418,
2004-12,8.273,
2005-01,8.390,
2005-02,8.629,
2005-03,8.584,
2005-04,8.485,
2005-05,8.586,
2005-06,8.648,
2005-07,8.708,
2005-08,8.951,
2005-09,8.989,
2005-10,9.131,
2005-11,9.163,
2005-12,6.644,
2006-01,7.020,
2006-02,6.881,
2006-03,6.554,
2006-04,6.631,
2006-05,6.891,
2006-06,6.573,
2006-07,6.691,
2006-08,6.751,
2006-09,6.828,
2006-10,7.073,
2006-11,7.208,
2006-12,7.364,
2007-01,7.214,
2007-02,7.286,
2007-03,7.481,
2007-04,7.530,
2007-05,7.690,
2007-06,8.233,
2007-07,8.451,
2007-08,8.672,
2007-09,8.795,
2007-10,9.061,
2007-11,9.257,
2007-12,9.465,
2008-01,10.058,
2008-02,10.246,
2008-03,10.534,
2008-04,10.528,
2008-05,10.683,
2008-06,10.790,
2008-07,11.099,
2008-08,11.106,
2008-09,11.405,
2008-10,11.345,
2008-11,11.146,
2008-12,11.129,
2009-01,10.944,
2009-02,10.924,
2009-03,10.854,
2009-04,11.150,
2009-05,11.021,
2009-06,11.075,
2009-07,11.032,
2009-08,10.984,
2009-09,10.949,
2009-10,10.832,
2009-11,10.809,
2009-12,10.641,
2010-01,10.690,
2010-02,10.748,
2010-03,10.706,
2010-04,10.564,
2010-05,10.524,
2010-06,10.503,
2010-07,10.604,
2010-08,10.461,
2010-09,10.393,
2010-10,10.240,
2010-11,10.229,
2010-12,10.155,
2011-01,10.008,
2011-02,9.917,
2011-03,9.688,
2011-04,9.656,
2011-05,9.670,
2011-06,9.668,
2011-07,9.675,
2011-08,9.526,
2011-09,9.152,
2011-10,9.028,
2011-11,9.025,
2011-12,8.898,
2012-01,8.923,
2012-02,8.858,
2012-03,8.792,
2012-04,8.807,
2012-05,8.702,
2012-06,8.716,
2012-07,8.707,
2012-08,8.604,
2012-09,8.441,
2012-10,8.364,
2012-11,8.328,
2012-12,7.984,
2013-01,7.864,
2013-02,7.693,
2013-03,7.572,
2013-04,7.596,
2013-05,7.616,
2013-06,7.510,
2013-07,7.326,
2013-08,7.237,
2013-09,7.277,
2013-10,7.303,
2013-11,7.075,
2013-12,6.935,
2014-01,6.963,
2014-02,6.830,
2014-03,6.772,
2014-04,6.754,
2014-05,6.747,
2014-06,6.625,
2014-07,6.564,
2014-08,6.562,
2014-09,2.964,
2014-10,3.023,
