"",BBFB1.Q.N.DE.S19800.S1.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S19800.S1.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Balance / Emerging markets in South-East-Asia (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:34:26,
1991-01,18.381,
1991-04,-27.237,
1991-07,-26.038,
1991-10,-34.307,
1992-01,-20.551,
1992-04,-25.559,
1992-07,128.713,
1992-10,-2.200,
1993-01,-16.785,
1993-04,-8.494,
1993-07,-14.817,
1993-10,-7.767,
1994-01,-31.486,
1994-04,-29.660,
1994-07,-26.215,
1994-10,-34.414,
1995-01,-35.813,
1995-04,22.314,
1995-07,-32.732,
1995-10,-39.504,
1996-01,-39.668,
1996-04,-48.992,
1996-07,-47.056,
1996-10,-55.601,
1997-01,-52.215,
1997-04,-49.728,
1997-07,-50.469,
1997-10,-44.035,
1998-01,-49.729,
1998-04,-21.607,
1998-07,-41.570,
1998-10,-49.578,
1999-01,-42.692,
1999-04,-35.125,
1999-07,-27.423,
1999-10,-32.880,
2000-01,-37.859,
2000-04,-9.337,
2000-07,-41.616,
2000-10,-25.068,
2001-01,-64.369,
2001-04,-109.437,
2001-07,-103.004,
2001-10,-169.796,
2002-01,-134.143,
2002-04,-119.084,
2002-07,-151.423,
2002-10,-135.805,
2003-01,-175.111,
2003-04,-150.463,
2003-07,-395.400,
2003-10,-62.857,
2004-01,-196.211,
2004-04,-241.885,
2004-07,-258.073,
2004-10,-249.647,
2005-01,-307.273,
2005-04,-274.502,
2005-07,-270.810,
2005-10,-290.304,
2006-01,-232.546,
2006-04,-265.549,
2006-07,-395.620,
2006-10,-614.282,
2007-01,-544.979,
2007-04,-504.989,
2007-07,-463.357,
2007-10,-387.937,
2008-01,-381.117,
2008-04,-317.904,
2008-07,-379.358,
2008-10,-462.973,
2009-01,-347.391,
2009-04,-76.453,
2009-07,-91.777,
2009-10,-108.274,
2010-01,-130.509,
2010-04,-83.176,
2010-07,-122.523,
2010-10,-117.488,
2011-01,-154.079,
2011-04,-74.686,
2011-07,-99.288,
2011-10,-195.810,
2012-01,-120.202,
2012-04,-64.482,
2012-07,-98.491,
2012-10,-84.684,
2013-01,-120.695,
2013-04,-59.619,
2013-07,-148.093,
2013-10,-119.728,
2014-01,-132.135,Provisional value
2014-04,-99.657,Provisional value
2014-07,-55.824,Provisional value
