"",BBK01.CEF401,BBK01.CEF401_FLAGS
"",Loans                                                           debtor: Total           creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:32:49,
1999-01,157.5,
1999-04,158.4,
1999-07,163.3,
1999-10,159.1,
2000-01,165.7,
2000-04,176.9,
2000-07,161.6,
2000-10,195.3,
2001-01,219.5,
2001-04,224.9,
2001-07,221.7,
2001-10,233.2,
2002-01,267.8,
2002-04,274.8,
2002-07,291.2,
2002-10,277.3,
2003-01,290.8,
2003-04,289.7,
2003-07,291.5,
2003-10,285.2,
2004-01,285.1,
2004-04,283.4,
2004-07,291.0,
2004-10,285.2,
2005-01,271.9,
2005-04,280.5,
2005-07,286.6,
2005-10,280.8,
2006-01,300.3,
2006-04,306.9,
2006-07,317.2,
2006-10,320.8,
2007-01,318.1,
2007-04,315.7,
2007-07,321.3,
2007-10,342.2,
2008-01,348.2,
2008-04,355.6,
2008-07,359.3,
2008-10,359.7,
2009-01,365.4,
2009-04,371.4,
2009-07,363.1,
2009-10,344.7,
2010-01,351.7,
2010-04,371.2,
2010-07,367.6,
2010-10,375.6,
2011-01,381.1,
2011-04,371.6,
2011-07,381.1,
2011-10,386.4,
2012-01,393.7,
2012-04,406.8,
2012-07,405.9,
2012-10,400.7,
2013-01,402.6,
2013-04,399.7,
2013-07,405.8,
2013-10,388.6,
2014-01,402.0,
2014-04,403.3,
2014-07,420.9,
