"",BBK01.OEAA29G,BBK01.OEAA29G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:31,
2002-01,52.921,
2002-04,53.956,
2002-07,53.294,
2002-10,53.357,
2003-01,52.393,
2003-04,51.939,
2003-07,51.791,
2003-10,51.774,
2004-01,51.354,
2004-04,51.208,
2004-07,50.888,
2004-10,51.051,
2005-01,49.361,
2005-04,49.250,
2005-07,49.412,
2005-10,49.570,
2006-01,48.883,
2006-04,48.895,
2006-07,48.309,
2006-10,47.694,
2007-01,47.399,
2007-04,47.499,
2007-07,47.739,
2007-10,48.017,
2008-01,47.869,
2008-04,48.236,
2008-07,48.504,
2008-10,48.583,
2009-01,48.330,
2009-04,49.409,
2009-07,49.498,
2009-10,49.562,
2010-01,49.380,
2010-04,49.899,
2010-07,50.219,
2010-10,50.397,
2011-01,50.526,
2011-04,50.779,
2011-07,50.919,
2011-10,50.970,
2012-01,50.635,
2012-04,52.958,
2012-07,53.447,
2012-10,53.375,
2013-01,53.112,
2013-04,53.530,
2013-07,53.361,
2013-10,53.431,
2014-01,53.300,
2014-04,53.387,
2014-07,53.642,
