"",BBK01.QUF821,BBK01.QUF821_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Cyprus / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:47,
2004-12,0.251,
2005-01,0.281,
2005-02,0.269,
2005-03,0.289,
2005-04,0.265,
2005-05,0.275,
2005-06,0.293,
2005-07,0.298,
2005-08,0.312,
2005-09,0.408,
2005-10,0.462,
2005-11,0.464,
2005-12,0.479,
2006-01,0.463,
2006-02,0.466,
2006-03,0.516,
2006-04,0.524,
2006-05,0.540,
2006-06,0.410,
2006-07,0.485,
2006-08,0.485,
2006-09,0.508,
2006-10,0.511,
2006-11,0.486,
2006-12,0.495,
2007-01,0.256,
2007-02,0.271,
2007-03,0.271,
2007-04,0.272,
2007-05,0.314,
2007-06,0.360,
2007-07,0.338,
2007-08,0.351,
2007-09,0.357,
2007-10,0.377,
2007-11,0.380,
2007-12,0.362,
2008-01,0.362,
2008-02,0.358,
2008-03,0.327,
2008-04,0.327,
2008-05,0.327,
2008-06,0.334,
2008-07,0.344,
2008-08,0.374,
2008-09,0.371,
2008-10,0.377,
2008-11,0.379,
2008-12,0.376,
2009-01,0.377,
2009-02,0.375,
2009-03,0.376,
2009-04,0.376,
2009-05,0.375,
2009-06,0.376,
2009-07,0.380,
2009-08,0.362,
2009-09,0.363,
2009-10,0.373,
2009-11,0.374,
2009-12,0.376,
2010-01,0.477,
2010-02,0.464,
2010-03,0.449,
2010-04,0.453,
2010-05,0.506,
2010-06,0.480,
2010-07,0.469,
2010-08,0.468,
2010-09,0.475,
2010-10,0.442,
2010-11,0.443,
2010-12,0.485,
2011-01,0.434,
2011-02,0.436,
2011-03,0.429,
2011-04,0.429,
2011-05,0.423,
2011-06,0.423,
2011-07,0.423,
2011-08,0.422,
2011-09,0.414,
2011-10,0.413,
2011-11,0.416,
2011-12,0.424,
2012-01,0.421,
2012-02,0.412,
2012-03,0.411,
2012-04,0.434,
2012-05,0.319,
2012-06,0.318,
2012-07,0.318,
2012-08,0.313,
2012-09,0.308,
2012-10,0.305,
2012-11,0.305,
2012-12,0.283,
2013-01,0.241,
2013-02,0.281,
2013-03,0.278,
2013-04,0.283,
2013-05,0.284,
2013-06,0.288,
2013-07,0.288,
2013-08,0.286,
2013-09,0.275,
2013-10,0.279,
2013-11,0.284,
2013-12,0.277,
2014-01,0.276,
2014-02,0.273,
2014-03,0.269,
2014-04,0.267,
2014-05,0.266,
2014-06,0.242,
2014-07,0.264,
2014-08,0.262,
2014-09,0.174,
2014-10,0.172,
2014-11,0.171,
