"",BBK01.OEXB05V,BBK01.OEXB05V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:31,
2002-01,10.854,
2002-04,11.211,
2002-07,11.396,
2002-10,11.573,
2003-01,11.485,
2003-04,10.085,
2003-07,10.291,
2003-10,10.411,
2004-01,10.306,
2004-04,9.964,
2004-07,10.025,
2004-10,9.966,
2005-01,10.206,
2005-04,10.183,
2005-07,10.121,
2005-10,10.127,
2006-01,10.190,
2006-04,10.285,
2006-07,10.230,
2006-10,10.569,
2007-01,10.591,
2007-04,10.692,
2007-07,10.731,
2007-10,10.752,
2008-01,10.535,
2008-04,10.565,
2008-07,10.620,
2008-10,11.010,
2009-01,11.041,
2009-04,11.089,
2009-07,11.097,
2009-10,11.372,
2010-01,11.274,
2010-04,11.263,
2010-07,11.307,
2010-10,11.392,
2011-01,11.386,
2011-04,11.377,
2011-07,11.517,
2011-10,11.503,
2012-01,11.461,
2012-04,11.593,
2012-07,11.487,
2012-10,11.648,
2013-01,11.647,
2013-04,11.605,
2013-07,11.582,
2013-10,11.682,
2014-01,11.891,
2014-04,12.294,
2014-07,12.468,
