"",BBK01.OU5063,BBK01.OU5063_FLAGS
"",Savings deposits of domestic households / Total / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:05,
1953-12,0.301,Estimated value
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.378,Estimated value
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.474,Estimated value
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.544,Estimated value
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.598,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.649,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.701,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.781,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.874,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.961,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,1.015,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,1.110,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,1.217,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,1.291,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.400,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,1.483,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,1.546,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,1.657,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,1.799,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,1.924,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,2.121,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,2.274,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,2.494,
1965-01,2.524,
1965-02,2.560,
1965-03,2.590,
1965-04,2.630,
1965-05,2.662,
1965-06,2.692,
1965-07,2.716,
1965-08,2.739,
1965-09,2.788,
1965-10,2.824,
1965-11,2.863,
1965-12,2.924,
1966-01,2.961,
1966-02,2.992,
1966-03,3.016,
1966-04,3.068,
1966-05,3.101,
1966-06,3.153,
1966-07,3.226,
1966-08,3.251,
1966-09,3.290,
1966-10,3.341,
1966-11,3.376,
1966-12,3.567,
1967-01,3.628,
1967-02,3.664,
1967-03,3.703,
1967-04,3.748,
1967-05,3.782,
1967-06,3.830,
1967-07,3.867,
1967-08,3.904,
1967-09,3.932,
1967-10,3.992,
1967-11,4.016,
1967-12,4.190,
1968-01,4.259,
1968-02,4.295,
1968-03,4.331,
1968-04,4.357,
1968-05,4.389,
1968-06,4.440,
1968-07,4.490,
1968-08,4.528,
1968-09,4.559,
1968-10,4.619,
1968-11,4.667,
1968-12,4.852,
1969-01,4.916,
1969-02,4.967,
1969-03,5.011,
1969-04,5.060,
1969-05,5.114,
1969-06,5.169,
1969-07,5.216,
1969-08,5.279,
1969-09,5.318,
1969-10,5.348,
1969-11,5.343,
1969-12,5.541,
1970-01,5.601,
1970-02,5.616,
1970-03,5.618,
1970-04,5.641,
1970-05,5.650,
1970-06,5.663,
1970-07,5.667,
1970-08,5.715,
1970-09,5.759,
1970-10,5.811,
1970-11,5.860,
1970-12,6.177,
1971-01,6.259,
1971-02,6.334,
1971-03,6.421,
1971-04,6.494,
1971-05,6.554,
1971-06,6.629,
1971-07,6.667,
1971-08,6.709,
1971-09,6.729,
1971-10,6.785,
1971-11,6.840,
1971-12,7.239,
1972-01,7.312,
1972-02,7.377,
1972-03,7.421,
1972-04,7.587,
1972-05,7.647,
1972-06,7.744,
1972-07,7.798,
1972-08,7.840,
1972-09,7.909,
1972-10,7.985,
1972-11,8.023,
1972-12,8.386,
1973-01,8.401,
1973-02,8.418,
1973-03,8.402,
1973-04,8.431,
1973-05,8.436,
1973-06,8.415,
1973-07,8.367,
1973-08,8.306,
1973-09,8.288,
1973-10,8.296,
1973-11,8.328,
1973-12,8.810,
1974-01,8.818,
1974-02,8.840,
1974-03,8.842,
1974-04,8.879,
1974-05,8.927,
1974-06,8.974,
1974-07,8.971,
1974-08,8.915,
1974-09,8.925,
1974-10,8.972,
1974-11,9.030,
1974-12,9.602,
1975-01,9.670,
1975-02,9.730,
1975-03,9.995,
1975-04,10.410,
1975-05,10.592,
1975-06,10.679,
1975-07,10.783,
1975-08,10.919,
1975-09,11.030,
1975-10,11.174,
1975-11,11.267,
1975-12,11.919,
1976-01,12.003,
1976-02,12.110,
1976-03,12.125,
1976-04,12.157,
1976-05,12.216,
1976-06,12.264,
1976-07,12.252,
1976-08,12.255,
1976-09,12.241,
1976-10,12.292,
1976-11,12.308,
1976-12,12.793,
1977-01,12.644,
1977-02,12.658,
1977-03,12.626,
1977-04,12.613,
1977-05,12.645,
1977-06,12.687,
1977-07,12.337,
1977-08,12.338,
1977-09,12.387,
1977-10,12.443,
1977-11,12.518,
1977-12,13.003,
1978-01,12.838,
1978-02,12.850,
1978-03,12.823,
1978-04,12.870,
1978-05,12.903,
1978-06,12.973,
1978-07,12.984,
1978-08,13.056,
1978-09,13.067,
1978-10,13.135,
1978-11,13.177,
1978-12,13.688,
1979-01,13.712,
1979-02,13.780,
1979-03,13.756,
1979-04,13.729,
1979-05,13.696,
1979-06,13.643,
1979-07,13.499,
1979-08,13.444,
1979-09,13.389,
1979-10,13.320,
1979-11,13.204,
1979-12,13.610,
1980-01,13.414,
1980-02,13.341,
1980-03,13.178,
1980-04,12.959,
1980-05,12.871,
1980-06,12.834,
1980-07,12.738,
1980-08,12.792,
1980-09,12.777,
1980-10,12.763,
1980-11,12.775,
1980-12,13.433,
1981-01,13.221,
1981-02,13.147,
1981-03,12.783,
1981-04,12.655,
1981-05,12.504,
1981-06,12.347,
1981-07,12.148,
1981-08,12.048,
1981-09,11.926,
1981-10,11.887,
1981-11,11.919,
1981-12,12.703,
1982-01,12.560,
1982-02,12.577,
1982-03,12.495,
1982-04,12.642,
1982-05,12.642,
1982-06,12.701,
1982-07,12.644,
1982-08,12.606,
1982-09,12.609,
1982-10,12.639,
1982-11,12.711,
1982-12,13.513,
1983-01,13.452,
1983-02,13.601,
1983-03,13.691,
1983-04,13.845,
1983-05,13.882,
1983-06,13.913,
1983-07,13.687,
1983-08,13.649,
1983-09,13.591,
1983-10,13.581,
1983-11,13.568,
1983-12,14.096,
1984-01,13.817,
1984-02,13.743,
1984-03,13.695,
1984-04,13.675,
1984-05,13.631,
1984-06,13.627,
1984-07,13.519,
1984-08,13.476,
1984-09,13.474,
1984-10,13.503,
1984-11,13.530,
1984-12,14.157,
1985-01,14.101,
1985-02,14.153,
1985-03,14.122,
1985-04,14.104,
1985-05,14.073,
1985-06,14.142,
1985-07,14.112,
1985-08,14.133,
1985-09,14.203,
1985-10,14.255,
1985-11,14.252,
1985-12,14.869,
1986-01,14.803,
1986-02,14.835,
1986-03,14.899,
1986-04,15.031,
1986-05,15.057,
1986-06,15.096,
1986-07,15.071,
1986-08,15.124,
1986-09,15.149,
1986-10,15.190,
1986-11,15.247,
1986-12,18.547,
1987-01,18.611,
1987-02,18.653,
1987-03,18.712,
1987-04,18.817,
1987-05,18.840,
1987-06,18.922,
1987-07,18.977,
1987-08,19.038,
1987-09,19.059,
1987-10,19.106,
1987-11,19.147,
1987-12,19.795,
1988-01,19.828,
1988-02,19.881,
1988-03,19.844,
1988-04,19.916,
1988-05,19.921,
1988-06,19.960,
1988-07,19.987,
1988-08,19.950,
1988-09,19.879,
1988-10,19.838,
1988-11,19.798,
1988-12,20.340,
1989-01,20.342,
1989-02,20.246,
1989-03,20.048,
1989-04,19.924,
1989-05,19.828,
1989-06,19.702,
1989-07,19.464,
1989-08,19.401,
1989-09,19.334,
1989-10,19.243,
1989-11,19.115,
1989-12,19.685,
1990-01,19.415,
1990-02,19.270,
1990-03,19.074,
1990-04,18.913,
1990-05,18.740,
1990-06,19.006,
1990-07,18.997,
1990-08,19.403,
1990-09,19.714,
1990-10,19.941,
1990-11,20.116,
1990-12,20.948,
1991-01,20.007,
1991-02,20.046,
1991-03,20.055,
1991-04,20.086,
1991-05,20.069,
1991-06,20.104,
1991-07,19.322,
1991-08,19.321,
1991-09,19.292,
1991-10,19.372,
1991-11,19.526,
1991-12,20.487,
1992-01,20.442,
1992-02,20.576,
1992-03,20.723,
1992-04,20.789,
1992-05,20.803,
1992-06,20.839,
1992-07,20.820,
1992-08,20.834,
1992-09,20.735,
