"",BBK01.QUV455,BBK01.QUV455_FLAGS
"",Banks in Germany: Claims on non-residents / Malta / Euro,
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:10:39,
2001-12,0.120,
2002-01,0.120,
2002-02,0.115,
2002-03,0.165,
2002-04,0.109,
2002-05,0.122,
2002-06,0.112,
2002-07,0.130,
2002-08,0.150,
2002-09,0.156,
2002-10,0.131,
2002-11,0.143,
2002-12,0.140,
2003-01,0.156,
2003-02,0.134,
2003-03,0.153,
2003-04,0.144,
2003-05,0.147,
2003-06,0.143,
2003-07,0.207,
2003-08,0.195,
2003-09,0.195,
2003-10,0.256,
2003-11,0.273,
2003-12,0.309,
2004-01,0.296,
2004-02,0.292,
2004-03,0.292,
2004-04,0.287,
2004-05,0.296,
2004-06,0.292,
2004-07,0.305,
2004-08,0.237,
2004-09,0.222,
2004-10,0.226,
2004-11,0.239,
2004-12,0.249,
2005-01,0.229,
2005-02,0.242,
2005-03,0.253,
2005-04,0.225,
2005-05,0.206,
2005-06,0.200,
2005-07,0.189,
2005-08,0.227,
2005-09,0.232,
2005-10,0.253,
2005-11,0.338,
2005-12,0.372,
2006-01,0.369,
2006-02,0.326,
2006-03,0.316,
2006-04,0.293,
2006-05,0.290,
2006-06,0.284,
2006-07,0.280,
2006-08,0.286,
2006-09,0.285,
2006-10,0.290,
2006-11,0.210,
2006-12,4.236,
2007-01,4.254,
2007-02,4.562,
2007-03,4.578,
2007-04,4.611,
2007-05,4.636,
2007-06,4.645,
2007-07,4.610,
2007-08,4.733,
2007-09,4.744,
2007-10,4.678,
2007-11,4.671,
2007-12,5.233,
2008-01,5.390,
2008-02,5.351,
2008-03,5.416,
2008-04,5.418,
2008-05,5.321,
2008-06,5.898,
2008-07,5.889,
2008-08,5.974,
2008-09,6.213,
2008-10,5.677,
2008-11,5.661,
2008-12,6.290,
2009-01,6.198,
2009-02,6.163,
2009-03,6.267,
2009-04,6.770,
2009-05,6.733,
2009-06,6.600,
2009-07,6.619,
2009-08,6.590,
2009-09,6.559,
2009-10,6.565,
2009-11,6.507,
2009-12,6.543,
2010-01,6.490,
2010-02,6.371,
2010-03,6.482,
2010-04,6.366,
2010-05,6.178,
2010-06,6.215,
2010-07,6.465,
2010-08,6.185,
2010-09,6.091,
2010-10,6.142,
2010-11,6.122,
2010-12,6.253,
2011-01,6.140,
2011-02,6.130,
2011-03,6.065,
2011-04,6.062,
2011-05,6.098,
2011-06,6.233,
2011-07,6.163,
2011-08,6.292,
2011-09,6.794,
2011-10,6.264,
2011-11,6.192,
2011-12,6.210,
2012-01,6.177,
2012-02,6.226,
2012-03,6.153,
2012-04,6.277,
2012-05,6.037,
2012-06,6.091,
2012-07,6.032,
2012-08,6.000,
2012-09,5.991,
2012-10,6.021,
2012-11,5.966,
2012-12,6.000,
2013-01,6.001,
2013-02,5.993,
2013-03,1.284,
2013-04,1.307,
2013-05,1.280,
2013-06,1.318,
2013-07,1.335,
2013-08,1.285,
2013-09,1.292,
2013-10,1.343,
2013-11,1.266,
2013-12,1.286,
2014-01,1.317,
2014-02,1.310,
2014-03,1.330,
2014-04,1.324,
2014-05,1.312,
2014-06,1.380,
2014-07,1.296,
2014-08,1.307,
2014-09,1.336,
2014-10,1.268,
2014-11,1.278,
2014-12,1.342,
