"",BBK01.OUC018,BBK01.OUC018_FLAGS
"",Money market paper issued by foreign banks (MFIs) / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:07,
1993-12,-,Nothing exists
1994-01,-,Nothing exists
1994-02,-,Nothing exists
1994-03,-,Nothing exists
1994-04,-,Nothing exists
1994-05,0.001,
1994-06,-,Nothing exists
1994-07,-,Nothing exists
1994-08,0.001,
1994-09,0.001,
1994-10,0.001,
1994-11,0.001,
1994-12,-,Nothing exists
1995-01,-,Nothing exists
1995-02,-,Nothing exists
1995-03,-,Nothing exists
1995-04,-,Nothing exists
1995-05,-,Nothing exists
1995-06,-,Nothing exists
1995-07,-,Nothing exists
1995-08,-,Nothing exists
1995-09,-,Nothing exists
1995-10,-,Nothing exists
1995-11,0.002,
1995-12,0.002,
1996-01,0.003,
1996-02,0.006,
1996-03,0.006,
1996-04,0.006,
1996-05,-,Nothing exists
1996-06,0.022,
1996-07,0.010,
1996-08,0.039,
1996-09,0.043,
1996-10,0.030,
1996-11,0.020,
1996-12,0.026,
1997-01,0.023,
1997-02,0.025,
1997-03,0.052,
1997-04,0.069,
1997-05,0.069,
1997-06,0.173,
1997-07,0.206,
1997-08,0.135,
1997-09,0.080,
1997-10,0.102,
1997-11,0.116,
1997-12,0.035,
1998-01,0.036,
1998-02,0.035,
1998-03,0.076,
1998-04,0.136,
1998-05,0.145,
1998-06,0.187,
1998-07,0.108,
1998-08,0.054,
1998-09,0.100,
1998-10,0.144,
1998-11,0.080,
1998-12,0.082,
1999-01,0.077,
1999-02,0.025,
1999-03,0.054,
1999-04,0.225,
1999-05,0.566,
1999-06,0.023,
1999-07,0.036,
1999-08,0.093,
1999-09,0.056,
1999-10,0.025,
1999-11,0.141,
1999-12,0.188,
2000-01,0.182,
2000-02,0.270,
2000-03,0.398,
2000-04,0.234,
2000-05,0.240,
2000-06,0.294,
2000-07,0.269,
2000-08,0.211,
2000-09,0.235,
2000-10,0.303,
2000-11,0.682,
2000-12,0.636,
2001-01,0.554,
2001-02,0.330,
2001-03,0.513,
2001-04,0.518,
2001-05,0.508,
2001-06,0.208,
2001-07,0.279,
2001-08,0.321,
2001-09,0.414,
2001-10,0.381,
2001-11,0.151,
2001-12,0.195,
2002-01,0.207,
2002-02,0.542,
2002-03,0.524,
2002-04,0.522,
2002-05,0.517,
2002-06,0.360,
2002-07,0.353,
2002-08,0.364,
2002-09,0.355,
2002-10,0.344,
2002-11,0.271,
2002-12,0.250,
2003-01,0.094,
2003-02,0.389,
2003-03,0.274,
2003-04,0.305,
2003-05,0.283,
2003-06,0.306,
2003-07,0.277,
2003-08,0.256,
2003-09,0.279,
2003-10,0.132,
2003-11,0.417,
2003-12,0.150,
2004-01,0.177,
2004-02,0.263,
2004-03,0.184,
2004-04,0.421,
2004-05,0.308,
2004-06,0.253,
2004-07,0.377,
2004-08,0.295,
2004-09,0.340,
2004-10,0.231,
2004-11,0.263,
2004-12,0.185,
2005-01,0.352,
2005-02,0.246,
2005-03,0.282,
2005-04,0.322,
2005-05,0.266,
2005-06,0.255,
2005-07,0.293,
2005-08,0.266,
2005-09,0.276,
2005-10,0.232,
2005-11,0.141,
2005-12,0.126,
2006-01,0.191,
2006-02,0.126,
2006-03,0.209,
2006-04,0.233,
2006-05,0.188,
2006-06,0.360,
2006-07,0.184,
2006-08,0.073,
2006-09,0.203,
2006-10,0.230,
2006-11,0.423,
2006-12,0.845,
2007-01,0.525,
2007-02,0.422,
2007-03,0.322,
2007-04,0.264,
2007-05,0.369,
2007-06,0.373,
2007-07,0.262,
2007-08,0.149,
2007-09,0.211,
2007-10,0.310,
2007-11,0.333,
2007-12,0.299,
2008-01,0.303,
2008-02,0.842,
2008-03,0.953,
2008-04,0.964,
2008-05,1.160,
2008-06,1.092,
2008-07,0.913,
2008-08,0.899,
2008-09,0.737,
2008-10,0.641,
2008-11,0.598,
2008-12,0.592,
2009-01,0.588,
2009-02,0.514,
2009-03,0.460,
2009-04,0.453,
2009-05,0.452,
2009-06,0.681,
2009-07,0.403,
2009-08,0.401,
2009-09,0.400,
2009-10,0.001,
2009-11,0.008,
2009-12,-,Nothing exists
2010-01,0.001,
2010-02,-,Nothing exists
2010-03,-,Nothing exists
2010-04,-,Nothing exists
2010-05,2.115,
2010-06,1.732,
2010-07,0.668,
2010-08,1.612,
2010-09,0.830,
2010-10,0.830,
2010-11,0.484,
2010-12,0.662,
2011-01,0.366,
2011-02,0.014,
2011-03,-0.011,
2011-04,0.025,
2011-05,1.519,
2011-06,1.520,
2011-07,1.510,
2011-08,1.518,
2011-09,1.583,
2011-10,1.533,
2011-11,1.534,
2011-12,1.535,
2012-01,1.528,
2012-02,1.570,
2012-03,1.581,
2012-04,1.564,
2012-05,0.043,
2012-06,0.061,
2012-07,0.116,
2012-08,0.106,
2012-09,0.091,
2012-10,0.147,
2012-11,0.156,
2012-12,0.108,
2013-01,0.106,
2013-02,0.114,
2013-03,0.167,
2013-04,0.125,
2013-05,0.151,
2013-06,0.666,
2013-07,0.555,
2013-08,0.572,
2013-09,1.231,
2013-10,1.027,
2013-11,2.177,
2013-12,2.606,
2014-01,2.569,
2014-02,2.601,
2014-03,2.585,
2014-04,3.570,
2014-05,3.572,
2014-06,3.592,
2014-07,2.831,
2014-08,2.815,
2014-09,2.892,
2014-10,2.934,
2014-11,2.906,
2014-12,2.837,Provisional value
