"",BBK01.CEF504,BBK01.CEF504_FLAGS
"",Shares and other equity                         debtor: Total                                                            creditor: Central bank,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:01,
1999-01,1.3,
1999-04,1.3,
1999-07,1.3,
1999-10,1.3,
2000-01,1.3,
2000-04,1.3,
2000-07,1.3,
2000-10,1.3,
2001-01,2.4,
2001-04,2.4,
2001-07,2.4,
2001-10,2.4,
2002-01,2.4,
2002-04,2.3,
2002-07,2.3,
2002-10,2.3,
2003-01,2.2,
2003-04,2.2,
2003-07,2.2,
2003-10,2.1,
2004-01,1.7,
2004-04,1.7,
2004-07,1.7,
2004-10,1.6,
2005-01,1.6,
2005-04,1.7,
2005-07,1.7,
2005-10,1.7,
2006-01,1.7,
2006-04,1.7,
2006-07,1.7,
2006-10,1.7,
2007-01,1.3,
2007-04,1.3,
2007-07,1.3,
2007-10,1.3,
2008-01,1.3,
2008-04,1.3,
2008-07,1.3,
2008-10,1.3,
2009-01,1.2,
2009-04,1.2,
2009-07,1.2,
2009-10,1.2,
2010-01,1.2,
2010-04,1.2,
2010-07,1.2,
2010-10,1.5,
2011-01,1.5,
2011-04,1.5,
2011-07,1.5,
2011-10,1.8,
2012-01,1.8,
2012-04,1.8,
2012-07,1.8,
2012-10,2.1,
2013-01,2.1,
2013-04,2.1,
2013-07,2.1,
2013-10,2.1,
2014-01,2.0,
2014-04,2.0,
2014-07,2.0,
