"",BBK01.CEB710,BBK01.CEB710_FLAGS
"",Other liabilities debtor: Non-financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:19,
1991-01,553.3,
1991-04,551.6,
1991-07,548.6,
1991-10,544.8,
1992-01,545.9,
1992-04,533.6,
1992-07,523.4,
1992-10,507.0,
1993-01,506.0,
1993-04,502.7,
1993-07,500.8,
1993-10,515.0,
1994-01,532.8,
1994-04,530.3,
1994-07,524.0,
1994-10,548.2,
1995-01,554.2,
1995-04,545.5,
1995-07,533.0,
1995-10,556.0,
1996-01,552.1,
1996-04,546.4,
1996-07,547.9,
1996-10,563.3,
1997-01,562.1,
1997-04,560.9,
1997-07,559.6,
1997-10,573.6,
1998-01,576.9,
1998-04,576.4,
1998-07,568.8,
1998-10,577.8,
1999-01,600.0,
1999-04,606.0,
1999-07,607.9,
1999-10,679.1,
2000-01,669.6,
2000-04,699.6,
2000-07,723.2,
2000-10,703.6,
2001-01,718.0,
2001-04,706.5,
2001-07,696.4,
2001-10,692.6,
2002-01,692.6,
2002-04,683.4,
2002-07,694.5,
2002-10,697.0,
2003-01,695.9,
2003-04,671.4,
2003-07,673.4,
2003-10,690.0,
2004-01,699.8,
2004-04,685.3,
2004-07,687.1,
2004-10,694.2,
2005-01,685.9,
2005-04,696.8,
2005-07,708.0,
2005-10,718.2,
2006-01,726.6,
2006-04,720.2,
2006-07,726.3,
2006-10,752.7,
2007-01,777.7,
2007-04,800.3,
2007-07,832.2,
2007-10,849.6,
2008-01,862.8,
2008-04,878.9,
2008-07,893.4,
2008-10,915.5,
2009-01,961.1,
2009-04,874.6,
2009-07,870.4,
2009-10,859.3,
2010-01,860.6,
2010-04,898.5,
2010-07,872.2,
2010-10,868.1,
2011-01,867.8,
2011-04,872.6,
2011-07,864.4,
2011-10,879.6,
2012-01,880.6,
2012-04,900.9,
2012-07,911.9,
2012-10,907.8,
2013-01,924.8,
2013-04,888.6,
2013-07,905.5,
2013-10,909.4,
2014-01,898.1,
