"",BBK01.OEAA55G,BBK01.OEAA55G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:42,
2002-01,15.311,
2002-04,15.371,
2002-07,15.679,
2002-10,16.680,
2003-01,15.413,
2003-04,16.272,
2003-07,16.131,
2003-10,16.480,
2004-01,16.001,
2004-04,16.824,
2004-07,16.431,
2004-10,14.967,
2005-01,12.530,
2005-04,13.252,
2005-07,13.078,
2005-10,13.191,
2006-01,14.956,
2006-04,14.463,
2006-07,15.196,
2006-10,15.736,
2007-01,15.761,
2007-04,15.587,
2007-07,15.508,
2007-10,15.559,
2008-01,7.429,
2008-04,19.378,
2008-07,21.475,
2008-10,22.360,
2009-01,22.508,
2009-04,21.799,
2009-07,21.533,
2009-10,19.233,
2010-01,19.475,
2010-04,21.615,
2010-07,20.264,
2010-10,20.181,
2011-01,19.518,
2011-04,19.160,
2011-07,18.131,
2011-10,18.177,
2012-01,18.786,
2012-04,19.240,
2012-07,18.998,
2012-10,18.189,
2013-01,18.303,
2013-04,17.635,
2013-07,16.159,
2013-10,15.933,
2014-01,15.666,
2014-04,15.573,
2014-07,15.850,
