"",BBK01.OEAC04G,BBK01.OEAC04G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:50,
2002-01,10.580,
2002-04,10.747,
2002-07,10.609,
2002-10,10.341,
2003-01,10.075,
2003-04,9.952,
2003-07,9.849,
2003-10,9.607,
2004-01,9.546,
2004-04,9.522,
2004-07,9.343,
2004-10,9.053,
2005-01,9.134,
2005-04,8.891,
2005-07,8.678,
2005-10,8.484,
2006-01,8.446,
2006-04,8.369,
2006-07,8.301,
2006-10,7.834,
2007-01,7.967,
2007-04,8.117,
2007-07,8.144,
2007-10,8.082,
2008-01,8.404,
2008-04,8.409,
2008-07,8.518,
2008-10,8.616,
2009-01,10.378,
2009-04,10.694,
2009-07,10.585,
2009-10,10.392,
2010-01,11.806,
2010-04,12.042,
2010-07,11.966,
2010-10,11.583,
2011-01,11.817,
2011-04,11.642,
2011-07,11.591,
2011-10,11.196,
2012-01,11.384,
2012-04,11.116,
2012-07,11.033,
2012-10,10.896,
2013-01,10.942,
2013-04,10.947,
2013-07,11.130,
2013-10,10.837,
2014-01,11.131,
2014-04,11.184,
2014-07,11.267,
